tchextid,classcode
tch_20201215-124621_14,8JtW-HYg8
tch_20201215-124621_15,9GwM-Nw63
tch_20201215-124621_16,4TKd-fmu8
tch_20201215-124621_17,29R4-PEFw
tch_20201215-124621_18,C4z7-VWrB
tch_20201215-124621_19,XcTJ-h6Jq
tch_20201215-124621_20,Jf4p-6uZX
tch_20201215-124621_21,WYjo-eyJN
tch_20201215-124621_22,Yv7v-x4Qk
tch_20201215-124621_23,Jtr8-qc6B
tch_20201215-124621_24,QC3e-cgH3
tch_20201215-124621_25,2F96-emNm
tch_20201215-124621_26,QDC6-fZmA
tch_20201215-124621_27,jKjY-2oNW
tch_20201215-124621_28,8d9g-wF97
tch_20201215-124621_29,ag78-ay9W
tch_20201215-124621_30,xXpx-UmL6
tch_20201215-124621_31,c8YC-Arov
tch_20201215-124621_32,97a7-f8ih
tch_20201215-124621_33,r9Le-Zt7e
tch_20201215-124621_34,8VpX-TdxH
tch_20201215-124621_35,4sKc-RF89
tch_20201215-124621_36,7Rih-tx48
tch_20201215-124621_37,WJ2v-GWoT
tch_20201215-124621_38,q9UY-e6tb
tch_20201215-124621_39,6o9Y-FYHg
tch_20201215-124621_40,nv9q-KWMY
tch_20201215-124621_41,byUt-rvkb
tch_20201215-124621_42,9pz4-dGy6
tch_20201215-124621_43,pbtE-CuN4
tch_20201215-124621_44,jgUb-h3DN
tch_20201215-124621_45,6Wog-82Xg
tch_20201215-124621_46,8zXt-Gpk3
tch_20201215-124621_47,vy6A-Tv37
tch_20201215-124621_48,yt8x-Wx96
tch_20201215-124621_49,9B9D-3LVb
tch_20201215-124621_50,ZbrV-4gX2
tch_20201215-124621_51,u4N9-43Bz
tch_20201215-124621_52,EcRf-u83F
tch_20201215-124621_53,3P72-7M82
tch_20201215-124621_54,GnME-z4v7
tch_20201215-124621_55,9yi2-W8ht
tch_20201215-124621_56,Liwa-72dv
tch_20201215-124621_57,kY38-srF2
tch_20201215-124621_58,qRJy-tUro
tch_20201215-124621_59,37po-937B
tch_20201215-124621_60,728E-C9hE
tch_20201215-124621_61,2nM3-h4YF
tch_20201215-124621_62,Ktf2-4Hwg
tch_20201215-124621_63,WX3r-3P6U
tch_20201215-124621_64,6NDU-BrYD
tch_20201215-124621_65,hN9L-C4Tp
tch_20201215-124621_66,3AfK-4qUa
tch_20201215-124621_67,ecKW-6QK4
tch_20201215-124621_68,ByoD-KptG
tch_20201215-124621_69,y7Rr-8vx2
tch_20201215-124621_70,8a6p-Hi4B
tch_20201215-124621_71,ur84-848j
tch_20201215-124621_72,LeB2-3LiB
tch_20201215-124621_73,V9hm-t9CL
tch_20201215-124621_74,73nC-9mBr
tch_20201215-124621_75,3T3K-87BV
tch_20201215-124621_76,hWN3-GNm3
tch_20201215-124621_77,Z94J-kLcC
tch_20201215-124621_78,3vrT-UtBX
tch_20201215-124621_79,iWAE-3DLa
tch_20201215-124621_80,kvb4-x6bj
tch_20201215-124621_81,dsN6-mwJ9
tch_20201215-124621_82,qLUj-dWnQ
tch_20201215-124621_83,7L2C-6Dpz
tch_20201215-124621_84,sAXm-Xz8g
tch_20201215-124621_85,mHzT-xz8L
tch_20201215-124621_86,Hnyu-rf43
tch_20201215-124621_87,fZWn-F4w6
tch_20201215-124621_88,gLm4-27wi
tch_20201215-124621_89,dQx2-8tBv
tch_20201215-124621_90,Hj8v-7rj3
tch_20201215-124621_91,9him-6U83
tch_20201215-124621_92,xgEb-tgLZ
tch_20201215-124621_93,zo2k-4c3W
tch_20201215-124621_94,v7bx-q7iH
tch_20201215-124621_95,hHAh-Rc9k
tch_20201215-124621_96,UvkW-w47o
tch_20201215-124621_97,Vt3q-kz73
tch_20201215-124621_98,y7Aa-63pW
tch_20201215-124621_99,qN8B-i97d
tch_20201215-124621_100,68uG-2YBV
tch_20201215-153026_1,Mgox-8e36
tch_20201215-153026_2,Qx3q-8ox6
tch_20201215-153026_3,B342-tCfF
tch_20201215-153026_4,87js-uT3s
tch_20201215-153026_5,awWC-3WyQ
tch_20201215-153026_6,mW7h-RUx8
tch_20201215-153026_7,yFPG-9Pxa
tch_20201215-153026_8,FLyg-e6LG
tch_20201215-153026_9,74WH-T2Xd
tch_20201215-153026_10,hEP3-Ugkh
tch_20201215-153026_11,gqrp-9xMC
tch_20201215-153026_12,xdQ9-joC2
tch_20201215-153026_13,7Gxc-v367
tch_20201215-153026_14,f4FY-AoZ8
tch_20201215-153026_15,efj8-9AG8
tch_20201215-153026_16,ocp4-7BwG
tch_20201215-153026_17,o64T-xL3F
tch_20201215-153026_18,4A32-ufr6
tch_20201215-153026_19,L9i4-v4Xm
tch_20201215-153026_20,24oY-6Bw4
tch_20201215-153026_21,N3s3-tJs2
tch_20201215-153026_22,i3EL-Fy29
tch_20201215-153026_23,96rY-DbZc
tch_20201215-153026_24,HE6V-hR68
tch_20201215-153026_25,iTd2-GhET
tch_20201215-153026_26,n86u-672A
tch_20201215-153026_27,268B-NxBg
tch_20201215-153026_28,caEh-Zjze
tch_20201215-153026_29,bC37-X6Wb
tch_20201215-153026_30,7ZKR-NY6y
tch_20201215-153026_31,WGcq-9y3h
tch_20201215-153026_32,ELvk-E98X
tch_20201215-153026_33,brwP-bUc3
tch_20201215-153026_34,6B76-zx8V
tch_20201215-153026_35,ZViP-eN3Z
tch_20201215-153026_36,e8Y7-E34H
tch_20201215-153026_37,Po6a-28w2
tch_20201215-153026_38,TP8h-3utN
tch_20201215-153026_39,qekh-QZ3X
tch_20201215-153026_40,b28N-E97q
tch_20201215-153026_41,c8mr-7bF4
tch_20201215-153026_42,we2V-3A69
tch_20201215-153026_43,e7oy-ah62
tch_20201215-153026_44,rd4A-3X4y
tch_20201215-153026_45,g73k-enLc
tch_20201215-153026_46,U6DF-ftQm
tch_20201215-153026_47,TEdu-4NM7
tch_20201215-153026_48,X6uj-76y4
tch_20201215-153026_49,3efP-Dn2a
tch_20201215-153026_50,XyBb-LqMZ
tch_20201215-153026_51,2d9e-C6bm
tch_20201215-153026_52,sm6t-ymEK
tch_20201215-153026_53,p42Z-rRg4
tch_20201215-153026_54,8Buv-WxBP
tch_20201215-153026_55,jC7Y-6H7F
tch_20201215-153026_56,6Zz7-9mub
tch_20201215-153026_57,RN9r-23h4
tch_20201215-153026_58,z2nN-V72o
tch_20201215-153026_59,qZpP-Tztx
tch_20201215-153026_60,67Bk-M3K2
tch_20201215-153026_61,b4pc-nMaY
tch_20201215-153026_62,Pizb-k2o9
tch_20201215-153026_63,eqMu-tP2H
tch_20201215-153026_64,2MmE-Pzyw
tch_20201215-153026_65,M24L-2vRC
tch_20201215-153026_66,dx2e-R8Gh
tch_20201215-153026_67,JWr6-vg7o
tch_20201215-153026_68,6Lx8-9nvE
tch_20201215-153026_69,P6C3-8uM6
tch_20201215-153026_70,tof7-9u8F
tch_20201215-153026_72,3v4R-gpkn
tch_20201215-153026_71,o2w2-f4L6
tch_20201215-153026_73,VyZT-sX72
tch_20201215-153026_74,s4ik-2nHQ
tch_20201215-153026_75,YM9t-ui2j
tch_20201215-153026_76,ZTtg-pJ7h
tch_20201215-153026_77,BVj2-x8YW
tch_20201215-153026_78,Gerh-4yxU
tch_20201215-153026_79,NvnG-sv8w
tch_20201215-153026_80,aLC2-N97o
tch_20201215-153026_81,xBNe-8DkW
tch_20201215-153026_82,cWC6-H8g3
tch_20201215-153026_83,wbkL-mjnT
tch_20201215-153026_84,M6zg-eVp4
tch_20201215-153026_85,72p8-ysyB
tch_20201215-153026_86,KBaA-JK9h
tch_20201215-153026_87,xK6m-qpGs
tch_20201215-153026_88,j29y-4n6n
tch_20201215-153026_89,HgxJ-N2ZD
tch_20201215-153026_90,Xi8b-849f
tch_20201215-153026_91,cn74-3boB
tch_20201215-153026_92,78fx-HeRk
tch_20201215-153026_93,Tzdw-Qt4X
tch_20201215-153026_94,2Zcy-78f7
tch_20201215-153026_95,48J8-B9ZP
tch_20201215-153026_96,tw4h-TMa6
tch_20201215-153026_97,FzZC-4v6i
tch_20201215-153026_98,7L9w-8b3k
tch_20201215-153026_99,6Xdf-q3Xk
tch_20201215-153026_100,ocuD-x98e
tch_20201215-183341_1,ariV-N7cg
tch_20201215-183341_2,6YfT-pu8r
tch_20201215-183341_3,uYX2-tK86
tch_20201215-183341_4,dXPy-b6Vc
tch_20201215-183341_5,4pFd-9TQq
tch_20201215-183341_6,QBj7-T9ki
tch_20201215-183341_7,BPhz-vaN9
tch_20201215-183341_8,TUag-TCEc
tch_20201215-183341_9,7GFj-k393
tch_20201215-183341_10,j627-97nv
tch_20201215-183341_11,642p-2rqR
tch_20201215-183341_12,6NnR-4kH7
tch_20201215-183341_13,X2zw-ruD2
tch_20201215-183341_14,ywz3-sz8q
tch_20201215-183341_15,itjR-3tQE
tch_20201215-183341_16,ytuW-wd8x
tch_20201215-183341_17,2MzG-R8PJ
tch_20201215-183341_18,tnWs-897G
tch_20201215-183341_19,DVjf-sy28
tch_20201215-183341_20,9tiU-74YB
tch_20201215-183341_21,noaq-AWG4
tch_20201215-183341_22,yB8b-74c7
tch_20201215-183341_23,f4A2-hVKs
tch_20201215-183341_24,2c6G-ZQJ4
tch_20201215-183341_25,BQi4-MTDq
tch_20201215-183341_26,Dzq2-u6r2
tch_20201215-183341_27,k2un-N4T8
tch_20201215-183341_28,uazK-98Kf
tch_20201215-183341_29,4832-W39a
tch_20201215-183341_30,eWP9-Rw79
tch_20201215-183341_31,j9r4-CgQw
tch_20201215-183341_32,623q-NFV8
tch_20201215-183341_33,R4zQ-4Z3o
tch_20201215-183341_34,oWDR-qyke
tch_20201215-183341_35,4Lg8-AtM7
tch_20201215-183341_36,67x9-7Hai
tch_20201215-183341_37,QiN6-Ne42
tch_20201215-183341_38,6iwp-3Riy
tch_20201215-183341_39,Z8X9-K8Li
tch_20201215-183341_40,qJ7D-o7eJ
tch_20201215-183341_41,U4GX-iMw8
tch_20201215-183341_42,jnfB-xK2b
tch_20201215-183341_43,HoDE-pgBi
tch_20201215-183341_44,xuix-unCQ
tch_20201215-183341_45,83Z4-qbip
tch_20201215-183341_46,pQ68-6DNv
tch_20201215-183341_47,uBYW-a8eA
tch_20201215-183341_48,cier-M6Cf
tch_20201215-183341_49,7AvK-MzM3
tch_20201215-183341_50,AcCX-D3DN
tch_20201215-183341_51,DjP9-m3g8
tch_20201215-183341_52,y2N9-6pDF
tch_20201215-183341_53,282H-odUC
tch_20201215-183341_54,opKc-s3C4
tch_20201215-183341_55,Uavp-RWPX
tch_20201215-183341_56,TCv8-f7yd
tch_20201215-183341_57,n8Pi-dTcC
tch_20201215-183341_58,9Y4x-R4A7
tch_20201215-183341_59,L7eZ-73hj
tch_20201215-183341_60,KBLd-D9hZ
tch_20201215-183341_61,7CW2-bnDQ
tch_20201215-183341_62,B4x9-H89T
tch_20201215-183341_63,3CL6-8DQD
tch_20201215-183341_64,f9ni-ej8B
tch_20201215-183341_65,d7s2-83Ly
tch_20201215-183341_66,3f7X-4b6m
tch_20201215-183341_67,929q-wLXm
tch_20201215-183341_68,2KfV-dTZa
tch_20201215-183341_69,947L-mnej
tch_20201215-183341_70,84t3-9srW
tch_20201215-183341_71,tMuJ-C24u
tch_20201215-183341_72,Nd9D-d9x6
tch_20201215-183341_73,yCEh-4zR3
tch_20201215-183341_74,2Jr9-Z2JE
tch_20201215-183341_75,TFpL-Y478
tch_20201215-183341_76,6Xye-yxoz
tch_20201215-183341_77,oN3t-R6GC
tch_20201215-183341_78,BYbi-4WDR
tch_20201215-183341_79,njJd-2mC6
tch_20201215-183341_80,W3d4-Rrmo
tch_20201215-183341_81,Edob-hmLc
tch_20201215-183341_82,EZRZ-Peam
tch_20201215-183341_83,WsFp-Ey8N
tch_20201215-183341_84,MqzN-6RWy
tch_20201215-183341_85,rMLT-EA38
tch_20201215-183341_86,4pgD-FnjA
tch_20201215-183341_87,gpZf-zs3r
tch_20201215-183341_88,z3Nq-jBsZ
tch_20201215-183341_89,WyQX-4V89
tch_20201215-183341_90,6Zmw-98WB
tch_20201215-183341_91,9y6C-8atZ
tch_20201215-183341_92,8AFU-VRhp
tch_20201215-183341_93,dZ2i-bX6e
tch_20201215-183341_94,4k3c-FNpy
tch_20201215-183341_95,3eW7-j8WQ
tch_20201215-183341_96,7dUu-sk89
tch_20201215-183341_97,Cs7V-ou9o
tch_20201215-183341_98,387H-9Zft
tch_20201215-183341_99,UPK6-7ZM8
tch_20201215-183341_100,TB6D-pU6Q
tch_20201215-193852_1,DPcr-6hPi
tch_20201215-193852_2,CvrF-Lz76
tch_20201215-193852_3,n9Jx-GT6a
tch_20201215-193852_4,W97d-2apy
tch_20201215-193852_5,qBDX-k62v
tch_20201215-193852_6,8Z2K-V7ib
tch_20201215-193852_7,Qu3L-83nA
tch_20201215-193852_8,R8Ty-U2TB
tch_20201215-193852_9,TijY-A97P
tch_20201215-193852_10,K8z6-4o73
tch_20201215-193852_11,GWa8-tRe4
tch_20201215-193852_12,tXfK-4ZKf
tch_20201215-193852_13,oiXT-VWAs
tch_20201215-193852_14,vUH9-rZmH
tch_20201215-193852_15,uho4-7J7d
tch_20201215-193852_16,is7R-E8bN
tch_20201215-193852_17,7Hvf-F6qH
tch_20201215-193852_18,8T79-w7W3
tch_20201215-193852_19,La3s-7vyu
tch_20201215-193852_20,328D-cXVv
tch_20201215-193852_21,B2HP-WK7p
tch_20201215-193852_22,9LeV-gpFi
tch_20201215-193852_23,24Vv-U2h2
tch_20201215-193852_24,zYC9-68Zt
tch_20201215-193852_25,qEH7-3HG3
tch_20201215-193852_26,A2o7-coKV
tch_20201215-193852_27,hq27-iGcE
tch_20201215-193852_28,94yZ-JqaH
tch_20201215-193852_29,qbRk-8PBo
tch_20201215-193852_30,HKiF-cMQy
tch_20201215-193852_31,7Uxw-AZ38
tch_20201215-193852_32,jN8K-scmW
tch_20201215-193852_33,R8uE-j8ed
tch_20201215-193852_34,pDrt-w8H4
tch_20201215-193852_35,aXmz-kCm2
tch_20201215-193852_36,qU6y-dot3
tch_20201215-193852_37,hWP7-VX2M
tch_20201215-193852_38,u2jg-9iPd
tch_20201215-193852_39,AMGx-29V3
tch_20201215-193852_40,gx9v-wTL4
tch_20201215-193852_41,2dmA-6kEF
tch_20201215-193852_42,troT-BVpz
tch_20201215-193852_43,TUV7-LZyu
tch_20201215-193852_44,wNCn-cG2L
tch_20201215-193852_45,q348-o2u4
tch_20201215-193852_46,2YV4-a2RP
tch_20201215-193852_47,k6i3-yBYT
tch_20201215-193852_48,NdNT-64ds
tch_20201215-193852_49,jo7a-zAMi
tch_20201215-193852_50,Vru8-38u3
tch_20201215-193852_51,87Fw-6Zsr
tch_20201215-193852_52,ubNU-4YLg
tch_20201215-193852_53,9KaC-37kT
tch_20201215-193852_54,VPUy-H79h
tch_20201215-193852_55,7JhA-fBV9
tch_20201215-193852_56,272c-9xaE
tch_20201215-193852_57,n4qT-htC6
tch_20201215-193852_58,FfVx-TrgK
tch_20201215-193852_59,k2A8-u3iH
tch_20201215-193852_60,6VAh-iWf2
tch_20201215-193852_61,kwt4-Mfqg
tch_20201215-193852_62,j3da-LA74
tch_20201215-193852_63,ewsV-79zF
tch_20201215-193852_64,i7jr-Ur4P
tch_20201215-193852_65,k6h9-d8sT
tch_20201215-193852_66,7BNC-8n4V
tch_20201215-193852_67,p8Bm-P4Lg
tch_20201215-193852_68,j8ue-zKYo
tch_20201215-193852_69,kf4a-8uy3
tch_20201215-193852_70,emiX-qEbn
tch_20201215-193852_71,L8Ng-7VGu
tch_20201215-193852_72,tAp9-FkNi
tch_20201215-193852_73,s42a-JBxE
tch_20201215-193852_74,Q79o-Ur6o
tch_20201215-193852_75,qau8-6Ypn
tch_20201215-193852_76,uwMA-mwCA
tch_20201215-193852_77,tk9f-ob8Q
tch_20201215-193852_78,FdJs-2jz9
tch_20201215-193852_79,n3Ld-N3sb
tch_20201215-193852_80,F3MH-qE28
tch_20201215-193852_81,86YG-9CHx
tch_20201215-193852_82,r9Xi-MT7z
tch_20201215-193852_83,3YcA-Yxai
tch_20201215-193852_84,4ZE6-Zo7y
tch_20201215-193852_85,7M4m-4NaA
tch_20201215-193852_86,23u7-9wi7
tch_20201215-193852_87,T6sg-83yM
tch_20201215-193852_88,K93a-8YyL
tch_20201215-193852_89,ztwC-Kpit
tch_20201215-193852_90,h9py-2ys4
tch_20201215-193852_91,KytN-objs
tch_20201215-193852_92,ntXo-bYe4
tch_20201215-193852_93,N8kn-Ctfu
tch_20201215-193852_94,M4uL-j23k
tch_20201215-193852_95,YPMQ-ZsnE
tch_20201215-193852_96,dV9K-FnG7
tch_20201215-193852_97,7TJk-VZwq
tch_20201215-193852_98,24EY-kb26
tch_20201215-193852_99,FeUD-goDt
tch_20201215-193852_100,aPfc-uKBz
