tchextid,studentuuid,stdextid,classcode
tch_20200707-221253_12,30409753-c501-11ea-89f8-0242ac110002,std_1594641948117_12,oD6F-gYB6
tch_20200707-221253_8,32faaefc-c501-11ea-acee-0242ac110002,std_1594641952683_8,9FUy-Z76F
tch_20200707-221253_13,32fafcdf-c501-11ea-89f8-0242ac110002,std_1594641952674_13,73WH-a8Px
tch_20200707-221253_20,322cfe0b-c501-11ea-96b3-0242ac110002,std_1594641951024_20,s6fK-ZpBw
tch_20200707-221253_21,3498595c-c501-11ea-af23-0242ac110002,std_1594641955033_21,xHn8-QvVt
tch_20200707-221253_7,34959a1c-c501-11ea-acee-0242ac110002,std_1594641955374_7,Z3Kh-aPCt
tch_20200707-221253_14,3541916e-c501-11ea-96b3-0242ac110002,std_1594641956482_14,NPfd-29zu
tch_20200707-221253_15,3641c37d-c501-11ea-96b3-0242ac110002,std_1594641958183_15,okby-R8V2
tch_20200707-221253_4,39950cb1-c501-11ea-89f8-0242ac110002,std_1594641963733_4,A2Wy-jkyL
tch_20200707-221253_22,36f33972-c501-11ea-acee-0242ac110002,std_1594641959041_22,whYR-EwKf
tch_20200707-221253_2,35fcf200-c501-11ea-96b3-0242ac110002,std_1594641957695_2,s4F3-6T3i
tch_20200707-221253_1,356d0e1b-c501-11ea-89f8-0242ac110002,std_1594641956613_1,Rbus-FZi3
tch_20200707-221253_9,3848b6c7-c501-11ea-af23-0242ac110002,std_1594641961590_9,Qcvk-9D7v
tch_20200707-221253_17,3988d873-c501-11ea-89f8-0242ac110002,std_1594641963626_17,c6Lc-zch3
tch_20200707-221253_23,39612c34-c501-11ea-af23-0242ac110002,std_1594641963048_23,KEjb-F69h
tch_20200707-221253_16,39f4e0cc-c501-11ea-af23-0242ac110002,std_1594641964369_16,6kYV-yMjz
tch_20200707-221253_24,3bbf66a3-c501-11ea-acee-0242ac110002,std_1594641967056_24,79Xr-xdP3
tch_20200707-221253_10,3b481434-c501-11ea-96b3-0242ac110002,std_1594641966611_10,L27R-3Wun
tch_20200707-221253_5,3e3bb242-c501-11ea-af23-0242ac110002,std_1594641971583_5,8rRh-JDqF
tch_20200707-221253_11,3d6d3dea-c501-11ea-acee-0242ac110002,std_1594641970177_11,BsFt-mBLZ
tch_20200707-221253_3,3c31898f-c501-11ea-96b3-0242ac110002,std_1594641968134_3,GE38-ExR4
tch_20200707-221253_18,3db2fa00-c501-11ea-acee-0242ac110002,std_1594641970663_18,YCbh-f74N
tch_20200707-221253_19,4019c0b4-c501-11ea-89f8-0242ac110002,std_1594641974693_19,qnCb-e3su
tch_20200707-221253_25,3e1e8cee-c501-11ea-89f8-0242ac110002,std_1594641971064_25,bDVW-yg6W
tch_20200707-221253_26,408c3166-c501-11ea-96b3-0242ac110002,std_1594641975072_26,V7YA-6BQg
tch_20200707-221253_12,42ce0ae0-c501-11ea-af23-0242ac110002,std_1594641979235_12,oD6F-gYB6
tch_20200707-221253_27,42e822f9-c501-11ea-96b3-0242ac110002,std_1594641979081_27,Yk3M-6myV
tch_20200707-221253_14,45a8a218-c501-11ea-af23-0242ac110002,std_1594641984052_14,NPfd-29zu
tch_20200707-221253_13,43e9b3f4-c501-11ea-89f8-0242ac110002,std_1594641981066_13,73WH-a8Px
tch_20200707-221253_6,4222d6e5-c501-11ea-acee-0242ac110002,std_1594641978092_6,tJgr-oRK2
tch_20200707-221253_8,438106fd-c501-11ea-af23-0242ac110002,std_1594641980408_8,9FUy-Z76F
tch_20200707-221253_7,459f2c6a-c501-11ea-96b3-0242ac110002,std_1594641983968_7,Z3Kh-aPCt
tch_20200707-221253_28,454c0377-c501-11ea-af23-0242ac110002,std_1594641983089_28,Gunm-XCHF
tch_20200707-221253_20,443d0450-c501-11ea-acee-0242ac110002,std_1594641981636_20,s6fK-ZpBw
tch_20200707-221253_21,45231ed0-c501-11ea-acee-0242ac110002,std_1594641983133_21,xHn8-QvVt
tch_20200707-221253_22,47603ddb-c501-11ea-96b3-0242ac110002,std_1594641986897_22,whYR-EwKf
tch_20200707-221253_15,46321d60-c501-11ea-96b3-0242ac110002,std_1594641984946_15,okby-R8V2
tch_20200707-221253_23,49555659-c501-11ea-89f8-0242ac110002,std_1594641990194_23,KEjb-F69h
tch_20200707-221253_29,47ae5d6a-c501-11ea-acee-0242ac110002,std_1594641987097_29,yMAv-mouE
tch_20200707-221253_24,49d24ef2-c501-11ea-af23-0242ac110002,std_1594641991009_24,79Xr-xdP3
tch_20200707-221253_10,4b7bb95c-c501-11ea-af23-0242ac110002,std_1594641993805_10,L27R-3Wun
tch_20200707-221253_17,49429197-c501-11ea-96b3-0242ac110002,std_1594641989639_17,c6Lc-zch3
tch_20200707-221253_11,4c43eb69-c501-11ea-acee-0242ac110002,std_1594641995112_11,BsFt-mBLZ
tch_20200707-221253_30,4a148849-c501-11ea-89f8-0242ac110002,std_1594641991105_30,JXz8-CgU2
tch_20200707-221253_31,4c7fbbd6-c501-11ea-96b3-0242ac110002,std_1594641995115_31,bnai-aUmN
tch_20200707-221253_18,4ea22645-c501-11ea-acee-0242ac110002,std_1594641999065_18,YCbh-f74N
tch_20200707-221253_32,4edb3850-c501-11ea-89f8-0242ac110002,std_1594641999120_32,sQ43-g4T4
tch_20200707-221253_19,4f4ac224-c501-11ea-acee-0242ac110002,std_1594642000169_19,qnCb-e3su
tch_20200707-221253_12,529c5e61-c501-11ea-96b3-0242ac110002,std_1594642005753_12,oD6F-gYB6
tch_20200707-221253_25,4fba9b6c-c501-11ea-acee-0242ac110002,std_1594642000918_25,bDVW-yg6W
tch_20200707-221253_33,513eca66-c501-11ea-89f8-0242ac110002,std_1594642003129_33,N3b4-sWrN
tch_20200707-221253_26,520ffcac-c501-11ea-89f8-0242ac110002,std_1594642004831_26,V7YA-6BQg
tch_20200707-221253_34,53a0d5c9-c501-11ea-acee-0242ac110002,std_1594642007136_34,e483-F8GZ
tch_20200707-221253_27,52c78cff-c501-11ea-acee-0242ac110002,std_1594642006021_27,Yk3M-6myV
tch_20200707-221253_28,550cc205-c501-11ea-acee-0242ac110002,std_1594642009824_28,Gunm-XCHF
tch_20200707-221253_15,5634ee4e-c501-11ea-89f8-0242ac110002,std_1594642011789_15,okby-R8V2
tch_20200707-221253_35,55fffc1a-c501-11ea-af23-0242ac110002,std_1594642011137_35,2abX-z4ig
tch_20200707-221253_22,5605ef3e-c501-11ea-acee-0242ac110002,std_1594642011489_22,whYR-EwKf
tch_20200707-221253_14,5397602a-c501-11ea-96b3-0242ac110002,std_1594642007399_14,NPfd-29zu
tch_20200707-221253_36,58669bb1-c501-11ea-89f8-0242ac110002,std_1594642015144_36,gVkg-27s4
tch_20200707-221253_13,5499dbee-c501-11ea-89f8-0242ac110002,std_1594642009106_13,73WH-a8Px
tch_20200707-221253_20,552af914-c501-11ea-89f8-0242ac110002,std_1594642010061_20,s6fK-ZpBw
tch_20200707-221253_29,57ae2107-c501-11ea-96b3-0242ac110002,std_1594642014212_29,yMAv-mouE
tch_20200707-221253_23,56b4cd4e-c501-11ea-af23-0242ac110002,std_1594642012612_23,KEjb-F69h
tch_20200707-221253_16,57d11256-c501-11ea-acee-0242ac110002,std_1594642014516_16,6kYV-yMjz
tch_20200707-221253_21,55cc6855-c501-11ea-acee-0242ac110002,std_1594642011091_21,xHn8-QvVt
tch_20200707-221253_24,5a77537f-c501-11ea-96b3-0242ac110002,std_1594642018812_24,79Xr-xdP3
tch_20200707-221253_17,5b33c56c-c501-11ea-96b3-0242ac110002,std_1594642020099_17,c6Lc-zch3
tch_20200707-221253_37,5ac991b8-c501-11ea-89f8-0242ac110002,std_1594642019152_37,t6Ph-bA9e
tch_20200707-221253_30,5bdd2457-c501-11ea-96b3-0242ac110002,std_1594642021227_30,JXz8-CgU2
tch_20200707-221253_31,5d57dd7c-c501-11ea-af23-0242ac110002,std_1594642023773_31,bnai-aUmN
tch_20200707-221253_39,5f901a8d-c501-11ea-89f8-0242ac110002,std_1594642027169_39,c2ko-8t4W
tch_20200707-221253_18,5da07fe4-c501-11ea-96b3-0242ac110002,std_1594642024223_18,YCbh-f74N
tch_20200707-221253_19,5fbf67a3-c501-11ea-af23-0242ac110002,std_1594642027792_19,qnCb-e3su
tch_20200707-221253_32,5daefe3c-c501-11ea-acee-0242ac110002,std_1594642024326_32,sQ43-g4T4
tch_20200707-221253_25,60930bb4-c501-11ea-af23-0242ac110002,std_1594642029161_25,bDVW-yg6W
tch_20200707-221253_38,5d2fbc0d-c501-11ea-89f8-0242ac110002,std_1594642023161_38,F3sh-6urb
tch_20200707-221253_26,61a53edf-c501-11ea-af23-0242ac110002,std_1594642030987_26,V7YA-6BQg
tch_20200707-221253_34,61daf4e3-c501-11ea-89f8-0242ac110002,std_1594642031286_34,e483-F8GZ
tch_20200707-221253_33,610d935c-c501-11ea-96b3-0242ac110002,std_1594642029989_33,N3b4-sWrN
tch_20200707-221253_40,61f9a020-c501-11ea-af23-0242ac110002,std_1594642031177_40,6qu3-qL7b
tch_20200707-221253_27,6396123d-c501-11ea-89f8-0242ac110002,std_1594642034206_27,Yk3M-6myV
tch_20200707-221253_41,645606e9-c501-11ea-96b3-0242ac110002,std_1594642035185_41,J9s4-Kx39
tch_20200707-221253_22,6546cfb9-c501-11ea-96b3-0242ac110002,std_1594642037077_22,whYR-EwKf
tch_20200707-221253_36,65969d3e-c501-11ea-89f8-0242ac110002,std_1594642037590_36,gVkg-27s4
tch_20200707-221253_35,64e28f4a-c501-11ea-af23-0242ac110002,std_1594642036424_35,2abX-z4ig
tch_20200707-221253_28,641c59f2-c501-11ea-96b3-0242ac110002,std_1594642035102_28,Gunm-XCHF
tch_20200707-221253_21,67dbf961-c501-11ea-af23-0242ac110002,std_1594642041394_21,xHn8-QvVt
tch_20200707-221253_29,662cc31c-c501-11ea-96b3-0242ac110002,std_1594642038467_29,yMAv-mouE
tch_20200707-221253_23,66502902-c501-11ea-af23-0242ac110002,std_1594642038817_23,KEjb-F69h
tch_20200707-221253_20,65ee0c16-c501-11ea-af23-0242ac110002,std_1594642038193_20,s6fK-ZpBw
tch_20200707-221253_42,66bbe40c-c501-11ea-89f8-0242ac110002,std_1594642039192_42,3e26-v2zV
tch_20200707-221253_43,691e8c05-c501-11ea-acee-0242ac110002,std_1594642043192_43,dJmY-4bgu
tch_20200707-221253_37,6b1eeff5-c501-11ea-af23-0242ac110002,std_1594642046867_37,t6Ph-bA9e
tch_20200707-221253_44,6b852b29-c501-11ea-96b3-0242ac110002,std_1594642047200_44,6Ris-7t9d
tch_20200707-221253_30,6b8a8286-c501-11ea-af23-0242ac110002,std_1594642047581_30,JXz8-CgU2
tch_20200707-221253_24,6931c521-c501-11ea-af23-0242ac110002,std_1594642043648_24,79Xr-xdP3
tch_20200707-221253_31,6bd631fe-c501-11ea-96b3-0242ac110002,std_1594642048088_31,bnai-aUmN
tch_20200707-221253_39,6d530de2-c501-11ea-96b3-0242ac110002,std_1594642050564_39,c2ko-8t4W
tch_20200707-221253_38,6ece3b9f-c501-11ea-acee-0242ac110002,std_1594642053052_38,F3sh-6urb
tch_20200707-221253_26,6f345067-c501-11ea-af23-0242ac110002,std_1594642053747_26,V7YA-6BQg
tch_20200707-221253_32,6e8154be-c501-11ea-af23-0242ac110002,std_1594642052581_32,sQ43-g4T4
tch_20200707-221253_25,6ea3f80a-c501-11ea-96b3-0242ac110002,std_1594642052777_25,bDVW-yg6W
tch_20200707-221253_40,71051951-c501-11ea-af23-0242ac110002,std_1594642056775_40,6qu3-qL7b
tch_20200707-221253_45,6de70ff2-c501-11ea-af23-0242ac110002,std_1594642051209_45,8HTA-JM8K
tch_20200707-221253_33,70ceee5b-c501-11ea-acee-0242ac110002,std_1594642056411_33,N3b4-sWrN
tch_20200707-221253_34,6fd5e7c5-c501-11ea-96b3-0242ac110002,std_1594642054768_34,e483-F8GZ
tch_20200707-221253_46,7049b8c7-c501-11ea-96b3-0242ac110002,std_1594642055216_46,7R6r-M3cn
tch_20200707-221253_27,72603c1b-c501-11ea-96b3-0242ac110002,std_1594642059061_27,Yk3M-6myV
tch_20200707-221253_41,7302be3a-c501-11ea-acee-0242ac110002,std_1594642060124_41,J9s4-Kx39
tch_20200707-221253_47,72a9a192-c501-11ea-89f8-0242ac110002,std_1594642059217_47,79f6-ZgK7
tch_20200707-221253_36,73d17fc2-c501-11ea-96b3-0242ac110002,std_1594642061470_36,gVkg-27s4
tch_20200707-221253_35,751019d2-c501-11ea-96b3-0242ac110002,std_1594642063559_35,2abX-z4ig
tch_20200707-221253_49,77750c05-c501-11ea-96b3-0242ac110002,std_1594642067233_49,aH4Q-z7A9
tch_20200707-221253_28,7588098a-c501-11ea-af23-0242ac110002,std_1594642064306_28,Gunm-XCHF
tch_20200707-221253_29,77750c02-c501-11ea-96b3-0242ac110002,std_1594642067573_29,yMAv-mouE
tch_20200707-221253_50,79d51c1d-c501-11ea-89f8-0242ac110002,std_1594642071241_50,oMpA-KgFz
tch_20200707-221253_48,7511ef1c-c501-11ea-acee-0242ac110002,std_1594642063224_48,92Mj-38zJ
tch_20200707-221253_51,7c3a0e8c-c501-11ea-af23-0242ac110002,std_1594642075248_51,fEsZ-jKbp
tch_20200707-221253_42,78b505e4-c501-11ea-acee-0242ac110002,std_1594642069677_42,3e26-v2zV
tch_20200707-221253_43,78c9ede4-c501-11ea-96b3-0242ac110002,std_1594642069815_43,dJmY-4bgu
tch_20200707-221253_37,79e28a22-c501-11ea-af23-0242ac110002,std_1594642071643_37,t6Ph-bA9e
tch_20200707-221253_44,7b39dbfb-c501-11ea-96b3-0242ac110002,std_1594642073894_44,6Ris-7t9d
tch_20200707-221253_30,7bcd1bb5-c501-11ea-96b3-0242ac110002,std_1594642074851_30,JXz8-CgU2
tch_20200707-221253_31,7bf16c87-c501-11ea-acee-0242ac110002,std_1594642075105_31,bnai-aUmN
tch_20200707-221253_32,7e1b789c-c501-11ea-89f8-0242ac110002,std_1594642078700_32,sQ43-g4T4
tch_20200707-221253_39,7cfa9f6f-c501-11ea-96b3-0242ac110002,std_1594642076835_39,c2ko-8t4W
tch_20200707-221253_38,7dd2132c-c501-11ea-89f8-0242ac110002,std_1594642078238_38,F3sh-6urb
tch_20200707-221253_33,7f5187e9-c501-11ea-af23-0242ac110002,std_1594642080776_33,N3b4-sWrN
tch_20200707-221253_45,7ead09a5-c501-11ea-acee-0242ac110002,std_1594642079687_45,8HTA-JM8K
tch_20200707-221253_41,810bba8f-c501-11ea-af23-0242ac110002,std_1594642083616_41,J9s4-Kx39
tch_20200707-221253_47,824a7bbd-c501-11ea-acee-0242ac110002,std_1594642085741_47,79f6-ZgK7
tch_20200707-221253_34,7fe42a73-c501-11ea-acee-0242ac110002,std_1594642081684_34,e483-F8GZ
tch_20200707-221253_40,7eb0b3a7-c501-11ea-96b3-0242ac110002,std_1594642079700_40,6qu3-qL7b
tch_20200707-221253_52,7ea14aa6-c501-11ea-acee-0242ac110002,std_1594642079307_52,3UHJ-94zd
tch_20200707-221253_46,7fed2abb-c501-11ea-96b3-0242ac110002,std_1594642081788_46,7R6r-M3cn
tch_20200707-221253_36,83eeb5ed-c501-11ea-acee-0242ac110002,std_1594642088438_36,gVkg-27s4
tch_20200707-221253_53,8100223d-c501-11ea-96b3-0242ac110002,std_1594642083256_53,KyoK-uenb
tch_20200707-221253_54,8366e8ec-c501-11ea-89f8-0242ac110002,std_1594642087264_54,V94s-PmEy
tch_20200707-221253_35,848be0a4-c501-11ea-89f8-0242ac110002,std_1594642089507_35,2abX-z4ig
tch_20200707-221253_55,85ccec15-c501-11ea-acee-0242ac110002,std_1594642091272_55,HriX-9sKT
tch_20200707-221253_50,8787bbb1-c501-11ea-acee-0242ac110002,std_1594642094539_50,oMpA-KgFz
tch_20200707-221253_49,85aabe85-c501-11ea-96b3-0242ac110002,std_1594642091426_49,aH4Q-z7A9
tch_20200707-221253_56,882cd4db-c501-11ea-acee-0242ac110002,std_1594642095280_56,t9Ti-Agq8
tch_20200707-221253_48,88261ed8-c501-11ea-96b3-0242ac110002,std_1594642095573_48,92Mj-38zJ
tch_20200707-221253_51,89a48136-c501-11ea-96b3-0242ac110002,std_1594642098097_51,fEsZ-jKbp
tch_20200707-221253_42,89dc3266-c501-11ea-96b3-0242ac110002,std_1594642098469_42,3e26-v2zV
tch_20200707-221253_43,8a75b3b7-c501-11ea-96b3-0242ac110002,std_1594642099437_43,dJmY-4bgu
tch_20200707-221253_39,8c907d2a-c501-11ea-89f8-0242ac110002,std_1594642102997_39,c2ko-8t4W
tch_20200707-221253_57,8a91c6e6-c501-11ea-acee-0242ac110002,std_1594642099280_57,9Cbk-tZAB
tch_20200707-221253_38,8cc8f2bd-c501-11ea-89f8-0242ac110002,std_1594642103338_38,F3sh-6urb
tch_20200707-221253_44,8b915d41-c501-11ea-89f8-0242ac110002,std_1594642101324_44,6Ris-7t9d
tch_20200707-221253_37,8ae27fb2-c501-11ea-acee-0242ac110002,std_1594642100173_37,t6Ph-bA9e
tch_20200707-221253_41,8e909382-c501-11ea-af23-0242ac110002,std_1594642106345_41,J9s4-Kx39
tch_20200707-221253_58,8cf029ea-c501-11ea-af23-0242ac110002,std_1594642103289_58,8Cgo-8ZP7
tch_20200707-221253_47,90131406-c501-11ea-89f8-0242ac110002,std_1594642108854_47,79f6-ZgK7
tch_20200707-221253_45,8d962d93-c501-11ea-89f8-0242ac110002,std_1594642104685_45,8HTA-JM8K
tch_20200707-221253_59,8f5457d2-c501-11ea-96b3-0242ac110002,std_1594642107297_59,9B7A-D9z4
tch_20200707-221253_46,914fda8a-c501-11ea-af23-0242ac110002,std_1594642110938_46,7R6r-M3cn
tch_20200707-221253_60,91bca54c-c501-11ea-acee-0242ac110002,std_1594642111304_60,fJ74-G7cg
tch_20200707-221253_40,901adca7-c501-11ea-acee-0242ac110002,std_1594642108906_40,6qu3-qL7b
tch_20200707-221253_52,907c8437-c501-11ea-acee-0242ac110002,std_1594642109567_52,3UHJ-94zd
tch_20200707-221253_61,9418be86-c501-11ea-af23-0242ac110002,std_1594642115312_61,BFUA-jXMD
tch_20200707-221253_54,93c4f94e-c501-11ea-89f8-0242ac110002,std_1594642115049_54,V94s-PmEy
tch_20200707-221253_53,92407bc8-c501-11ea-96b3-0242ac110002,std_1594642112552_53,KyoK-uenb
tch_20200707-221253_62,968578a8-c501-11ea-96b3-0242ac110002,std_1594642119321_62,8Xqh-mquK
tch_20200707-221253_49,9757e40d-c501-11ea-af23-0242ac110002,std_1594642121091_49,aH4Q-z7A9
tch_20200707-221253_55,965edd63-c501-11ea-89f8-0242ac110002,std_1594642119429_55,HriX-9sKT
tch_20200707-221253_50,97075275-c501-11ea-96b3-0242ac110002,std_1594642120519_50,oMpA-KgFz
tch_20200707-221253_56,993afbf7-c501-11ea-96b3-0242ac110002,std_1594642124247_56,t9Ti-Agq8
tch_20200707-221253_43,9abb811c-c501-11ea-96b3-0242ac110002,std_1594642126755_43,dJmY-4bgu
tch_20200707-221253_42,9a676d71-c501-11ea-89f8-0242ac110002,std_1594642126190_42,3e26-v2zV
tch_20200707-221253_63,98e3175c-c501-11ea-96b3-0242ac110002,std_1594642123328_63,XMpj-26Z7
tch_20200707-221253_64,9b48f38e-c501-11ea-96b3-0242ac110002,std_1594642127337_64,cwu8-xjhu
tch_20200707-221253_48,99a3f67e-c501-11ea-af23-0242ac110002,std_1594642124928_48,92Mj-38zJ
tch_20200707-221253_47,9da9042e-c501-11ea-af23-0242ac110002,std_1594642131661_47,79f6-ZgK7
tch_20200707-221253_45,9dd80376-c501-11ea-acee-0242ac110002,std_1594642131938_45,8HTA-JM8K
tch_20200707-221253_57,9bfcda26-c501-11ea-89f8-0242ac110002,std_1594642128862_57,9Cbk-tZAB
tch_20200707-221253_58,9d98b0a2-c501-11ea-acee-0242ac110002,std_1594642131538_58,8Cgo-8ZP7
tch_20200707-221253_51,9a52382f-c501-11ea-96b3-0242ac110002,std_1594642126034_51,fEsZ-jKbp
tch_20200707-221253_44,9c355035-c501-11ea-af23-0242ac110002,std_1594642129229_44,6Ris-7t9d
tch_20200707-221253_65,9da50bfa-c501-11ea-89f8-0242ac110002,std_1594642131337_65,X23i-2aGa
tch_20200707-221253_66,a00e9282-c501-11ea-af23-0242ac110002,std_1594642135352_66,T6bv-e6W6
tch_20200707-221253_52,a1f5efa2-c501-11ea-af23-0242ac110002,std_1594642138747_52,3UHJ-94zd
tch_20200707-221253_61,a2cb19e9-c501-11ea-89f8-0242ac110002,std_1594642140289_61,BFUA-jXMD
tch_20200707-221253_46,9ff84b94-c501-11ea-acee-0242ac110002,std_1594642135542_46,7R6r-M3cn
tch_20200707-221253_59,9fe203ae-c501-11ea-af23-0242ac110002,std_1594642135389_59,9B7A-D9z4
tch_20200707-221253_60,a00e445e-c501-11ea-af23-0242ac110002,std_1594642135704_60,fJ74-G7cg
tch_20200707-221253_67,a2749644-c501-11ea-96b3-0242ac110002,std_1594642139362_67,6NGM-E4s6
tch_20200707-221253_68,a4d0d5ab-c501-11ea-89f8-0242ac110002,std_1594642143361_68,qgTi-Rcsv
tch_20200707-221253_62,a708760c-c501-11ea-96b3-0242ac110002,std_1594642147399_62,8Xqh-mquK
tch_20200707-221253_55,a87572dd-c501-11ea-96b3-0242ac110002,std_1594642149790_55,HriX-9sKT
tch_20200707-221253_69,a7483e5a-c501-11ea-89f8-0242ac110002,std_1594642147369_69,Wq6N-DeAo
tch_20200707-221253_50,a8a891ba-c501-11ea-af23-0242ac110002,std_1594642150141_50,oMpA-KgFz
tch_20200707-221253_49,a7a24477-c501-11ea-acee-0242ac110002,std_1594642148387_49,aH4Q-z7A9
tch_20200707-221253_70,a996e8fd-c501-11ea-acee-0242ac110002,std_1594642151377_70,xuUh-64A9
tch_20200707-221253_64,ab4730a1-c501-11ea-96b3-0242ac110002,std_1594642154535_64,cwu8-xjhu
tch_20200707-221253_56,a9c59a77-c501-11ea-af23-0242ac110002,std_1594642151898_56,t9Ti-Agq8
tch_20200707-221253_63,aa7e89a5-c501-11ea-acee-0242ac110002,std_1594642153201_63,XMpj-26Z7
tch_20200707-221253_51,acd1efd0-c501-11ea-96b3-0242ac110002,std_1594642157105_51,fEsZ-jKbp
tch_20200707-221253_57,acd01afd-c501-11ea-96b3-0242ac110002,std_1594642156326_57,9Cbk-tZAB
tch_20200707-221253_72,ae6168d2-c501-11ea-acee-0242ac110002,std_1594642159401_72,dbKq-z9b7
tch_20200707-221253_48,ab9f62d4-c501-11ea-acee-0242ac110002,std_1594642155094_48,92Mj-38zJ
tch_20200707-221253_71,ac01f59a-c501-11ea-acee-0242ac110002,std_1594642155394_71,vbDw-eze6
tch_20200707-221253_61,afe9b6bc-c501-11ea-acee-0242ac110002,std_1594642162284_61,BFUA-jXMD
tch_20200707-221253_66,ae306e74-c501-11ea-acee-0242ac110002,std_1594642159405_66,T6bv-e6W6
tch_20200707-221253_58,acd2d9ad-c501-11ea-89f8-0242ac110002,std_1594642157104_58,8Cgo-8ZP7
tch_20200707-221253_59,b013d3e0-c501-11ea-96b3-0242ac110002,std_1594642162592_59,9B7A-D9z4
tch_20200707-221253_65,ad510a88-c501-11ea-acee-0242ac110002,std_1594642157949_65,X23i-2aGa
tch_20200707-221253_52,afb539db-c501-11ea-af23-0242ac110002,std_1594642161953_52,3UHJ-94zd
tch_20200707-221253_67,b29a09f3-c501-11ea-af23-0242ac110002,std_1594642166771_67,6NGM-E4s6
tch_20200707-221253_73,b0c4d4e9-c501-11ea-af23-0242ac110002,std_1594642163408_73,2Tfn-roTu
tch_20200707-221253_60,b02ba262-c501-11ea-acee-0242ac110002,std_1594642162723_60,fJ74-G7cg
