tchextid,classcode
tch_20200707-221253_72,dbKq-z9b7
tch_20200707-221253_73,2Tfn-roTu
tch_20200707-221253_74,tu4n-6BCa
tch_20200707-221253_75,v7w4-nX27
tch_20200707-221253_76,rzWM-tA3Z
tch_20200707-221253_77,wn6N-3ip9
tch_20200707-221253_78,9hVE-7sMd
tch_20200707-221253_79,CNz2-XWT9
tch_20200707-221253_80,Q3Hh-xd86
tch_20200707-221253_81,Bmh8-qrMY
tch_20200707-221253_82,p9aH-AsB2
tch_20200707-221253_83,7V7K-7Ev2
tch_20200707-221253_84,pTUV-7o7F
tch_20200707-221253_85,BXJz-uciQ
tch_20200707-221253_86,7dFq-BEFq
tch_20200707-221253_87,JhpJ-zYFo
tch_20200707-221253_88,q628-tkt6
tch_20200707-221253_89,RQLb-euRq
tch_20200707-221253_90,8wjV-nwfe
tch_20200707-221253_91,fB2p-Zv7T
tch_20200707-221253_92,zNR3-dxDM
tch_20200707-221253_93,i4o8-3YH2
tch_20200707-221253_94,Jvhm-Ji43
tch_20200707-221253_95,W4uD-LYL9
tch_20200707-221253_96,jY2W-n3v7
tch_20200707-221253_97,76f9-x4X6
tch_20200707-221253_98,ymuA-qnmx
tch_20200707-221253_99,cz83-m8sB
tch_20200707-221253_100,yHL2-yQf3
tch_20200710-155544_1,R6Ua-bHnA
tch_20200710-155544_2,Efzg-8hjE
tch_20200710-155544_3,mLQ3-4XuZ
tch_20200710-155544_4,KVt3-74BR
tch_20200710-155544_5,nGQq-U382
tch_20200710-155544_6,8xt2-u7oV
tch_20200710-155544_7,ghyT-Pp3R
tch_20200710-155544_8,QR7y-3M8B
tch_20200710-155544_9,KB7A-3YN9
tch_20200710-155544_10,wq2b-D8Hz
tch_20200710-155544_11,oAVE-ab2R
tch_20200710-155544_12,JvA6-Y2gv
tch_20200710-155544_13,CRJ6-8vtq
tch_20200710-155544_14,fZiq-w32D
tch_20200710-155544_15,qh39-oy6b
tch_20200710-155544_16,6tsm-t3iZ
tch_20200710-155544_17,2p94-f8nL
tch_20200710-155544_18,2AGV-23u6
tch_20200710-155544_19,29ik-K9yL
tch_20200710-155544_20,Tj7A-CtF8
tch_20200710-155544_21,FP37-k6K4
tch_20200710-155544_22,C9PV-eyb9
tch_20200710-155544_23,H23i-Pnja
tch_20200710-155544_24,ChNB-j86Q
tch_20200710-155544_25,ojkb-uW3b
tch_20200710-155544_26,ZQs4-zrEQ
tch_20200710-155544_27,dFvK-f84g
tch_20200710-155544_28,cNan-RX8n
tch_20200710-155544_29,34J4-7f48
tch_20200710-155544_30,Gb96-82P9
tch_20200710-155544_31,a82v-8A37
tch_20200710-155544_32,Zc9Q-n8x2
tch_20200710-155544_33,pe9D-PR2h
tch_20200710-155544_34,Er7h-KUf8
tch_20200710-155544_35,JsxD-oDtX
tch_20200710-155544_36,TPYj-bNR9
tch_20200710-155544_37,8XZR-fRTc
tch_20200710-155544_38,p9yM-js3N
tch_20200710-155544_39,dh4z-7WrR
tch_20200710-155544_40,6A2X-F3AT
tch_20200710-155544_41,h48V-8w7K
tch_20200710-155544_42,UJ98-Tc26
tch_20200710-155544_43,8Qm9-dB9t
tch_20200710-155544_44,gyxD-2Dvp
tch_20200710-155544_45,4eW7-BrG9
tch_20200710-155544_46,Q7z4-8Fk7
tch_20200710-155544_47,FKp9-g3wt
tch_20200710-155544_48,3Mzi-YNTj
tch_20200710-155544_49,3N2M-uH3Q
tch_20200710-155544_50,rP8b-67Pg
tch_20200710-155544_51,ixeT-W3z8
tch_20200710-155544_52,6iT9-nzn2
tch_20200710-155544_53,6L7D-rVd7
tch_20200710-155544_54,9feT-G62a
tch_20200710-155544_55,DrTh-6h4T
tch_20200710-155544_56,9cCv-623b
tch_20200710-155544_57,43Fq-KgV3
tch_20200710-155544_58,zKsK-EPYa
tch_20200710-155544_59,kWvi-9d7x
tch_20200710-155544_60,P8yt-k7z9
tch_20200710-155544_61,fLTi-z846
tch_20200710-155544_62,on6Q-Rq4E
tch_20200710-155544_63,236d-yUg2
tch_20200710-155544_64,29D8-yDE2
tch_20200710-155544_65,ZC7y-RM7c
tch_20200710-155544_66,48MG-Ap6W
tch_20200710-155544_67,D42R-v4yX
tch_20200710-155544_68,RTne-p8q7
tch_20200710-155544_69,6T9L-489M
tch_20200710-155544_70,6jgf-34sH
tch_20200710-155544_71,EaAU-BTJR
tch_20200710-155544_72,EkHT-F8ed
tch_20200710-155544_73,FbGn-soTe
tch_20200710-155544_74,pEkf-U9Qb
tch_20200710-155544_75,AKct-639M
tch_20200710-155544_76,s7U8-ra4b
tch_20200710-155544_77,GFK9-H8Gt
tch_20200710-155544_78,fJYp-394C
tch_20200710-155544_79,7Amo-vyCg
tch_20200710-155544_80,2zvF-s6o3
tch_20200710-155544_81,6r4G-DQLw
tch_20200710-155544_82,8vr7-XsY4
tch_20200710-155544_83,v9vB-624Y
tch_20200710-155544_84,Poe3-e9w3
tch_20200710-155544_85,uxry-73d6
tch_20200710-155544_86,G93Z-H3XG
tch_20200710-155544_87,J7T8-HE39
tch_20200710-155544_88,z6qk-EL2H
tch_20200710-155544_89,3hvG-2WyL
tch_20200710-155544_90,Dd7z-YFts
tch_20200710-155544_91,Wfs4-3G6W
tch_20200710-155544_92,9rwf-md4b
tch_20200710-155544_93,caWD-Wk6k
tch_20200710-155544_94,87PX-6rci
tch_20200710-155544_95,NQYD-peQ8
tch_20200710-155544_96,7zfu-EdC4
tch_20200710-155544_97,3V7C-6wju
tch_20200710-155544_98,7VCY-7yGZ
tch_20200710-155544_99,VvMu-4qwQ
tch_20200710-155544_100,fmWs-2P2r
tch_20200710-165305_1,2gYf-GMvt
tch_20200710-165305_2,eE9E-eZFN
tch_20200710-165305_3,pwda-CWrT
tch_20200710-165305_4,bWzo-Vadr
tch_20200710-165305_5,Pu7Z-2fpQ
tch_20200710-165305_6,Ynxd-Y42X
tch_20200710-165305_7,6Zyc-BH4Q
tch_20200710-165305_8,iUw4-zedA
tch_20200710-165305_9,w68f-bxve
tch_20200710-165305_10,Tr2m-EnYz
tch_20200710-165305_11,aXgh-Y6dh
tch_20200710-165305_12,F4a2-jXg2
tch_20200710-165305_13,8LoN-9TdN
tch_20200710-165305_14,fg6q-W3pQ
tch_20200710-165305_15,nGDW-mRxw
tch_20200710-165305_16,wCG9-J782
tch_20200710-165305_17,j8Qv-8qd6
tch_20200710-165305_18,3wv7-QFn4
tch_20200710-165305_19,6jD8-Q4g2
tch_20200710-165305_20,NZbc-AXiY
tch_20200710-165305_21,TAtJ-3rk8
tch_20200710-165305_22,qaxr-xm6D
tch_20200710-165305_23,widj-kAPy
tch_20200710-165305_24,3HVd-6XwL
tch_20200710-165305_25,g94A-sHQy
tch_20200710-165305_26,PmjU-qzp9
tch_20200710-165305_27,7LZ8-3mop
tch_20200710-165305_28,u6zE-9H6e
tch_20200710-165305_29,92ZC-4nDH
tch_20200710-165305_30,6Wh6-s74C
tch_20200710-165305_31,zkMd-3zhp
tch_20200710-165305_32,6CVC-DguK
tch_20200710-165305_33,n7Xr-v82b
tch_20200710-165305_34,V69H-nzTE
tch_20200710-165305_35,Vz6W-7wRH
tch_20200710-165305_36,TChs-ezKB
tch_20200710-165305_37,dE8N-6jyd
tch_20200710-165305_38,gy7v-7GPE
tch_20200710-165305_39,4V8u-U6es
tch_20200710-165305_40,rfZ7-TifY
tch_20200710-165305_41,h278-t8gr
tch_20200710-165305_42,LQ23-wQZY
tch_20200710-165305_43,768F-7H2o
tch_20200710-165305_44,V3GB-9NkZ
tch_20200710-165305_45,jhaP-iAb3
tch_20200710-165305_46,7j4y-9J3j
tch_20200710-165305_47,y4up-Rez6
tch_20200710-165305_48,9MBt-Ty7V
tch_20200710-165305_49,2J7z-onsB
tch_20200710-165305_50,unZ3-8FYi
tch_20200710-165305_51,Fn9B-bt2h
tch_20200710-165305_52,7UBy-vDdQ
tch_20200710-165305_53,uHxj-Ls8t
tch_20200710-165305_54,fYeE-QAQi
tch_20200710-165305_55,pumT-uF43
tch_20200710-165305_56,2wYz-Wg3K
tch_20200710-165305_57,ebfW-4dCR
tch_20200710-165305_58,3eAU-m3w8
tch_20200710-165305_59,uGoB-i9Xf
tch_20200710-165305_60,tvNc-RXiH
tch_20200710-165305_61,8Ms3-Zg37
tch_20200710-165305_62,o6sK-64Pj
tch_20200710-165305_63,AB43-mcac
tch_20200710-165305_64,v9R4-trc3
tch_20200710-165305_65,9M6R-Ae27
tch_20200710-165305_66,GfrE-v2X8
tch_20200710-165305_67,fB83-Cx7i
tch_20200710-165305_68,frC3-923J
tch_20200710-165305_69,AuJ3-syn7
tch_20200710-165305_70,VJGe-9HGv
tch_20200710-165305_71,3Myu-6wFc
tch_20200710-165305_72,XqJ3-FmKc
tch_20200710-165305_73,FcKF-Uptj
tch_20200710-165305_74,4h73-wd73
tch_20200710-165305_75,7dNR-H6m7
tch_20200710-165305_76,2627-A93L
tch_20200710-165305_77,VTvH-9Xhi
tch_20200710-165305_78,E98M-vMKi
tch_20200710-165305_79,4u3g-2Q6c
tch_20200710-165305_80,aV4j-THZz
tch_20200710-165305_81,bGfB-uTRe
tch_20200710-165305_82,cbcL-V3f4
tch_20200710-165305_83,g49z-qdwv
tch_20200710-165305_84,7F6x-RhY7
tch_20200710-165305_85,qZz9-rihD
tch_20200710-165305_86,u63e-Gi9s
tch_20200710-165305_87,fNH7-w7Zc
tch_20200710-165305_88,z6D8-2R97
tch_20200710-165305_89,m7Nu-4dmo
tch_20200710-165305_90,GV7V-4cMF
tch_20200710-165305_91,eu7U-DE26
tch_20200710-165305_92,F3EP-9xw3
tch_20200710-165305_93,NKM8-ETL8
tch_20200710-165305_94,9pW8-43Ef
tch_20200710-165305_95,BfD9-UNek
tch_20200710-165305_96,49ZV-9t8Z
tch_20200710-165305_97,M8my-Uih6
tch_20200710-165305_98,9QbZ-27yn
tch_20200710-165305_99,Q2k6-EcVf
tch_20200710-165305_100,Muaf-UM4a
tch_20200710-174302_1,o9RN-H4MW
tch_20200710-174302_2,26Q2-VUu7
tch_20200710-174302_3,zdAN-Yet2
tch_20200710-174302_4,wBqX-Tzf9
tch_20200710-174302_5,2KaZ-nBM8
tch_20200710-174302_6,MuAm-29Xu
tch_20200710-174302_7,L2tw-Ww27
tch_20200710-174302_8,dP3r-ZtjX
tch_20200710-174302_9,T3fK-Nrgm
tch_20200710-174302_10,RP2Q-6a4y
tch_20200710-174302_11,tNEb-tML9
tch_20200710-174302_12,DnU3-8Nf9
tch_20200710-174302_13,LpPD-Zc6w
tch_20200710-174302_14,z4T6-9Cvn
tch_20200710-174302_15,ZEAg-N4WK
tch_20200710-174302_16,o4ro-6mRN
tch_20200710-174302_17,vLUy-bJf3
tch_20200710-174302_18,9Lp3-yZrh
tch_20200710-174302_19,o69c-wNYh
tch_20200710-174302_20,PvFM-3EK2
tch_20200710-174302_21,86wG-U38i
tch_20200710-174302_22,2Z67-V8ti
tch_20200710-174302_23,c49J-2DTE
tch_20200710-174302_24,NxER-4bn9
tch_20200710-174302_25,ftyp-D6K8
tch_20200710-174302_26,26RG-cP6Q
tch_20200710-174302_27,HP3X-6HY2
tch_20200710-174302_28,sQnR-98cN
tch_20200710-174302_29,ZQRK-4wgY
tch_20200710-174302_30,36UX-xJgY
tch_20200710-174302_31,Lnb3-rnyQ
tch_20200710-174302_32,HNw2-6HLW
tch_20200710-174302_33,9a68-RaHj
tch_20200710-174302_34,47c2-p8Mx
tch_20200710-174302_35,9F4D-43LH
tch_20200710-174302_36,xei4-s9k2
tch_20200710-174302_37,cy3s-Uyw9
tch_20200710-174302_38,2Ey6-w8Z7
tch_20200710-174302_39,fWs9-Khat
tch_20200710-174302_40,FcVx-89wv
tch_20200710-174302_41,2MXf-4Qoc
tch_20200710-174302_42,WpZ2-Lu3H
tch_20200710-174302_43,UqE4-s34y
tch_20200710-174302_44,EckL-a4r4
tch_20200710-174302_45,JCG2-Jv49
tch_20200710-174302_46,98Nc-oTmr
tch_20200710-174302_47,sa4n-3N3Q
tch_20200710-174302_48,Loj2-8fnZ
tch_20200710-174302_49,A26D-JvTL
tch_20200710-174302_50,NVLc-PW86
tch_20200710-174302_51,REb3-ymF4
tch_20200710-174302_52,9Lb3-9sF9
tch_20200710-174302_53,F9iH-yCa9
tch_20200710-174302_54,bws6-7q72
tch_20200710-174302_55,rq8u-F943
tch_20200710-174302_56,vQkr-er7w
tch_20200710-174302_57,FJzy-EZw3
tch_20200710-174302_58,Jkt4-2ac8
tch_20200710-174302_59,6p4T-k8L6
tch_20200710-174302_60,6nq9-q9b4
tch_20200710-174302_61,3tp3-L42c
tch_20200710-174302_62,MLX3-2Nny
tch_20200710-174302_63,ys2G-2hW6
tch_20200710-174302_64,c7tA-VdFE
tch_20200710-174302_65,8RPZ-U6eJ
tch_20200710-174302_66,jtGn-JD4Z
tch_20200710-174302_67,3CJm-spTB
tch_20200710-174302_68,28ua-W4U6
tch_20200710-174302_69,64xt-nQKd
tch_20200710-174302_70,9zL6-Y7UV
tch_20200710-174302_71,mNeY-XMCX
tch_20200710-174302_72,4iYp-eCh3
tch_20200710-174302_73,D9q9-xz4X
tch_20200710-174302_74,K93E-y8LE
tch_20200710-174302_75,4oWD-3nTD
tch_20200710-174302_76,uZiz-346r
tch_20200710-174302_77,m4i8-r9FG
tch_20200710-174302_78,uMm2-Dg64
tch_20200710-174302_79,Q6Qr-nR6c
tch_20200710-174302_80,QE9h-xApg
tch_20200710-174302_81,c9oN-327b
tch_20200710-174302_82,Q9dH-9gYv
tch_20200710-174302_83,jgVW-Bs4f
tch_20200710-174302_84,p76j-wT9V
tch_20200710-174302_85,rk7c-poBW
tch_20200710-174302_86,uLYp-6DBi
tch_20200710-174302_87,3LU6-WJwK
tch_20200710-174302_88,6797-2HQi
tch_20200710-174302_89,pqRQ-d38A
tch_20200710-174302_90,rKXP-bi2j
tch_20200710-174302_91,yFwu-KR7m
tch_20200710-174302_92,iE27-X9We
tch_20200710-174302_93,G2u9-GPU7
tch_20200710-174302_94,uNDo-9rTj
tch_20200710-174302_95,E8Ag-eyqC
tch_20200710-174302_96,Vv9x-aHeg
tch_20200710-174302_97,7T43-F7vR
tch_20200710-174302_98,HjVT-GgpQ
tch_20200710-174302_99,o4o2-Ra86
tch_20200710-174302_100,yVtg-M2yb
tch_20200710-182317_1,2K36-cVMB
tch_20200710-182317_2,JEJ6-Y9w4
tch_20200710-182317_3,EC8Z-W7Jn
tch_20200710-182317_4,wag3-scTj
tch_20200710-182317_5,jKY8-qg7s
tch_20200710-182317_6,WBK2-4Yzw
tch_20200710-182317_7,fz96-TF83
tch_20200710-182317_8,q97N-2Nzh
tch_20200710-182317_9,TA3n-CA87
tch_20200710-182317_10,8uEA-cL4W
tch_20200710-182317_11,9jm6-Zg9v
tch_20200710-182317_12,G3a8-wFWH
tch_20200710-182317_13,2FEY-Zyur
tch_20200710-182317_14,P6hF-YH3d
tch_20200710-182317_15,P4dW-b4XA
tch_20200710-182317_16,pjn7-pqpC
tch_20200710-182317_17,7j2y-3ft7
tch_20200710-182317_18,BMF2-w8jk
tch_20200710-182317_19,TYBZ-hJ6X
tch_20200710-182317_20,MrFp-3793
tch_20200710-182317_21,Yxk4-6eWv
tch_20200710-182317_22,v6Pr-nGBG
tch_20200710-182317_23,Kd7r-a2kW
tch_20200710-182317_24,UzAx-q84b
tch_20200710-182317_25,4X29-6Hqr
tch_20200710-182317_26,aWJh-2DNy
tch_20200710-182317_27,DjgA-eErF
tch_20200710-182317_28,sWsK-wD8m
tch_20200710-182317_29,v4g4-NiG2
tch_20200710-182317_30,iWe6-3U3F
tch_20200710-182317_31,wJZ2-LeAc
tch_20200710-182317_32,42EG-46EW
tch_20200710-182317_33,eaW4-EDuJ
tch_20200710-182317_34,QJyo-JpV3
tch_20200710-182317_35,v8sK-k378
tch_20200710-182317_36,j4f8-HzmA
tch_20200710-182317_37,gCxM-mx69
tch_20200710-182317_38,u28d-bE6F
tch_20200710-182317_39,y3sB-Q8xG
tch_20200710-182317_40,omAz-x8kN
tch_20200710-182317_41,DX6p-PKtf
tch_20200710-182317_42,T3Qk-7ewA
tch_20200710-182317_43,Q8L3-6Ey9
tch_20200710-182317_44,eHi4-sz43
tch_20200710-182317_45,87w6-dq9A
tch_20200710-182317_46,KnX4-rLiH
tch_20200710-182317_47,drNy-JG43
tch_20200710-182317_48,7JdV-PUT3
tch_20200710-182317_49,nzL9-s2D7
tch_20200710-182317_50,d2AR-GgcP
tch_20200710-182317_51,4Ugs-ibte
tch_20200710-182317_52,g4fm-xMsT
tch_20200710-182317_53,J2YT-zjua
tch_20200710-182317_54,Y697-oBjk
tch_20200710-182317_55,djUB-vPiH
tch_20200710-182317_56,hTQX-aCjU
tch_20200710-182317_57,dDRY-D47o
tch_20200710-182317_58,8VMw-p4YM
tch_20200710-182317_59,bRf4-7k8f
tch_20200710-182317_60,EgW4-gD67
tch_20200710-182317_61,3y8L-kPZV
tch_20200710-182317_62,x9M3-XvGq
tch_20200710-182317_63,Rt6t-jfd8
tch_20200710-182317_64,Qdp2-o8jU
tch_20200710-182317_65,898c-nJ93
tch_20200710-182317_66,Ue3G-3Wp9
tch_20200710-182317_67,2Mi4-6JqA
tch_20200710-182317_68,Vmcz-j647
tch_20200710-182317_69,iQ9Q-dgH3
tch_20200710-182317_70,F68M-B2kP
tch_20200710-182317_71,aT6p-kXKB
tch_20200710-182317_72,R8UB-gP9C
tch_20200710-182317_73,7Xi9-62y6
tch_20200710-182317_74,Aif9-mD6A
tch_20200710-182317_75,tuk2-7s6p
tch_20200710-182317_76,D2NE-2oDU
tch_20200710-182317_77,2sEW-CTcH
tch_20200710-182317_78,CFmz-okhc
tch_20200710-182317_79,46Nd-AdAK
tch_20200710-182317_80,9CaT-an6W
tch_20200710-182317_81,jPH3-WYEp
tch_20200710-182317_82,FEq4-b7Z7
tch_20200710-182317_83,ZwRn-ryCR
tch_20200710-182317_84,W28j-oZyu
tch_20200710-182317_85,Y2e3-n9yR
tch_20200710-182317_86,NGay-WM28
tch_20200710-182317_87,tyr9-7FRY
tch_20200710-182317_88,sg7o-QEGe
tch_20200710-182317_89,bVLA-4s3b
tch_20200710-182317_90,mr2Y-KcfQ
tch_20200710-182317_91,uAMU-y46B
tch_20200710-182317_92,nP9y-6u9k
tch_20200710-182317_93,jJgC-hHk3
tch_20200710-182317_94,Qn98-i7ba
tch_20200710-182317_95,9Dq3-794W
tch_20200710-182317_96,bQh6-HXG2
tch_20200710-182317_97,X7e8-cMfY
tch_20200710-182317_98,NZw8-9R27
tch_20200710-182317_99,jz6z-QN9W
tch_20200710-182317_100,aFbC-Wz8Z
