tchextid,classcode
tch_20200922-160616_24,JLXQ-6E4a
tch_20200922-160616_25,2H7r-eX4M
tch_20200922-160616_26,Mr9u-7TGe
tch_20200922-160616_27,Q3iT-2Gg6
tch_20200922-160616_28,y2TM-363r
tch_20200922-160616_29,soG6-9t9t
tch_20200922-160616_30,Kxyz-H2Kw
tch_20200922-160616_31,38Vc-2we3
tch_20200922-160616_32,Dz6p-b949
tch_20200922-160616_33,M6Ea-jubi
tch_20200922-160616_34,4UeX-Nzix
tch_20200922-160616_35,caZs-97gj
tch_20200922-160616_36,zj3E-Pa3f
tch_20200922-160616_37,WJfU-VWLM
tch_20200922-160616_38,i2Nd-ukwK
tch_20200922-160616_39,H8cH-asY3
tch_20200922-160616_40,v43Q-3D34
tch_20200922-160616_41,BfFN-2rJH
tch_20200922-160616_42,nmhT-wxtT
tch_20200922-160616_43,B632-6JHk
tch_20200922-160616_44,J37h-G43Z
tch_20200922-160616_45,vXDr-Gi6F
tch_20200922-160616_46,2F2d-4JCN
tch_20200922-160616_47,jTM3-UPv6
tch_20200922-160616_48,XwYi-tDH9
tch_20200922-160616_49,iV28-pD6E
tch_20200922-160616_50,YgTw-Awm3
tch_20200922-160616_51,LJTs-yB4c
tch_20200922-160616_52,FMXW-d6NK
tch_20200922-160616_53,wArR-z9zj
tch_20200922-160616_54,MZ7u-Zf8N
tch_20200922-160616_55,4xUm-v828
tch_20200922-160616_56,76P7-8369
tch_20200922-160616_57,sjE7-ru3J
tch_20200922-160616_58,6riY-J9MJ
tch_20200922-160616_59,hdx4-Zt7m
tch_20200922-160616_60,Vupo-hzs8
tch_20200922-160616_61,u34y-KoNX
tch_20200922-160616_62,a9th-HTz3
tch_20200922-160616_63,ax6j-63BJ
tch_20200922-160616_64,TMVJ-X279
tch_20200922-160616_65,d29u-KB3g
tch_20200922-160616_66,mdu7-iGA4
tch_20200922-160616_67,MCK9-L3Ty
tch_20200922-160616_68,FY38-Mg8j
tch_20200922-160616_69,4U6X-p9R6
tch_20200922-160616_70,tUDo-Zfh6
tch_20200922-160616_71,M9M3-gBQi
tch_20200922-160616_72,7KHo-zG3Y
tch_20200922-160616_73,HxGC-GZHQ
tch_20200922-160616_74,QGo6-3noP
tch_20200922-160616_75,xR3q-y7UN
tch_20200922-160616_76,ZUL6-8Zu2
tch_20200922-160616_77,VpMP-yD6e
tch_20200922-160616_78,WMp2-3Nnt
tch_20200922-160616_79,qk8Y-GX86
tch_20200922-160616_80,FRdJ-bsYK
tch_20200922-160616_81,hxUW-dAF9
tch_20200922-160616_82,UTJ6-x3f6
tch_20200922-160616_83,hpW7-qpdC
tch_20200922-160616_84,t87v-ompR
tch_20200922-160616_85,Uay9-ne86
tch_20200922-160616_86,N437-2Ti6
tch_20200922-160616_87,TA28-Q4n8
tch_20200922-160616_88,GJP4-crng
tch_20200922-160616_89,8zZ8-aQLH
tch_20200922-160616_90,gCrB-8o7w
tch_20200922-160616_91,86gK-6jcV
tch_20200922-160616_92,3RgT-Jvjw
tch_20200922-160616_93,RCzr-8hC6
tch_20200922-160616_94,nM4Z-62RG
tch_20200922-160616_95,eU7F-sC8h
tch_20200922-160616_96,pZK4-pj8c
tch_20200922-160616_97,aFwk-2mqB
tch_20200922-160616_98,8mrB-hbXt
tch_20200922-160616_99,8GaU-6FfU
tch_20200922-160616_100,9tYt-ztVp
tch_20200922-170908_1,2n2Q-V3fi
tch_20200922-170908_2,7osU-RB4i
tch_20200922-170908_3,xW3k-o647
tch_20200922-170908_4,xtXu-tn3v
tch_20200922-170908_5,78YD-gtui
tch_20200922-170908_6,N2c8-Ra76
tch_20200922-170908_7,br62-3kEP
tch_20200922-170908_8,LhZp-oaj2
tch_20200922-170908_9,PtRk-b497
tch_20200922-170908_10,8sPT-3MEU
tch_20200922-170908_11,wcue-EBYN
tch_20200922-170908_12,CpvK-ycn7
tch_20200922-170908_13,P9aq-gf7E
tch_20200922-170908_14,N9D6-b6p3
tch_20200922-170908_15,2PXx-36x7
tch_20200922-170908_16,G7b2-HQ7f
tch_20200922-170908_17,9LTe-3423
tch_20200922-170908_18,4hFf-MnEL
tch_20200922-170908_19,KNdX-mr2t
tch_20200922-170908_20,Vmyh-XLfN
tch_20200922-170908_21,TFav-DGzU
tch_20200922-170908_22,3dL4-KZP2
tch_20200922-170908_23,BRh3-c6Ww
tch_20200922-170908_24,69Vz-WNc2
tch_20200922-170908_25,jqc8-Fj49
tch_20200922-170908_26,6yi8-L6eR
tch_20200922-170908_27,t23e-2WwU
tch_20200922-170908_28,nW9Q-J3xi
tch_20200922-170908_29,Q7h9-iTra
tch_20200922-170908_30,K8Pj-WEg6
tch_20200922-170908_31,j6Bw-72q7
tch_20200922-170908_32,YN87-DXwn
tch_20200922-170908_33,PA2Z-tLqp
tch_20200922-170908_34,43yo-9J26
tch_20200922-170908_35,7tRn-GjE8
tch_20200922-170908_36,9R9Y-kUrk
tch_20200922-170908_37,8E27-8pL8
tch_20200922-170908_38,RVQr-ucTE
tch_20200922-170908_39,3fo2-fTs7
tch_20200922-170908_40,Rigo-kD67
tch_20200922-170908_41,tc82-Cpa7
tch_20200922-170908_42,hu9w-MjB9
tch_20200922-170908_43,3EeN-3bTU
tch_20200922-170908_44,3m3R-9W7r
tch_20200922-170908_45,Jmg9-MQC8
tch_20200922-170908_46,3gz9-e47h
tch_20200922-170908_47,9828-ErC7
tch_20200922-170908_48,Wzvg-Eg2g
tch_20200922-170908_49,YcUo-Eqi8
tch_20200922-170908_50,29H7-M8s6
tch_20200922-170908_51,9b2o-Xjn2
tch_20200922-170908_52,2g6U-6rs3
tch_20200922-170908_53,PU6t-hay6
tch_20200922-170908_54,H6kW-i7ui
tch_20200922-170908_55,bw2z-oaVb
tch_20200922-170908_56,sqwD-F8ta
tch_20200922-170908_57,7pEi-Ho4H
tch_20200922-170908_58,Yi37-n73V
tch_20200922-170908_59,36gM-3g3g
tch_20200922-170908_60,E7v2-t469
tch_20200922-170908_61,pZ2r-f8gc
tch_20200922-170908_62,Vr3E-9XVw
tch_20200922-170908_63,p6e7-68qa
tch_20200922-170908_64,m9J7-2pFm
tch_20200922-170908_65,jteb-KXvN
tch_20200922-170908_66,uFWY-9bQj
tch_20200922-170908_67,Azia-sR8j
tch_20200922-170908_68,9n6M-qHVj
tch_20200922-170908_69,7FiP-7QV6
tch_20200922-170908_70,46ir-Qf7v
tch_20200922-170908_71,76wa-6H7M
tch_20200922-170908_72,74N2-6MsD
tch_20200922-170908_73,sd9T-qUct
tch_20200922-170908_74,2zBd-yjGy
tch_20200922-170908_75,BWM6-oBE6
tch_20200922-170908_76,3g9c-qhZP
tch_20200922-170908_77,gTnq-d7dM
tch_20200922-170908_78,wpG2-sJ78
tch_20200922-170908_79,ez4s-P79G
tch_20200922-170908_80,8Rx8-LXbA
tch_20200922-170908_81,U634-E4B3
tch_20200922-170908_82,K946-os2c
tch_20200922-170908_83,bC6a-Ujyq
tch_20200922-170908_84,Vhq3-enft
tch_20200922-170908_85,6a3o-m9B6
tch_20200922-170908_86,ic2J-a3B6
tch_20200922-170908_87,9rH6-vRLw
tch_20200922-170908_88,t64t-7e9V
tch_20200922-170908_89,y8fD-jG76
tch_20200922-170908_90,8J9M-6Geb
tch_20200922-170908_91,qp84-TgqW
tch_20200922-170908_92,4z49-VB76
tch_20200922-170908_93,BGeY-htAn
tch_20200922-170908_94,fuHz-79r6
tch_20200922-170908_95,2Xq9-VEzb
tch_20200922-170908_96,9Lq7-e2Ug
tch_20200922-170908_97,3Uey-Em4V
tch_20200922-170908_98,8mJw-btv4
tch_20200922-170908_99,fE7J-odjX
tch_20200922-170908_100,8s7f-qDQo
tch_20200922-182042_1,e4ya-E43R
tch_20200922-182042_2,Yf94-8uc8
tch_20200922-182042_3,n68v-2HxE
tch_20200922-182042_4,8U4D-WTnN
tch_20200922-182042_5,pZJk-uT34
tch_20200922-182042_6,982z-jo9u
tch_20200922-182042_7,3GiH-9PbB
tch_20200922-182042_8,AD7h-3n8n
tch_20200922-182042_9,37oH-nQX3
tch_20200922-182042_10,AFN7-r3vf
tch_20200922-182042_11,iJ9o-GErQ
tch_20200922-182042_12,W624-9je2
tch_20200922-182042_13,jqVv-MjXE
tch_20200922-182042_14,yXCL-DX2t
tch_20200922-182042_15,oZ3a-6xLF
tch_20200922-182042_16,H34z-t4C8
tch_20200922-182042_17,gHu4-7VZk
tch_20200922-182042_18,Jets-CzB4
tch_20200922-182042_19,tWai-o82e
tch_20200922-182042_20,d9km-HRX7
tch_20200922-182042_21,2zvZ-e3eG
tch_20200922-182042_22,e3p7-yzgD
tch_20200922-182042_23,iApq-auxe
tch_20200922-182042_24,q92s-d6R7
tch_20200922-182042_25,6bug-ftnt
tch_20200922-182042_26,orsi-KATK
tch_20200922-182042_27,6U4Z-uUhK
tch_20200922-182042_28,6uF7-zsh7
tch_20200922-182042_29,2X4c-gUY3
tch_20200922-182042_30,TLJj-46ay
tch_20200922-182042_31,PYq3-G239
tch_20200922-182042_32,MVNz-62Jp
tch_20200922-182042_33,yL7U-2UqB
tch_20200922-182042_34,3sYM-yhC2
tch_20200922-182042_35,UE3D-Vg2w
tch_20200922-182042_36,6K9A-2m47
tch_20200922-182042_37,3f68-BqNy
tch_20200922-182042_38,2rR6-YNeE
tch_20200922-182042_39,7ZpE-yP72
tch_20200922-182042_40,9J7U-vibw
tch_20200922-182042_41,9njX-3QLo
tch_20200922-182042_42,7d26-ARkf
tch_20200922-182042_43,9fi4-M8jd
tch_20200922-182042_44,2gUo-646m
tch_20200922-182042_45,Yqvy-K2z9
tch_20200922-182042_46,sAUg-z89G
tch_20200922-182042_47,smJT-wYQF
tch_20200922-182042_48,RNBA-dzVx
tch_20200922-182042_49,Zesk-nZ8B
tch_20200922-182042_50,qLJ3-9843
tch_20200922-182042_51,MXF4-WeEn
tch_20200922-182042_52,EiM7-xGK8
tch_20200922-182042_53,KW4C-tWo3
tch_20200922-182042_54,EANi-qQ8a
tch_20200922-182042_55,pyWY-8g63
tch_20200922-182042_56,k9sn-pHg3
tch_20200922-182042_57,p93d-6kfT
tch_20200922-182042_58,fR92-tw9z
tch_20200922-182042_59,nVdz-P69a
tch_20200922-182042_60,VvaU-icNE
tch_20200922-182042_61,YJ2s-7An9
tch_20200922-182042_62,QYyZ-6M8T
tch_20200922-182042_63,oH7o-e8mY
tch_20200922-182042_64,ku9N-k4jW
tch_20200922-182042_65,aHuh-Fx3R
tch_20200922-182042_66,9fk3-g9Au
tch_20200922-182042_67,GNaz-x9jf
tch_20200922-182042_68,E9ZY-Gjbx
tch_20200922-182042_69,JuP2-r3Yi
tch_20200922-182042_70,k9jw-7ty7
tch_20200922-182042_71,9eYk-XRuh
tch_20200922-182042_72,kdTd-LgfG
tch_20200922-182042_73,26Et-Yc9w
tch_20200922-182042_74,4N32-E683
tch_20200922-182042_75,Um27-AZ4t
tch_20200922-182042_76,NrPT-6bGf
tch_20200922-182042_77,yaU3-R2f7
tch_20200922-182042_78,x2by-jBhw
tch_20200922-182042_79,q2Dr-3yid
tch_20200922-182042_80,ey23-TJob
tch_20200922-182042_81,2Rs8-s4Dn
tch_20200922-182042_82,F6a2-7WQe
tch_20200922-182042_83,P98k-7HMT
tch_20200922-182042_84,2pQ8-K8Yo
tch_20200922-182042_85,LNiz-T2wR
tch_20200922-182042_86,vev8-jNc7
tch_20200922-182042_87,F89k-oXmJ
tch_20200922-182042_88,hKRz-9jxu
tch_20200922-182042_89,N2E2-Zfpq
tch_20200922-182042_90,Z296-hA6t
tch_20200922-182042_91,jC23-49qC
tch_20200922-182042_92,79at-FUPm
tch_20200922-182042_93,rGdK-3eL2
tch_20200922-182042_94,kDkX-hDkD
tch_20200922-182042_95,2tKA-z93m
tch_20200922-182042_96,K4qj-U3ge
tch_20200922-182042_97,xvLW-Jbr2
tch_20200922-182042_98,LcHm-qr36
tch_20200922-182042_99,3r2j-KUbE
tch_20200922-182042_100,Ch83-R87X
tch_20200923-125443_1,oGjr-aWP9
tch_20200923-125443_2,GQh8-aGMi
tch_20200923-125443_3,Wuhf-v6c8
tch_20200923-125443_4,8myZ-BV3T
tch_20200923-125443_5,DMKD-wcV7
tch_20200923-125443_6,ynUB-FB6x
tch_20200923-125443_7,2bB7-fonN
tch_20200923-125443_8,C76A-2i79
tch_20200923-125443_9,Uazk-YQt7
tch_20200923-125443_10,a8R4-crA3
tch_20200923-125443_11,G3W3-939t
tch_20200923-125443_12,ro6G-RtvW
tch_20200923-125443_13,424y-VM8D
tch_20200923-125443_14,U6Gh-vjdB
tch_20200923-125443_15,3V8N-m3Pn
tch_20200923-125443_16,QiUm-sRFQ
tch_20200923-125443_17,urg4-x6ko
tch_20200923-125443_18,G4ho-46sW
tch_20200923-125443_19,s74i-y8g2
tch_20200923-125443_20,r7WF-uw8c
tch_20200923-125443_21,G9Q9-gXC7
tch_20200923-125443_22,hcBH-Ucdy
tch_20200923-125443_23,sYXV-3787
tch_20200923-125443_24,Dbak-yrwH
tch_20200923-125443_25,GP2i-Prj9
tch_20200923-125443_26,N4XU-4m68
tch_20200923-125443_27,9bF9-w76V
tch_20200923-125443_28,rW9P-bwVR
tch_20200923-125443_29,Z63m-oR9x
tch_20200923-125443_30,nwts-MzK3
tch_20200923-125443_31,sLi3-Jw9s
tch_20200923-125443_32,Pq9N-Kwd4
tch_20200923-125443_33,247v-B6sW
tch_20200923-125443_34,F9i8-dP7n
tch_20200923-125443_35,JB7E-n2K6
tch_20200923-125443_36,H3Es-3Vqy
tch_20200923-125443_37,DB8A-Cc8T
tch_20200923-125443_38,rRCZ-QMQL
tch_20200923-125443_39,9xDx-E4CT
tch_20200923-125443_40,6rW6-PNyT
tch_20200923-125443_41,EVrY-uanR
tch_20200923-125443_42,htjm-7Wwn
tch_20200923-125443_43,ER6f-aJ6N
tch_20200923-125443_44,V4g9-C6RD
tch_20200923-125443_45,qt2b-wtY6
tch_20200923-125443_46,vHha-zFQa
tch_20200923-125443_47,4mte-3RfE
tch_20200923-125443_48,G8m8-EMo3
tch_20200923-125443_49,c3Rf-4Eb3
tch_20200923-125443_50,42qf-Toih
tch_20200923-125443_51,tBoc-7N8M
tch_20200923-125443_52,F8A6-URZ2
tch_20200923-125443_53,7LMW-XQcX
tch_20200923-125443_54,Ch6R-xCzf
tch_20200923-125443_55,FjoK-rb4v
tch_20200923-125443_56,i8ZH-9VQg
tch_20200923-125443_57,7JUK-dB8m
tch_20200923-125443_58,oW3c-Mo7X
tch_20200923-125443_59,6dQA-L6ah
tch_20200923-125443_60,4MET-2g24
tch_20200923-125443_61,9zCa-4tpu
tch_20200923-125443_62,kPci-ek9t
tch_20200923-125443_63,wk8Q-8o4t
tch_20200923-125443_64,sn26-7Wrw
tch_20200923-125443_65,47Wh-GsCV
tch_20200923-125443_66,fro8-f7yf
tch_20200923-125443_67,X6YR-K4q4
tch_20200923-125443_68,Z98G-92J2
tch_20200923-125443_69,6tq9-dTx3
tch_20200923-125443_70,Qt7x-8R67
tch_20200923-125443_71,dbPU-EQXx
tch_20200923-125443_72,uLgR-Pe2w
tch_20200923-125443_73,Gm7b-C8UW
tch_20200923-125443_74,wAM7-avTM
tch_20200923-125443_75,yNT4-Z7TM
tch_20200923-125443_76,AE7p-9zEU
tch_20200923-125443_77,2g7K-n9k4
tch_20200923-125443_78,6QkC-2Bze
tch_20200923-125443_79,FkAx-8QNy
tch_20200923-125443_80,q49p-jYU4
tch_20200923-125443_81,QgXB-h4xD
tch_20200923-125443_82,HFsr-wiXJ
tch_20200923-125443_83,c968-i9ri
tch_20200923-125443_84,zi3p-2TaX
tch_20200923-125443_85,THr6-Q8qD
tch_20200923-125443_86,UZ9n-4Nmg
tch_20200923-125443_87,963j-ZiWQ
tch_20200923-125443_88,PM3o-PfD8
tch_20200923-125443_89,P7Tx-ErtL
tch_20200923-125443_90,iP49-Z6JY
tch_20200923-125443_91,si6a-Z637
tch_20200923-125443_92,J6b7-ocz7
tch_20200923-125443_93,Dxf4-M937
tch_20200923-125443_94,ftCN-Azt3
tch_20200923-125443_95,J6a2-yrcV
tch_20200923-125443_96,U3KU-fwad
tch_20200923-125443_97,M9cb-7Hbn
tch_20200923-125443_98,xjN7-FTY4
tch_20200923-125443_99,9ZW9-p9F9
tch_20200923-125443_100,86z2-QZdc
