extuserid,groupid,tchextuserid
std_1616046949082_23,25d73038-40fc-4e22-922b-6bed3dd90a0f,tch_20210318-111245_23
std_1616047120655_25,9b319db0-8a0e-4133-8f4c-882441541b0a,tch_20210318-111245_25
std_1616046789058_22,4e40b7ad-5619-45b2-b55f-a8e77bfa572b,tch_20210318-111245_22
std_1616046629114_21,f609ca1b-7b60-4a68-bc4f-728a3728c0ad,tch_20210318-111245_21
std_1616046821565_24,0b868250-4a48-4e02-bec3-813ff419e7c6,tch_20210318-111245_24
std_1616046998941_26,236e12ca-45ea-433d-8263-2a9d0a05e183,tch_20210318-111245_26
std_1616046811209_23,5a01a0e8-2462-47f0-bc2c-0e24800444eb,tch_20210318-111245_23
std_1616046982871_25,f4e8a9c0-ac26-41ef-b0bc-3793acf03d8f,tch_20210318-111245_25
std_1616046650138_22,e127d54f-3c1f-488f-9ded-bf8a78eec063,tch_20210318-111245_22
std_1616047147661_27,69291f9f-ae43-4dac-817a-c3c925305941,tch_20210318-111245_27
std_1616047169206_28,e02e35eb-be77-406c-b7d8-91c3d4fd6f23,tch_20210318-111245_28
std_1616046866003_26,7344d023-b90f-4341-a77d-79743db423a0,tch_20210318-111245_26
std_1616046683451_24,dbc8203c-2038-4cb1-8277-54022b435d16,tch_20210318-111245_24
std_1616046674099_23,8c70a72c-a309-4842-b7f5-1082f848caf5,tch_20210318-111245_23
std_1616046845172_25,10a1261a-159c-43a0-ab53-498ad73c04df,tch_20210318-111245_25
std_1616047018580_27,7242489b-81ad-446f-afd6-f1547061a244,tch_20210318-111245_27
std_1616047034569_28,e3d0521e-0f8f-473e-8b4f-73fb8848eed7,tch_20210318-111245_28
std_1616046729642_26,4d7db9ec-0e9e-4d06-943b-9fa6b2299b0c,tch_20210318-111245_26
std_1616046706148_25,f08fa316-0bde-49fa-9ee4-c399b14b9d70,tch_20210318-111245_25
std_1616047194785_29,696ad688-b51e-49dd-97c0-a1f76dc36fc1,tch_20210318-111245_29
std_1616046873345_27,66ca8453-08ac-4772-a404-342b6faacb7d,tch_20210318-111245_27
std_1616047209429_30,682a767c-67bb-47ad-bd4d-b66638f5026c,tch_20210318-111245_30
std_1616046897891_28,1e7df6a9-3bc1-4da4-9838-949dd9be3ab1,tch_20210318-111245_28
std_1616047056095_29,6f3fd716-bd9b-456d-8915-9f5eee0de05a,tch_20210318-111245_29
std_1616047241334_31,89a532f2-9f21-499c-9d75-23a9838304eb,tch_20210318-111245_31
std_1616046745464_27,1903f741-c491-4385-982a-6ca0876e6f59,tch_20210318-111245_27
std_1616047075369_30,12086a1c-2718-4e01-9e42-4fcf8e915605,tch_20210318-111245_30
std_1616046763552_28,43a69d25-3494-4f82-a26b-df227f05a126,tch_20210318-111245_28
std_1616046923760_29,2c7afd46-f879-4049-9ead-8c53edbb0177,tch_20210318-111245_29
std_1616047252043_32,5ead8ba8-730e-4655-9b5e-ed87b9abe2c1,tch_20210318-111245_32
std_1616047100712_31,1660888d-9c52-41c2-a426-ce5d0a86d3de,tch_20210318-111245_31
std_1616046942726_30,e674cda5-1710-4447-b23b-7efadaca5167,tch_20210318-111245_30
std_1616046787040_29,66cf4a89-d1f2-45ac-987c-326199cfa6c0,tch_20210318-111245_29
std_1616047273862_33,e270a423-b775-4223-b4c0-a9f9b33052f9,tch_20210318-111245_33
std_1616047119512_32,8303ff52-f6ed-4b54-ad0b-3b7bb48579fb,tch_20210318-111245_32
std_1616046973567_31,6e58e340-2a2a-468b-875c-0b32d73dd712,tch_20210318-111245_31
std_1616046802144_30,8352a8bb-770b-4ad1-856c-6ed69446e1cf,tch_20210318-111245_30
std_1616047305598_34,4a635774-1379-4611-b62b-8a3bd2be240f,tch_20210318-111245_34
std_1616047135651_33,c3a0f3a8-1700-4d2a-ae61-b5e4412af20f,tch_20210318-111245_33
std_1616046986791_32,62463186-b385-403d-aa95-2d2eebce1f47,tch_20210318-111245_32
std_1616046835992_31,9f397911-5949-48df-b8f8-f022d6cc013e,tch_20210318-111245_31
std_1616047318413_35,b940e5d9-665d-48d4-be5f-2bcbc006866f,tch_20210318-111245_35
std_1616047002315_33,41de4613-fcc4-4e3b-b55d-bbfe9b832a32,tch_20210318-111245_33
std_1616047166596_34,550eb062-419e-4131-bda8-1a27b9e68d95,tch_20210318-111245_34
std_1616047336550_36,fb9ce4fb-8797-44cf-8ec3-8d29262b0784,tch_20210318-111245_36
std_1616046852640_32,4f4b6125-9b2f-4759-9f2f-5beddac73623,tch_20210318-111245_32
std_1616047182815_35,10eb8415-906c-4a47-872b-9a05d4585e85,tch_20210318-111245_35
std_1616047352545_37,f7f2a132-1fcd-4c15-ae46-8eb5de482be1,tch_20210318-111245_37
std_1616046871440_33,91af60d2-6d4a-41b8-98cc-804ceaefff87,tch_20210318-111245_33
std_1616047028770_34,5727b49c-8777-4461-958e-a506d779a7f4,tch_20210318-111245_34
std_1616047204415_36,3192f1dc-0433-47a9-ab90-0fe31cc16943,tch_20210318-111245_36
std_1616047367108_38,c0ae5cc4-af20-4fd5-8bde-4692dd835832,tch_20210318-111245_38
std_1616047046047_35,733d9519-252a-47ce-8999-2cc250851c13,tch_20210318-111245_35
std_1616047221167_37,6b027449-a300-4b43-8687-2af9a65da117,tch_20210318-111245_37
std_1616046892744_34,53670198-2d62-4d23-ac45-fed9a2d69eaa,tch_20210318-111245_34
std_1616047071858_36,7ed642ae-aa05-4bb5-adf1-837964eab657,tch_20210318-111245_36
std_1616047400000_39,c8ad38e3-1555-448f-9294-2adbfa4271bc,tch_20210318-111245_39
std_1616047235619_38,3621e2fb-d9a3-439f-8ec3-bc0fcba0f5ed,tch_20210318-111245_38
std_1616047086814_37,66a1947a-8bd1-4dab-81ec-f86aaeb730d2,tch_20210318-111245_37
std_1616046908981_35,d3709f15-b637-417d-b1c9-39dd8dea3729,tch_20210318-111245_35
std_1616047407529_40,9397cd21-5b0f-443e-bee4-64396ab2ae51,tch_20210318-111245_40
std_1616047259805_39,59ad5642-d8cd-48ba-a147-db64f7d84edf,tch_20210318-111245_39
std_1616047101988_38,0b4be97f-41cb-4cb2-b4db-163a556a8d82,tch_20210318-111245_38
std_1616046933745_36,c0397eb3-4d03-41c7-a25b-27846f8fe591,tch_20210318-111245_36
std_1616047432777_41,9179e7ee-e4bb-4d9f-8cd6-f2497b93e791,tch_20210318-111245_41
std_1616046949760_37,e50d379c-ca20-4431-8622-ca9e734964a3,tch_20210318-111245_37
std_1616047272901_40,ad3705d8-1beb-48b8-8ab5-2bc377877996,tch_20210318-111245_40
std_1616047118032_39,b460ebcc-ee81-4975-8eff-6a89c6e01df4,tch_20210318-111245_39
std_1616046970988_38,5418fcb3-aa64-40fb-9300-b9782870eb54,tch_20210318-111245_38
std_1616047452925_42,d13b6328-59fa-4f15-91ea-7bc0b4f41e93,tch_20210318-111245_42
std_1616047312571_41,8fbbf1be-1e9b-457e-83c0-835f02f3b9b7,tch_20210318-111245_41
std_1616047464109_43,05f8d9e7-f1da-460d-af33-3e35081cf10d,tch_20210318-111245_43
std_1616047272901_40,683acf0a-6a1b-4016-a493-50964e7f815c,tch_20210318-111245_40
std_1616046988724_39,39de4547-f6d5-4768-a3be-2223eac5e1ed,tch_20210318-111245_39
std_1616047321736_42,2914d359-6b43-4f8c-ab01-ff09536182ab,tch_20210318-111245_42
std_1616047172061_41,00608c53-507e-4609-9681-51130c6ef4a8,tch_20210318-111245_41
std_1616047329318_43,53410530-e3c6-4f86-997f-e40d2802ca63,tch_20210318-111245_43
std_1616047504403_45,59f78881-233f-48a8-8102-4b4e553a6586,tch_20210318-111245_45
std_1616047469718_44,604f3a63-f1aa-4b51-a0a3-68ceebc74940,tch_20210318-111245_44
std_1616047009987_40,7a30ec1c-3b77-47ac-a332-80234bef7727,tch_20210318-111245_40
std_1616047030701_41,a49bc07e-5835-4653-8073-4e678cc7c1f3,tch_20210318-111245_41
std_1616047181480_42,11110ffb-174a-40e1-bdd2-740b547c857d,tch_20210318-111245_42
std_1616047205413_43,3d6c47d0-2f73-4c36-8dc7-6f6a1d0b5809,tch_20210318-111245_43
std_1616047336397_44,d68205ad-03ff-409e-9025-5bce1c677c55,tch_20210318-111245_44
std_1616047373037_45,2e18c1c8-c7aa-437c-89dd-b1a854e256e8,tch_20210318-111245_45
std_1616047529335_46,066df720-e2b9-4826-b0c5-42331bb109bb,tch_20210318-111245_46
std_1616047567734_47,dbe09e9c-a255-424c-8835-df61f978b16a,tch_20210318-111245_47
std_1616047394662_46,73deda5b-a643-4033-8916-d1721e5452f2,tch_20210318-111245_46
std_1616047244791_45,034a3646-51fc-47d3-bff4-73b46b40d9b0,tch_20210318-111245_45
std_1616047070180_43,9494f1ce-efc3-4cd3-8b0f-ab00471e7252,tch_20210318-111245_43
std_1616047201271_44,ce2732f0-b8dc-454e-8b9f-e5fb01e0809f,tch_20210318-111245_44
std_1616047044833_42,68476f36-20d3-468e-b5e8-ee075ec91088,tch_20210318-111245_42
std_1616047108807_45,9efac25b-787d-4f63-8f15-da1cc8786411,tch_20210318-111245_45
std_1616047585396_48,173bc795-a17d-400a-8d1a-48f9b389bd17,tch_20210318-111245_48
std_1616047089679_44,3c5ec35c-83d1-4482-98bb-794a972ca944,tch_20210318-111245_44
std_1616047432413_47,15f542ac-8f9e-4d06-8bfb-23a9b3fb4956,tch_20210318-111245_47
std_1616047252794_46,ce809a34-77b6-4470-8561-500e20ff9cff,tch_20210318-111245_46
std_1616047617630_49,d09c0feb-4b5a-4147-a5eb-e5ff39b1589e,tch_20210318-111245_49
std_1616047443893_48,180b1f43-09b3-47da-a168-a8995a5350c4,tch_20210318-111245_48
std_1616047636927_50,2f92772c-5f4d-4d18-b608-afed0c54acdb,tch_20210318-111245_50
std_1616047127819_46,f548e930-a15e-4f2f-a39b-cc6833a37621,tch_20210318-111245_46
std_1616047296401_47,e0696d1c-520b-4acf-9d1c-e11b08e76d86,tch_20210318-111245_47
std_1616047465616_49,2fe25b73-b4e0-4a40-aca2-5788f6e9b3ef,tch_20210318-111245_49
std_1616047313754_48,3b1265ee-6239-4d40-b2e8-b302df8d7e0b,tch_20210318-111245_48
std_1616047482428_50,7f1cf6b6-3e11-4995-b34d-32b5b80d7440,tch_20210318-111245_50
std_1616047155310_47,e94b8b1c-88e2-441c-bd8c-7e5592d69ef8,tch_20210318-111245_47
std_1616047330559_49,f1def50c-ac06-4f79-a1f3-8022cb16507c,tch_20210318-111245_49
std_1616047175456_48,d5943e27-7457-4e92-9081-d36b7cf7114f,tch_20210318-111245_48
std_1616047346737_50,48e4ecd5-4755-4f31-9477-c00855802d93,tch_20210318-111245_50
std_1616047193961_49,8378eac7-a6df-4181-9431-23feea963530,tch_20210318-111245_49
std_1616047212718_50,87d55d88-b7fe-4b2c-ba63-c266f68987d2,tch_20210318-111245_50
