tchextid,stduserid,extuserid,groupid
tch_20201213-012833_2,b801884c-3cb4-11eb-90a7-0242ac110003,std_1607803245040_2,ffc9d2a4-a134-489e-8287-f8ee0ec0a7e2
tch_20201213-012833_4,e44b6c35-3cb4-11eb-90a7-0242ac110003,std_1607803319372_4,3704b082-7ae5-4dc7-8cbd-2bc254ca2c17
tch_20201213-012833_5,fcd96f56-3cb4-11eb-90a7-0242ac110003,std_1607803360553_5,a7b76397-36cf-43e0-99f2-c95d4c2c540e
tch_20201213-012833_3,d6c470da-3cb4-11eb-90a7-0242ac110003,std_1607803296639_3,c155d33d-d5cf-47f9-8d6b-12cf0a0d4a90
tch_20201213-012833_2,b24e0767-3cb4-11eb-90a7-0242ac110003,std_1607803235469_2,ffc9d2a4-a134-489e-8287-f8ee0ec0a7e2
tch_20201213-012833_4,df916664-3cb4-11eb-a47c-0242ac110003,std_1607803311380_4,3704b082-7ae5-4dc7-8cbd-2bc254ca2c17
tch_20201213-012833_5,f8200597-3cb4-11eb-a47c-0242ac110003,std_1607803352627_5,a7b76397-36cf-43e0-99f2-c95d4c2c540e
tch_20201213-012833_3,d1da3327-3cb4-11eb-90a7-0242ac110003,std_1607803288400_3,c155d33d-d5cf-47f9-8d6b-12cf0a0d4a90
tch_20201213-012833_2,ac9d9417-3cb4-11eb-90a7-0242ac110003,std_1607803225922_2,ffc9d2a4-a134-489e-8287-f8ee0ec0a7e2
tch_20201213-012833_4,da5279e4-3cb4-11eb-a47c-0242ac110003,std_1607803302603_4,3704b082-7ae5-4dc7-8cbd-2bc254ca2c17
tch_20201213-012833_3,ccf637b1-3cb4-11eb-90a7-0242ac110003,std_1607803280214_3,c155d33d-d5cf-47f9-8d6b-12cf0a0d4a90
tch_20201213-012833_2,a66be2c6-3cb4-11eb-a47c-0242ac110003,std_1607803215512_2,ffc9d2a4-a134-489e-8287-f8ee0ec0a7e2
tch_20201213-012833_7,454614fe-3cb5-11eb-a47c-0242ac110003,std_1607803482043_7,7bcdfb24-6b77-401e-bcd2-3a92bcd15c2d
tch_20201213-012833_4,d30a9d44-3cb4-11eb-90a7-0242ac110003,std_1607803290358_4,3704b082-7ae5-4dc7-8cbd-2bc254ca2c17
tch_20201213-012833_2,a096cfea-3cb4-11eb-a47c-0242ac110003,std_1607803205445_2,ffc9d2a4-a134-489e-8287-f8ee0ec0a7e2
tch_20201213-012833_7,3f85eaa8-3cb5-11eb-a47c-0242ac110003,std_1607803471817_7,7bcdfb24-6b77-401e-bcd2-3a92bcd15c2d
tch_20201213-012833_4,ce8a9397-3cb4-11eb-a47c-0242ac110003,std_1607803282847_4,3704b082-7ae5-4dc7-8cbd-2bc254ca2c17
tch_20201213-012833_5,f3a1d0db-3cb4-11eb-a47c-0242ac110003,std_1607803345065_5,5a1b32eb-fa58-41fc-abed-7de686af24f6
tch_20201213-012833_6,1a0a6d00-3cb5-11eb-a47c-0242ac110003,std_1607803409498_6,3e73cffc-b2c6-4331-8f1d-0b2d553d9983
tch_20201213-012833_7,3a90d734-3cb5-11eb-90a7-0242ac110003,std_1607803464081_7,7bcdfb24-6b77-401e-bcd2-3a92bcd15c2d
tch_20201213-012833_5,ee5f3a38-3cb4-11eb-a47c-0242ac110003,std_1607803336241_5,5a1b32eb-fa58-41fc-abed-7de686af24f6
tch_20201213-012833_6,15779ec0-3cb5-11eb-a47c-0242ac110003,std_1607803401832_6,3e73cffc-b2c6-4331-8f1d-0b2d553d9983
tch_20201213-012833_5,e87e19fa-3cb4-11eb-90a7-0242ac110003,std_1607803326374_5,5a1b32eb-fa58-41fc-abed-7de686af24f6
tch_20201213-012833_7,33baa88a-3cb5-11eb-90a7-0242ac110003,std_1607803452622_7,7bcdfb24-6b77-401e-bcd2-3a92bcd15c2d
tch_20201213-012833_3,c6493c39-3cb4-11eb-a47c-0242ac110003,std_1607803268960_3,367e81ec-77b6-4454-985d-3e7fc84d6593
tch_20201213-012833_6,10ac0d0b-3cb5-11eb-a47c-0242ac110003,std_1607803393794_6,3e73cffc-b2c6-4331-8f1d-0b2d553d9983
tch_20201213-012833_5,e387ce62-3cb4-11eb-a47c-0242ac110003,std_1607803318070_5,5a1b32eb-fa58-41fc-abed-7de686af24f6
tch_20201213-012833_7,2e49609c-3cb5-11eb-a47c-0242ac110003,std_1607803443479_7,7bcdfb24-6b77-401e-bcd2-3a92bcd15c2d
tch_20201213-012833_6,0ab19757-3cb5-11eb-90a7-0242ac110003,std_1607803383774_6,3e73cffc-b2c6-4331-8f1d-0b2d553d9983
tch_20201213-012833_3,bf741eb5-3cb4-11eb-a47c-0242ac110003,std_1607803257491_3,367e81ec-77b6-4454-985d-3e7fc84d6593
tch_20201213-012833_5,dd4b6e26-3cb4-11eb-a47c-0242ac110003,std_1607803307606_5,5a1b32eb-fa58-41fc-abed-7de686af24f6
tch_20201213-012833_4,c96b8a11-3cb4-11eb-90a7-0242ac110003,std_1607803274251_4,8d0daa69-fc52-4953-8ebe-e1d098310ab2
tch_20201213-012833_6,05bafe24-3cb5-11eb-90a7-0242ac110003,std_1607803375403_6,3e73cffc-b2c6-4331-8f1d-0b2d553d9983
tch_20201213-012833_3,b8e5a6ab-3cb4-11eb-a47c-0242ac110003,std_1607803246522_3,367e81ec-77b6-4454-985d-3e7fc84d6593
tch_20201213-012833_4,c430bc4b-3cb4-11eb-90a7-0242ac110003,std_1607803265446_4,8d0daa69-fc52-4953-8ebe-e1d098310ab2
tch_20201213-012833_3,b2b52d82-3cb4-11eb-90a7-0242ac110003,std_1607803236128_3,367e81ec-77b6-4454-985d-3e7fc84d6593
tch_20201213-012833_8,525b14a9-3cb5-11eb-a47c-0242ac110003,std_1607803503967_8,39c9b400-283c-49bd-9aa2-6d9be025a3be
tch_20201213-012833_4,bdddedda-3cb4-11eb-90a7-0242ac110003,std_1607803254803_4,8d0daa69-fc52-4953-8ebe-e1d098310ab2
tch_20201213-012833_3,ab65d7be-3cb4-11eb-90a7-0242ac110003,std_1607803223587_3,367e81ec-77b6-4454-985d-3e7fc84d6593
tch_20201213-012833_7,29887d41-3cb5-11eb-a47c-0242ac110003,std_1607803435509_7,d25e8ab1-8684-43b5-a9a8-4c5a2febbe02
tch_20201213-012833_8,4d4cad90-3cb5-11eb-a47c-0242ac110003,std_1607803495535_8,39c9b400-283c-49bd-9aa2-6d9be025a3be
tch_20201213-012833_4,b6b99ef7-3cb4-11eb-a47c-0242ac110003,std_1607803242862_4,8d0daa69-fc52-4953-8ebe-e1d098310ab2
tch_20201213-012833_8,47ef1572-3cb5-11eb-90a7-0242ac110003,std_1607803486476_8,39c9b400-283c-49bd-9aa2-6d9be025a3be
tch_20201213-012833_7,23aa9146-3cb5-11eb-90a7-0242ac110003,std_1607803425060_7,d25e8ab1-8684-43b5-a9a8-4c5a2febbe02
tch_20201213-012833_5,d6649db3-3cb4-11eb-a47c-0242ac110003,std_1607803296009_5,7fae5a29-6797-4fe2-b781-3b7de5691a70
tch_20201213-012833_6,00a2ac62-3cb5-11eb-a47c-0242ac110003,std_1607803366886_6,d3de1dbd-1704-407d-9c0f-01be5812bf56
tch_20201213-012833_4,b09979c3-3cb4-11eb-a47c-0242ac110003,std_1607803232308_4,8d0daa69-fc52-4953-8ebe-e1d098310ab2
tch_20201213-012833_7,1ccb1411-3cb5-11eb-a47c-0242ac110003,std_1607803414156_7,d25e8ab1-8684-43b5-a9a8-4c5a2febbe02
tch_20201213-012833_8,42985a8c-3cb5-11eb-a47c-0242ac110003,std_1607803477570_8,39c9b400-283c-49bd-9aa2-6d9be025a3be
tch_20201213-012833_5,d1ac1ea9-3cb4-11eb-90a7-0242ac110003,std_1607803288104_5,7fae5a29-6797-4fe2-b781-3b7de5691a70
tch_20201213-012833_6,fb06d240-3cb4-11eb-a47c-0242ac110003,std_1607803357466_6,d3de1dbd-1704-407d-9c0f-01be5812bf56
tch_20201213-012833_7,17ab958a-3cb5-11eb-a47c-0242ac110003,std_1607803405560_7,d25e8ab1-8684-43b5-a9a8-4c5a2febbe02
tch_20201213-012833_8,3c0a587e-3cb5-11eb-90a7-0242ac110003,std_1607803466565_8,39c9b400-283c-49bd-9aa2-6d9be025a3be
tch_20201213-012833_5,ca5c79ce-3cb4-11eb-90a7-0242ac110003,std_1607803275834_5,7fae5a29-6797-4fe2-b781-3b7de5691a70
tch_20201213-012833_6,f537651d-3cb4-11eb-90a7-0242ac110003,std_1607803347750_6,d3de1dbd-1704-407d-9c0f-01be5812bf56
tch_20201213-012833_7,1188ff99-3cb5-11eb-90a7-0242ac110003,std_1607803395204_7,d25e8ab1-8684-43b5-a9a8-4c5a2febbe02
tch_20201213-012833_5,c4d0cc69-3cb4-11eb-a47c-0242ac110003,std_1607803266459_5,7fae5a29-6797-4fe2-b781-3b7de5691a70
tch_20201213-012833_6,ee19a5a2-3cb4-11eb-a47c-0242ac110003,std_1607803335801_6,d3de1dbd-1704-407d-9c0f-01be5812bf56
tch_20201213-012833_5,be235aff-3cb4-11eb-90a7-0242ac110003,std_1607803255059_5,7fae5a29-6797-4fe2-b781-3b7de5691a70
tch_20201213-012833_9,60a6c072-3cb5-11eb-a47c-0242ac110003,std_1607803527985_9,767da05a-a8f9-4a19-8fd6-3d5b5125ebe5
tch_20201213-012833_6,e9a2ea01-3cb4-11eb-90a7-0242ac110003,std_1607803328294_6,d3de1dbd-1704-407d-9c0f-01be5812bf56
tch_20201213-012833_9,59d488d9-3cb5-11eb-a47c-0242ac110003,std_1607803516484_9,767da05a-a8f9-4a19-8fd6-3d5b5125ebe5
tch_20201213-012833_8,3553719e-3cb5-11eb-90a7-0242ac110003,std_1607803455307_8,7a695a71-f7cd-4b55-89a1-0592d559fbae
tch_20201213-012833_9,53fda1fa-3cb5-11eb-a47c-0242ac110003,std_1607803506748_9,767da05a-a8f9-4a19-8fd6-3d5b5125ebe5
tch_20201213-012833_8,2f8c19d0-3cb5-11eb-90a7-0242ac110003,std_1607803445573_8,7a695a71-f7cd-4b55-89a1-0592d559fbae
tch_20201213-012833_7,0a849403-3cb5-11eb-a47c-0242ac110003,std_1607803383485_7,92e30872-9854-49d3-b2f1-6dc82647dfcc
tch_20201213-012833_9,4f231bb5-3cb5-11eb-a47c-0242ac110003,std_1607803498569_9,767da05a-a8f9-4a19-8fd6-3d5b5125ebe5
tch_20201213-012833_8,2848aa9c-3cb5-11eb-a47c-0242ac110003,std_1607803433419_8,7a695a71-f7cd-4b55-89a1-0592d559fbae
tch_20201213-012833_6,e27b8e83-3cb4-11eb-90a7-0242ac110003,std_1607803316303_6,1c48702c-c5a0-4f3b-a866-5bb123e3a9fe
tch_20201213-012833_7,05974997-3cb5-11eb-a47c-0242ac110003,std_1607803375178_7,92e30872-9854-49d3-b2f1-6dc82647dfcc
tch_20201213-012833_9,49ccaee6-3cb5-11eb-90a7-0242ac110003,std_1607803489652_9,767da05a-a8f9-4a19-8fd6-3d5b5125ebe5
tch_20201213-012833_8,2241b285-3cb5-11eb-a47c-0242ac110003,std_1607803423296_8,7a695a71-f7cd-4b55-89a1-0592d559fbae
tch_20201213-012833_6,db6e7137-3cb4-11eb-a47c-0242ac110003,std_1607803304425_6,1c48702c-c5a0-4f3b-a866-5bb123e3a9fe
tch_20201213-012833_10,6967cf15-3cb5-11eb-90a7-0242ac110003,std_1607803542675_10,3f1f411f-ca88-46d8-9be1-3d0161c874a7
tch_20201213-012833_7,ff20a06f-3cb4-11eb-a47c-0242ac110003,std_1607803364381_7,92e30872-9854-49d3-b2f1-6dc82647dfcc
tch_20201213-012833_8,1bfeea51-3cb5-11eb-90a7-0242ac110003,std_1607803412813_8,7a695a71-f7cd-4b55-89a1-0592d559fbae
tch_20201213-012833_6,d67bf637-3cb4-11eb-90a7-0242ac110003,std_1607803296185_6,1c48702c-c5a0-4f3b-a866-5bb123e3a9fe
tch_20201213-012833_10,647d6a6b-3cb5-11eb-a47c-0242ac110003,std_1607803534435_10,3f1f411f-ca88-46d8-9be1-3d0161c874a7
tch_20201213-012833_7,fa81c3da-3cb4-11eb-90a7-0242ac110003,std_1607803356580_7,92e30872-9854-49d3-b2f1-6dc82647dfcc
tch_20201213-012833_6,d1155cfa-3cb4-11eb-a47c-0242ac110003,std_1607803287018_6,1c48702c-c5a0-4f3b-a866-5bb123e3a9fe
tch_20201213-012833_10,5f292132-3cb5-11eb-a47c-0242ac110003,std_1607803525481_10,3f1f411f-ca88-46d8-9be1-3d0161c874a7
tch_20201213-012833_7,f4f1f78a-3cb4-11eb-a47c-0242ac110003,std_1607803347295_7,92e30872-9854-49d3-b2f1-6dc82647dfcc
tch_20201213-012833_9,43209d66-3cb5-11eb-90a7-0242ac110003,std_1607803478438_9,fac5e500-0277-41ed-8ca5-de0684d2bd8c
tch_20201213-012833_6,caa346a3-3cb4-11eb-90a7-0242ac110003,std_1607803275994_6,1c48702c-c5a0-4f3b-a866-5bb123e3a9fe
tch_20201213-012833_10,59a33f6a-3cb5-11eb-90a7-0242ac110003,std_1607803516212_10,3f1f411f-ca88-46d8-9be1-3d0161c874a7
tch_20201213-012833_9,3c2978b3-3cb5-11eb-90a7-0242ac110003,std_1607803466774_9,fac5e500-0277-41ed-8ca5-de0684d2bd8c
tch_20201213-012833_10,52c34d28-3cb5-11eb-90a7-0242ac110003,std_1607803504679_10,3f1f411f-ca88-46d8-9be1-3d0161c874a7
tch_20201213-012833_8,154d80c8-3cb5-11eb-a47c-0242ac110003,std_1607803401590_8,96d2e7bf-18b7-4f35-9b0d-ed904b440f80
tch_20201213-012833_9,35f8159d-3cb5-11eb-a47c-0242ac110003,std_1607803456390_9,fac5e500-0277-41ed-8ca5-de0684d2bd8c
tch_20201213-012833_9,2eb31fc8-3cb5-11eb-a47c-0242ac110003,std_1607803444187_9,fac5e500-0277-41ed-8ca5-de0684d2bd8c
tch_20201213-012833_8,0eb8ef0a-3cb5-11eb-90a7-0242ac110003,std_1607803389917_8,96d2e7bf-18b7-4f35-9b0d-ed904b440f80
tch_20201213-012833_7,ee3395b1-3cb4-11eb-a47c-0242ac110003,std_1607803335972_7,25e39116-c70b-4e53-bb1c-7b97c7493a39
tch_20201213-012833_9,289829ec-3cb5-11eb-a47c-0242ac110003,std_1607803433933_9,fac5e500-0277-41ed-8ca5-de0684d2bd8c
tch_20201213-012833_8,0814a5dd-3cb5-11eb-90a7-0242ac110003,std_1607803379396_8,96d2e7bf-18b7-4f35-9b0d-ed904b440f80
tch_20201213-012833_7,e857310a-3cb4-11eb-a47c-0242ac110003,std_1607803326119_7,25e39116-c70b-4e53-bb1c-7b97c7493a39
tch_20201213-012833_8,02590e3d-3cb5-11eb-a47c-0242ac110003,std_1607803369777_8,96d2e7bf-18b7-4f35-9b0d-ed904b440f80
tch_20201213-012833_10,4bee7d50-3cb5-11eb-90a7-0242ac110003,std_1607803493218_10,3f7b8a80-54a8-4ab3-9fdb-8ca0debc2e91
tch_20201213-012833_7,e167ad66-3cb4-11eb-90a7-0242ac110003,std_1607803314514_7,25e39116-c70b-4e53-bb1c-7b97c7493a39
tch_20201213-012833_8,fd474c7e-3cb4-11eb-90a7-0242ac110003,std_1607803361272_8,96d2e7bf-18b7-4f35-9b0d-ed904b440f80
tch_20201213-012833_7,dcb60c77-3cb4-11eb-a47c-0242ac110003,std_1607803306651_7,25e39116-c70b-4e53-bb1c-7b97c7493a39
tch_20201213-012833_10,46e630c7-3cb5-11eb-a47c-0242ac110003,std_1607803484782_10,3f7b8a80-54a8-4ab3-9fdb-8ca0debc2e91
tch_20201213-012833_9,2213c518-3cb5-11eb-a47c-0242ac110003,std_1607803423009_9,58f49f5a-d643-43fa-9211-91d29092674d
tch_20201213-012833_7,d5c85db4-3cb4-11eb-90a7-0242ac110003,std_1607803294730_7,25e39116-c70b-4e53-bb1c-7b97c7493a39
tch_20201213-012833_11,7c1db193-3cb5-11eb-a47c-0242ac110003,std_1607803574050_11,7475df56-537b-4730-8485-786bf8cee574
tch_20201213-012833_10,41f89863-3cb5-11eb-90a7-0242ac110003,std_1607803476452_10,3f7b8a80-54a8-4ab3-9fdb-8ca0debc2e91
tch_20201213-012833_12,7e5d8fc1-3cb5-11eb-90a7-0242ac110003,std_1607803577829_12,f160b513-1af8-4e55-8390-2e8591b9a8b5
tch_20201213-012833_11,7734379e-3cb5-11eb-a47c-0242ac110003,std_1607803565843_11,7475df56-537b-4730-8485-786bf8cee574
tch_20201213-012833_9,1dac2472-3cb5-11eb-a47c-0242ac110003,std_1607803415609_9,58f49f5a-d643-43fa-9211-91d29092674d
tch_20201213-012833_10,3af2cdb7-3cb5-11eb-a47c-0242ac110003,std_1607803464748_10,3f7b8a80-54a8-4ab3-9fdb-8ca0debc2e91
tch_20201213-012833_12,798f8cf2-3cb5-11eb-a47c-0242ac110003,std_1607803569797_12,f160b513-1af8-4e55-8390-2e8591b9a8b5
tch_20201213-012833_11,70b9e51d-3cb5-11eb-a47c-0242ac110003,std_1607803554958_11,7475df56-537b-4730-8485-786bf8cee574
tch_20201213-012833_9,191ba059-3cb5-11eb-a47c-0242ac110003,std_1607803407966_9,58f49f5a-d643-43fa-9211-91d29092674d
tch_20201213-012833_10,339e6e7f-3cb5-11eb-90a7-0242ac110003,std_1607803452413_10,3f7b8a80-54a8-4ab3-9fdb-8ca0debc2e91
