stdextid,grpid,tchextid
std_1607886213082_99,ac8c5817-66f7-4fc6-9e1e-141d440cef15,tch_20201213-235944_99
std_1607886229539_100,3459b436-63c4-4208-8657-7e05434f144f,tch_20201213-235944_100
std_1607929926415_1,0f16e6f0-9b87-466a-9991-4110fd48279e,tch_20201214-123839_1
std_1607929953481_2,403c04d3-1770-4bb2-b5fe-12d6c6d934b4,tch_20201214-123839_2
std_1607929872565_1,a400b683-7292-49f0-96c3-90f143ba88e1,tch_20201214-123839_1
std_1607929966016_3,e4fabdaf-3685-49a0-9a41-56e4db0c5c24,tch_20201214-123839_3
std_1607929906394_2,67410125-a0d1-4175-a8e3-dae604b31729,tch_20201214-123839_2
std_1607929825894_1,545d1332-b8de-41ca-8027-df8ecef0920e,tch_20201214-123839_1
std_1607929987125_4,f0b691fe-1a8f-49d1-bde4-02c9effc8755,tch_20201214-123839_4
std_1607929915574_3,72fd6e9a-37db-41c7-9f95-17e13729a696,tch_20201214-123839_3
std_1607929854426_2,b51849b1-4baf-443e-8f9d-240d47978646,tch_20201214-123839_2
std_1607929774815_1,ce60e23b-04d7-4a08-a1dc-bd2e89faf570,tch_20201214-123839_1
std_1607929933481_4,5bd12675-039d-4c5d-9aa1-fecb9b0f7fb2,tch_20201214-123839_4
std_1607929863009_3,575797aa-5f9c-4997-b321-f3439a26f72b,tch_20201214-123839_3
std_1607930015471_5,cc993cd5-46f9-45ab-86da-84a75197d987,tch_20201214-123839_5
std_1607929800209_2,b9fcc871-752c-4733-9b46-e1183821fbd1,tch_20201214-123839_2
std_1607929882618_4,a73a6da4-eca0-4b87-b79a-ff719afffe53,tch_20201214-123839_4
std_1607930038591_6,7558d08c-fd22-456e-af4d-df753fb9c16b,tch_20201214-123839_6
std_1607929813098_3,9a48e6c5-b311-403e-ae1f-3f9e101983de,tch_20201214-123839_3
std_1607929962714_5,4b22ecc0-3e2d-48a9-aa57-4205038dd773,tch_20201214-123839_5
std_1607930049439_7,bb7089e3-774b-40cf-874e-8ce6b4cb92d3,tch_20201214-123839_7
std_1607930065600_8,a61c0a5f-c38c-4461-85c6-7dc8659a160c,tch_20201214-123839_8
std_1607929833494_4,1fe191dc-1caa-4ab1-841b-dc6e71fb70d4,tch_20201214-123839_4
std_1607929988473_6,8afa30bf-b697-449a-9678-063aa5931f94,tch_20201214-123839_6
std_1607930001940_7,184c3ea0-28ac-4982-8d7a-bf475cb60d3f,tch_20201214-123839_7
std_1607929909598_5,f65d098c-a258-45f4-94c8-61cad747bbdb,tch_20201214-123839_5
std_1607930014669_8,277ade63-4daf-4157-a4b7-2d6650f5f1d2,tch_20201214-123839_8
std_1607930089910_9,6ba1b4d0-189a-450c-a5c7-eddb6089c1f3,tch_20201214-123839_9
std_1607929937595_6,d36113d7-1e71-4fc9-84a7-0abee194c0ed,tch_20201214-123839_6
std_1607930110858_10,7c55a469-267a-43ce-8902-de34248c2803,tch_20201214-123839_10
std_1607929946770_7,b984c5a7-806e-4505-8b56-a4d1e9361b58,tch_20201214-123839_7
std_1607929855067_5,8fa9a156-2450-419f-927d-deb87e14eda0,tch_20201214-123839_5
std_1607929968475_8,97378205-07ac-4b6e-b90b-082eb6dc5d05,tch_20201214-123839_8
std_1607930037234_9,71010f49-d6eb-4dba-b667-08fb8d34e409,tch_20201214-123839_9
std_1607929881267_6,34a456cc-aa9e-46a1-a4c0-b972eb9e2b45,tch_20201214-123839_6
std_1607930054716_10,2243d7f7-3b6c-47c5-9bfe-6bf1745e02a3,tch_20201214-123839_10
std_1607930135947_11,44150528-ba78-4e31-9c7e-50e9ad891838,tch_20201214-123839_11
std_1607930160407_12,6502f392-30c9-43bf-99a1-88b571e1aa9a,tch_20201214-123839_12
std_1607929896435_7,dfd75240-dfee-4db5-9444-8c9f33844272,tch_20201214-123839_7
std_1607929915102_8,1ba63da4-e4eb-4d23-8f58-ab982d56aaeb,tch_20201214-123839_8
std_1607929989040_9,de9b1053-abf4-4579-acb4-1355409dec08,tch_20201214-123839_9
std_1607930007197_10,d195f8cc-0420-489b-b432-c4cf1817fb31,tch_20201214-123839_10
std_1607930071564_11,8e80d82b-1a13-4428-9155-185bf7eef51b,tch_20201214-123839_11
std_1607930187234_13,f0e427dd-1288-455f-87ea-0d467085b878,tch_20201214-123839_13
std_1607929938191_9,d23fc999-99f8-4f5c-865b-31fa17ce8683,tch_20201214-123839_9
std_1607930097792_12,0193c31f-5206-4dd0-8c2a-84586e3a3be6,tch_20201214-123839_12
std_1607929959592_10,f4ec63b4-2f34-4d3b-bc14-7b9650701178,tch_20201214-123839_10
std_1607930124550_13,3218532c-4723-49c6-8e89-de27dc5a475f,tch_20201214-123839_13
std_1607930020604_11,629d5d11-25a6-4768-addd-3120d53469d3,tch_20201214-123839_11
std_1607930041664_12,9e3319f3-f202-440c-8c7d-98f5085ebbc7,tch_20201214-123839_12
std_1607930246413_15,0f4966c4-0764-4cd0-b3d2-2d94eafdaa19,tch_20201214-123839_15
std_1607930241866_14,9fd1574e-0690-4d9c-bdde-594e3a115c64,tch_20201214-123839_14
std_1607930068527_13,d7620d2c-2215-4d3d-af3a-5175547df4b6,tch_20201214-123839_13
std_1607929968990_11,de7da514-089e-4d90-b5c7-622a830a58ae,tch_20201214-123839_11
std_1607929996178_12,833bfae2-8e13-4783-ac0e-70c54a357be6,tch_20201214-123839_12
std_1607930169747_15,b20f28dc-0c13-4177-af3d-e65eb3c9092d,tch_20201214-123839_15
std_1607930167564_14,fa4e9ada-8af8-469f-a0e7-b671c5f135c7,tch_20201214-123839_14
std_1607930271147_16,8be3f624-9df2-426b-8830-bf18c4247737,tch_20201214-123839_16
std_1607930019837_13,97ec06d2-8f5a-4a7c-801b-0c44ff7d5f8b,tch_20201214-123839_13
std_1607930115705_15,c211ff20-4266-4836-991d-6126d27703e9,tch_20201214-123839_15
std_1607930098881_14,cb579191-86e9-4e76-a37f-1ba529832267,tch_20201214-123839_14
std_1607930298613_17,a9a5ae75-0ca7-4b7d-a6f9-7175e8d85358,tch_20201214-123839_17
std_1607930208588_16,78c2a0ef-7991-47db-9833-4afdf3233760,tch_20201214-123839_16
std_1607930306387_18,dc0cedb9-9591-4236-b56e-94db0bed9cef,tch_20201214-123839_18
std_1607930053725_15,566df848-488c-41a9-b154-c1dff02b1be8,tch_20201214-123839_15
std_1607930042718_14,4cbc1f29-0370-4828-abf8-a7447357c0e8,tch_20201214-123839_14
std_1607930242733_17,45f15dbc-68c6-4b06-a7bf-99e25a6b58f6,tch_20201214-123839_17
std_1607930329312_19,ee49748d-1e90-45ab-bf04-f9720ea887fa,tch_20201214-123839_19
std_1607930137931_16,28dc6663-3cf1-4567-85e7-fc70bec53126,tch_20201214-123839_16
std_1607930260770_18,3b54934b-d968-4c8a-9525-45e7e76c3aba,tch_20201214-123839_18
std_1607930349807_20,85777728-31a3-43db-b55a-4e5e0157398a,tch_20201214-123839_20
std_1607930281228_19,6598b12f-0788-4c30-afff-10d852982523,tch_20201214-123839_19
std_1607930171543_17,49c41ec9-b5e3-411d-85fe-112f290e4fe6,tch_20201214-123839_17
std_1607930077150_16,ca8285d5-e623-4e26-ac41-0096529fbc99,tch_20201214-123839_16
std_1607930362455_21,87241186-abff-4f36-b771-97db267563f8,tch_20201214-123839_21
std_1607930187798_18,8ff9e1a0-7837-4427-bf16-3f367d4f9939,tch_20201214-123839_18
std_1607930374032_22,2e5d22f9-2c7c-4b52-beff-3bf53c0b67a8,tch_20201214-123839_22
std_1607930302164_20,4bb56030-f830-4acb-943e-9c638243eaee,tch_20201214-123839_20
std_1607930379549_23,53be5c93-d10e-4477-b34f-41974e5dec67,tch_20201214-123839_23
std_1607930226328_19,0b678550-c74d-4415-bd31-0bafe7313b2c,tch_20201214-123839_19
std_1607930109364_17,da0bcf61-91ea-4afb-9fea-ae5490b20341,tch_20201214-123839_17
std_1607930124757_18,499b67bc-ca41-47ed-a234-8528e485eab1,tch_20201214-123839_18
std_1607930310789_21,27d54cb0-9620-4645-9240-f39fccfec5b8,tch_20201214-123839_21
std_1607930406742_24,c24b7721-0bfd-4e0c-b2d9-8a334a326230,tch_20201214-123839_24
std_1607930249550_20,12b4d78b-c81b-47b5-80e4-f3ed8f246fa4,tch_20201214-123839_20
std_1607930326995_22,a9a70655-84e5-44a8-ae58-d3e1f1b99432,tch_20201214-123839_22
std_1607930156481_19,a0f681f5-1d53-44a4-b793-e9a3778eaf44,tch_20201214-123839_19
