col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
tch_20200625-194535_5,fc7e83a1-b6ef-11ea-94cc-0242ac110002,std_1593095258740_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_1,fc93e0bc-b6ef-11ea-94cc-0242ac110002,std_1593095258892_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_4,045a62fa-b6f0-11ea-840b-0242ac110002,std_1593095271952_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_3,089cc78a-b6f0-11ea-840b-0242ac110002,std_1593095279092_3,class_20200625-194535_3,U39p-36iK,7d610ba9-8112-4a03-a56a-ac1422c3e043,6779b186-5c51-43ee-b36a-e4a9a7cf191d,8eb5e236-d662-4c6a-9bcb-c1e78e0f72b2,b883c69a-d58b-450c-9af4-f363e408bd4b,fc773934-9eec-4ee5-818e-aad4c7134405
tch_20200625-194535_5,0d5ebbe6-b6f0-11ea-840b-0242ac110002,std_1593095287062_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_1,0e995f74-b6f0-11ea-840b-0242ac110002,std_1593095289163_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_6,0d8dbba5-b6f0-11ea-94cc-0242ac110002,std_1593095287377_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_2,1004fd57-b6f0-11ea-94cc-0242ac110002,std_1593095291518_2,class_20200625-194535_2,PVoH-PxvC,37575317-1254-457c-9acc-34049496d4c0,45232b05-2314-4119-8c48-83fa8b62fe50,21c99e63-cb5c-45c8-8614-f68b4806d017,d6034b99-603e-4575-ad9c-8946e749588c,11cd63a6-2869-441a-be74-7d3f27d71359
tch_20200625-194535_7,1587aa64-b6f0-11ea-840b-0242ac110002,std_1593095300790_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_4,14e66124-b6f0-11ea-94cc-0242ac110002,std_1593095299729_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_1,1d5a12b6-b6f0-11ea-840b-0242ac110002,std_1593095313869_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_5,1b8cf44e-b6f0-11ea-94cc-0242ac110002,std_1593095310857_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_6,1f85a577-b6f0-11ea-840b-0242ac110002,std_1593095317539_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_2,2183bfda-b6f0-11ea-94cc-0242ac110002,std_1593095320848_2,class_20200625-194535_2,PVoH-PxvC,37575317-1254-457c-9acc-34049496d4c0,45232b05-2314-4119-8c48-83fa8b62fe50,21c99e63-cb5c-45c8-8614-f68b4806d017,d6034b99-603e-4575-ad9c-8946e749588c,11cd63a6-2869-441a-be74-7d3f27d71359
tch_20200625-194535_4,24deaa14-b6f0-11ea-94cc-0242ac110002,std_1593095326531_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_7,2458d87f-b6f0-11ea-840b-0242ac110002,std_1593095325657_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_3,26944a37-b6f0-11ea-840b-0242ac110002,std_1593095329392_3,class_20200625-194535_3,U39p-36iK,7d610ba9-8112-4a03-a56a-ac1422c3e043,6779b186-5c51-43ee-b36a-e4a9a7cf191d,8eb5e236-d662-4c6a-9bcb-c1e78e0f72b2,b883c69a-d58b-450c-9af4-f363e408bd4b,fc773934-9eec-4ee5-818e-aad4c7134405
tch_20200625-194535_1,2c8c2682-b6f0-11ea-840b-0242ac110002,std_1593095339406_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_5,2d7f3992-b6f0-11ea-94cc-0242ac110002,std_1593095340987_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_6,2eec5def-b6f0-11ea-840b-0242ac110002,std_1593095343355_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_2,3144f353-b6f0-11ea-840b-0242ac110002,std_1593095347329_2,class_20200625-194535_2,PVoH-PxvC,37575317-1254-457c-9acc-34049496d4c0,45232b05-2314-4119-8c48-83fa8b62fe50,21c99e63-cb5c-45c8-8614-f68b4806d017,d6034b99-603e-4575-ad9c-8946e749588c,11cd63a6-2869-441a-be74-7d3f27d71359
tch_20200625-194535_7,34626048-b6f0-11ea-94cc-0242ac110002,std_1593095352510_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_3,378635bf-b6f0-11ea-94cc-0242ac110002,std_1593095357813_3,class_20200625-194535_3,U39p-36iK,7d610ba9-8112-4a03-a56a-ac1422c3e043,6779b186-5c51-43ee-b36a-e4a9a7cf191d,8eb5e236-d662-4c6a-9bcb-c1e78e0f72b2,b883c69a-d58b-450c-9af4-f363e408bd4b,fc773934-9eec-4ee5-818e-aad4c7134405
tch_20200625-194535_8,36ce578c-b6f0-11ea-94cc-0242ac110002,std_1593095356610_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_2,41a91e5f-b6f0-11ea-840b-0242ac110002,std_1593095374812_2,class_20200625-194535_2,PVoH-PxvC,37575317-1254-457c-9acc-34049496d4c0,45232b05-2314-4119-8c48-83fa8b62fe50,21c99e63-cb5c-45c8-8614-f68b4806d017,d6034b99-603e-4575-ad9c-8946e749588c,11cd63a6-2869-441a-be74-7d3f27d71359
tch_20200625-194535_6,3ec4752b-b6f0-11ea-94cc-0242ac110002,std_1593095369956_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_4,435f5994-b6f0-11ea-94cc-0242ac110002,std_1593095377604_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_8,47acbb0d-b6f0-11ea-94cc-0242ac110002,std_1593095384867_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_7,462caad8-b6f0-11ea-94cc-0242ac110002,std_1593095382396_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_3,46c010df-b6f0-11ea-840b-0242ac110002,std_1593095383368_3,class_20200625-194535_3,U39p-36iK,7d610ba9-8112-4a03-a56a-ac1422c3e043,6779b186-5c51-43ee-b36a-e4a9a7cf191d,8eb5e236-d662-4c6a-9bcb-c1e78e0f72b2,b883c69a-d58b-450c-9af4-f363e408bd4b,fc773934-9eec-4ee5-818e-aad4c7134405
tch_20200625-194535_1,4d0bb314-b6f0-11ea-840b-0242ac110002,std_1593095393892_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_9,50176c30-b6f0-11ea-840b-0242ac110002,std_1593095399024_9,class_20200625-194535_9,4Kid-wFsg,86697f49-381f-40b7-b9eb-4924fef42a23,adb59ac2-3292-453f-92ee-6a1d2d798e14,2effdf5e-ce13-4c41-a850-56770afafe0e,ee686b47-7fcf-4aed-85dd-ca13cb3b53d7,95cc8c6b-df1d-448c-854c-1ffc47ed3217
tch_20200625-194535_5,4e5fd198-b6f0-11ea-840b-0242ac110002,std_1593095396145_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_10,4f9432b5-b6f0-11ea-840b-0242ac110002,std_1593095398144_10,class_20200625-194535_10,tYW4-wTDV,862f9e2e-8547-4e32-9e72-2d685c2759c6,e31778bc-384c-4433-820f-6a89047c5523,643b925c-cce5-4ed8-b873-0f73671168f1,1774dcab-5dd6-4cf1-a91e-dc826945598c,3e54d637-8ba8-4c8f-9a2d-31a384c3ac86
tch_20200625-194535_8,55888daa-b6f0-11ea-94cc-0242ac110002,std_1593095408164_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_4,51eca1d3-b6f0-11ea-840b-0242ac110002,std_1593095402101_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_3,58241fd1-b6f0-11ea-94cc-0242ac110002,std_1593095412515_3,class_20200625-194535_3,U39p-36iK,7d610ba9-8112-4a03-a56a-ac1422c3e043,6779b186-5c51-43ee-b36a-e4a9a7cf191d,8eb5e236-d662-4c6a-9bcb-c1e78e0f72b2,b883c69a-d58b-450c-9af4-f363e408bd4b,fc773934-9eec-4ee5-818e-aad4c7134405
tch_20200625-194535_11,5cf9c3b6-b6f0-11ea-840b-0242ac110002,std_1593095420651_11,class_20200625-194535_11,fD8z-qYDr,72883dee-f5e2-4c2b-b116-5dda9a9ea8f4,5126a57d-c9b9-459f-8963-ee7676c6b626,355818ac-0504-4cf6-932f-b1dab618a9c0,95d991c8-6ead-4be4-8a44-19122628cdb1,f96f7d6b-e148-41c5-a372-3bfea88fb43e
tch_20200625-194535_5,5df51391-b6f0-11ea-94cc-0242ac110002,std_1593095422311_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_1,5bb472cd-b6f0-11ea-840b-0242ac110002,std_1593095418508_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_10,5ed14317-b6f0-11ea-840b-0242ac110002,std_1593095423735_10,class_20200625-194535_10,tYW4-wTDV,862f9e2e-8547-4e32-9e72-2d685c2759c6,e31778bc-384c-4433-820f-6a89047c5523,643b925c-cce5-4ed8-b873-0f73671168f1,1774dcab-5dd6-4cf1-a91e-dc826945598c,3e54d637-8ba8-4c8f-9a2d-31a384c3ac86
tch_20200625-194535_9,5df73682-b6f0-11ea-840b-0242ac110002,std_1593095422261_9,class_20200625-194535_9,4Kid-wFsg,86697f49-381f-40b7-b9eb-4924fef42a23,adb59ac2-3292-453f-92ee-6a1d2d798e14,2effdf5e-ce13-4c41-a850-56770afafe0e,ee686b47-7fcf-4aed-85dd-ca13cb3b53d7,95cc8c6b-df1d-448c-854c-1ffc47ed3217
tch_20200625-194535_2,5f76d182-b6f0-11ea-94cc-0242ac110002,std_1593095424802_2,class_20200625-194535_2,PVoH-PxvC,37575317-1254-457c-9acc-34049496d4c0,45232b05-2314-4119-8c48-83fa8b62fe50,21c99e63-cb5c-45c8-8614-f68b4806d017,d6034b99-603e-4575-ad9c-8946e749588c,11cd63a6-2869-441a-be74-7d3f27d71359
tch_20200625-194535_6,5f2444bb-b6f0-11ea-840b-0242ac110002,std_1593095424270_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_4,648ab6a4-b6f0-11ea-94cc-0242ac110002,std_1593095433342_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_8,63e416d2-b6f0-11ea-840b-0242ac110002,std_1593095432250_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_7,65ca89e6-b6f0-11ea-840b-0242ac110002,std_1593095435449_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_11,6cd02ce7-b6f0-11ea-94cc-0242ac110002,std_1593095447196_11,class_20200625-194535_11,fD8z-qYDr,72883dee-f5e2-4c2b-b116-5dda9a9ea8f4,5126a57d-c9b9-459f-8963-ee7676c6b626,355818ac-0504-4cf6-932f-b1dab618a9c0,95d991c8-6ead-4be4-8a44-19122628cdb1,f96f7d6b-e148-41c5-a372-3bfea88fb43e
tch_20200625-194535_10,6e6e4c89-b6f0-11ea-840b-0242ac110002,std_1593095449909_10,class_20200625-194535_10,tYW4-wTDV,862f9e2e-8547-4e32-9e72-2d685c2759c6,e31778bc-384c-4433-820f-6a89047c5523,643b925c-cce5-4ed8-b873-0f73671168f1,1774dcab-5dd6-4cf1-a91e-dc826945598c,3e54d637-8ba8-4c8f-9a2d-31a384c3ac86
tch_20200625-194535_1,6d54c663-b6f0-11ea-94cc-0242ac110002,std_1593095448043_1,class_20200625-194535_1,wg9n-2dMK,aa1485da-3698-4327-855f-13782a0b5dc4,27aaf3ae-0a5a-459e-b5b9-d3f1ee835e99,7f99eee6-12f5-437f-85b5-6652e09ddb36,2271d541-8bec-4c0d-b854-c33152a429ef,0ad1b671-ab03-479a-a939-548eb82b82da
tch_20200625-194535_5,6d297125-b6f0-11ea-94cc-0242ac110002,std_1593095447789_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_6,70171ac8-b6f0-11ea-840b-0242ac110002,std_1593095452732_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_9,6f6cf81e-b6f0-11ea-94cc-0242ac110002,std_1593095451620_9,class_20200625-194535_9,4Kid-wFsg,86697f49-381f-40b7-b9eb-4924fef42a23,adb59ac2-3292-453f-92ee-6a1d2d798e14,2effdf5e-ce13-4c41-a850-56770afafe0e,ee686b47-7fcf-4aed-85dd-ca13cb3b53d7,95cc8c6b-df1d-448c-854c-1ffc47ed3217
tch_20200625-194535_2,6fd8d93b-b6f0-11ea-840b-0242ac110002,std_1593095452298_2,class_20200625-194535_2,PVoH-PxvC,37575317-1254-457c-9acc-34049496d4c0,45232b05-2314-4119-8c48-83fa8b62fe50,21c99e63-cb5c-45c8-8614-f68b4806d017,d6034b99-603e-4575-ad9c-8946e749588c,11cd63a6-2869-441a-be74-7d3f27d71359
tch_20200625-194535_4,7242d500-b6f0-11ea-94cc-0242ac110002,std_1593095456312_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_7,7520edd2-b6f0-11ea-94cc-0242ac110002,std_1593095461181_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_12,77670d53-b6f0-11ea-840b-0242ac110002,std_1593095464959_12,class_20200625-194535_12,676p-vj4H,1d894a8a-3ea1-4358-959c-faf1ff809156,e476ee6e-9613-4f0c-be7e-9da6ea9386fd,d4928513-9c59-47b4-998e-758a6fe8ea27,09eac84e-3034-4ef6-b4ba-0518247854fc,298daba8-d2d2-4e3d-886b-cbdae4af27cc
