extuserid,groupid,tchextuserid
std_1619506477970_16_1,1711453f-1d95-4088-8dbb-618242f8241a,tch_20210427-063822_16_1
std_1619506945011_20_1,4452eadf-f438-41f4-8845-b92f603e099c,tch_20210427-063822_20_1
std_1619506088111_15_1,b12a4057-a844-47bb-b526-5160c1ade7f2,tch_20210427-063822_15_1
std_1619506986582_21_1,c8b5e3eb-97eb-4b66-8fe9-cef1e3637706,tch_20210427-063822_21_1
std_1619506992818_22_1,ec2d06fb-36c0-4258-8cfd-7f18c0162cee,tch_20210427-063822_22_1
std_1619507015981_23_1,052b5878-8229-422d-ac40-b0bacaf1b9e4,tch_20210427-063822_23_1
std_1619507472915_26_1,e24c9f02-02eb-4f16-baf1-16f4b8324255,tch_20210427-063822_26_1
std_1619507473203_25_1,5b11822d-f158-41d2-aa5d-fbfae1030a60,tch_20210427-063822_25_1
std_1619507470764_27_1,986fff00-a9e6-442a-bf3f-bbebfce00c3b,tch_20210427-063822_27_1
std_1619506538106_19_1,b625834f-bd74-46e4-9b5b-ab00d9872c4c,tch_20210427-063822_19_1
std_1619506157337_17_1,a5a65814-b3a9-44b6-9fbe-7d0114b27fdb,tch_20210427-063822_17_1
std_1619507068941_24_1,2a8ca28d-274a-4428-b605-e36718cbcb7e,tch_20210427-063822_24_1
std_1619507501222_28_1,84ff6d44-a731-4a09-a63c-3c0a0da434f0,tch_20210427-063822_28_1
std_1619506161394_18_1,cb6faeb4-6186-4e86-af26-6e8a0098b8e4,tch_20210427-063822_18_1
std_1619506586535_20_1,93fe4414-4d50-4922-ba84-b3aa4862477a,tch_20210427-063822_20_1
std_1619506124271_16_1,f43bc992-3be9-401b-96f4-0cef599818a2,tch_20210427-063822_16_1
std_1619506635994_21_1,7ab8dbe4-95dd-49ad-9110-d4814e7f874a,tch_20210427-063822_21_1
std_1619507116937_25_1,a42ad6b7-7965-4cfc-afcf-fd704d279f53,tch_20210427-063822_25_1
std_1619506676524_23_1,3a389e84-700f-4871-9947-2be3ee12ea88,tch_20210427-063822_23_1
std_1619507112713_26_1,25401c3e-416d-4124-b7e9-33dc70db1879,tch_20210427-063822_26_1
std_1619506641835_22_1,d0ced67d-e526-499a-af7f-e015034c5889,tch_20210427-063822_22_1
std_1619506202685_19_1,7772c657-d4f5-4aa8-9b39-dcbac034e2d4,tch_20210427-063822_19_1
std_1619507119912_27_1,a8feff14-890d-422f-864c-b9ec1eeaefea,tch_20210427-063822_27_1
std_1619507564496_29_1,75e2b3f3-0c20-4f55-be01-626401a6e2db,tch_20210427-063822_29_1
std_1619506736221_24_1,f6a40ce5-0517-4124-97c7-615a1577f39c,tch_20210427-063822_24_1
std_1619507158074_28_1,908a63d4-f33f-453d-ad6e-0999f52a16e2,tch_20210427-063822_28_1
std_1619507604173_30_1,4f1b2f51-2b24-4248-8767-1437b7c0fb0b,tch_20210427-063822_30_1
std_1619506236289_20_1,40e3b4f3-504a-46c8-ab83-5ff55c0ae2e6,tch_20210427-063822_20_1
std_1619506266856_21_1,5de3ff97-e1bd-415b-9645-ef3443a35235,tch_20210427-063822_21_1
std_1619507609069_31_1,91491815-6e4a-4d8e-93ba-657bceb7d5e9,tch_20210427-063822_31_1
std_1619506746741_25_1,e2cbffaf-8add-4649-969a-089d0fd9ab69,tch_20210427-063822_25_1
std_1619506336075_23_1,57ada7e2-cc96-4350-8e96-864a7d898ca8,tch_20210427-063822_23_1
std_1619506285330_22_1,de05d7fb-5306-4912-b4e9-80854b2ba642,tch_20210427-063822_22_1
std_1619506780465_27_1,51f40601-52d7-4b7b-a648-5400ae9b56aa,tch_20210427-063822_27_1
std_1619506758687_26_1,5aa1bba0-ed4d-49e0-8bef-dcb3288fdb5e,tch_20210427-063822_26_1
std_1619507668753_32_1,0f50d6cf-7cab-4ba7-a04b-ac0e8b2a0abc,tch_20210427-063822_32_1
std_1619506380479_24_1,722aade2-ea20-4709-a48e-68c026de3f47,tch_20210427-063822_24_1
std_1619506817617_28_1,a796a32f-8737-41b4-bf93-ffa1fe1fed6d,tch_20210427-063822_28_1
std_1619507691184_33_1,b58c0ffd-b58b-4c7c-8b56-df9c7b9d414e,tch_20210427-063822_33_1
std_1619507213072_29_1,083efc21-b0e8-4157-99fd-29ebfdb58cd7,tch_20210427-063822_29_1
std_1619507239748_30_1,9e170b3e-49ee-4579-ac67-d749735ee108,tch_20210427-063822_30_1
std_1619507721418_35_1,e9e4d5bd-7332-4e6c-8f15-326ee8f60a15,tch_20210427-063822_35_1
std_1619507254639_31_1,81a2c28b-ea5d-4812-a394-d2a7e9902adb,tch_20210427-063822_31_1
std_1619507720956_34_1,28cf2baf-6831-4f1e-8ca7-5a55cc0d6c20,tch_20210427-063822_34_1
std_1619506396288_25_1,8b3f52c1-50a2-48f6-a1cf-5b8b61bb6219,tch_20210427-063822_25_1
std_1619507314990_32_1,948b93a5-1eb4-487a-8e25-60d3c311592a,tch_20210427-063822_32_1
std_1619507756268_36_1,5178f3c6-9696-42ab-a949-67b2f343578e,tch_20210427-063822_36_1
std_1619506411989_26_1,535ca5a2-ab8a-46a3-bba9-b7627653af95,tch_20210427-063822_26_1
std_1619506453019_27_1,474cf63b-e996-41a9-ac75-ef9c0c477beb,tch_20210427-063822_27_1
std_1619507331757_33_1,d9fb8257-78a4-4ce7-ab6b-9b21cd436d7a,tch_20210427-063822_33_1
std_1619506479435_28_1,a103d583-2f83-488f-a283-33f74426ba4f,tch_20210427-063822_28_1
std_1619506891712_30_1,5bfab7ac-d3be-461f-a87b-07679de2d3a5,tch_20210427-063822_30_1
std_1619506913137_31_1,0d9590c9-3dfe-47cb-a53e-91d7531176ab,tch_20210427-063822_31_1
std_1619506852008_29_1,04fb52d6-5ecf-46f7-9579-eaf876760a41,tch_20210427-063822_29_1
std_1619507375156_35_1,5f90ba0f-3d39-4ebe-949f-70f94c86b582,tch_20210427-063822_35_1
std_1619507818621_38_1,e61627a7-adf3-4890-a281-4b53a92ec68c,tch_20210427-063822_38_1
std_1619507823652_37_1,83119998-faa9-4514-a5a6-06b6a7420577,tch_20210427-063822_37_1
std_1619507366003_34_1,2b7f7eda-6b5c-4e78-9bcf-ed957c9285b3,tch_20210427-063822_34_1
std_1619507848736_39_1,dee2c1fe-63f4-4b01-981a-e354be9f28a1,tch_20210427-063822_39_1
std_1619506951920_32_1,cc02989c-c7f6-49a1-89c0-926aff284449,tch_20210427-063822_32_1
std_1619507415921_36_1,470eaa7d-4811-4410-95b7-fcf72e319cd8,tch_20210427-063822_36_1
std_1619507873377_40_1,7f413b8d-cf4c-409e-bee7-b61ce0e19de8,tch_20210427-063822_40_1
std_1619506978834_33_1,7c4f7381-8e09-4546-a920-00cfac64ae8f,tch_20210427-063822_33_1
std_1619507479467_38_1,dfe29c63-0eb6-4f24-9037-6abc34b45100,tch_20210427-063822_38_1
std_1619506536077_30_1,f4fed0b0-9132-4bca-85fe-4f248e03deb1,tch_20210427-063822_30_1
std_1619506513608_29_1,460d9498-7107-48a6-b61e-5c8d51819483,tch_20210427-063822_29_1
std_1619507897803_41_1,03bb29d6-780b-4bb6-929d-6ea84c5eb1c8,tch_20210427-063822_41_1
std_1619507037688_35_1,a6f5a178-9843-409e-b310-ba8c83e85399,tch_20210427-063822_35_1
std_1619506555252_31_1,ceac1d28-ab28-4f2b-91d3-2c792b98947c,tch_20210427-063822_31_1
std_1619507468391_37_1,a35a560b-f8bb-408c-b8a6-5c3e7b18cac1,tch_20210427-063822_37_1
std_1619507508615_39_1,e994e127-e1f9-4c6f-ad50-dd5024273b6f,tch_20210427-063822_39_1
std_1619506596350_32_1,20f79ddb-62d6-4e2c-9dee-d8666e2d3415,tch_20210427-063822_32_1
std_1619507011518_34_1,73d3025b-98fe-4789-8fd5-63ffbc827059,tch_20210427-063822_34_1
std_1619507952196_42_1,293a04de-a599-4e08-a4b4-40d310b2bbf3,tch_20210427-063822_42_1
std_1619507066331_36_1,0b580ca8-02f6-4329-8a36-9d1841153ace,tch_20210427-063822_36_1
std_1619506630170_33_1,cf5fde50-da16-4f9d-9d87-eb3d9d8f98ec,tch_20210427-063822_33_1
std_1619507541923_40_1,6d0d78a5-6b9a-43eb-8905-cd1fbc53c5bd,tch_20210427-063822_40_1
std_1619507550221_41_1,5cca6240-0133-4332-bed2-7a66ae10369b,tch_20210427-063822_41_1
std_1619506700898_35_1,94ed7d48-d36a-4be9-8f8c-af4964c23979,tch_20210427-063822_35_1
std_1619507144798_38_1,911c0957-2370-48aa-858c-6cd4c01f728b,tch_20210427-063822_38_1
std_1619507160780_39_1,8f68109c-0206-454b-814d-08b2a8262116,tch_20210427-063822_39_1
std_1619507106238_37_1,7e4a4180-9bf8-4c5c-8263-49d09604d66f,tch_20210427-063822_37_1
std_1619507608912_42_1,364606ef-7178-4d3e-a677-2a4ff0cb802a,tch_20210427-063822_42_1
std_1619508025830_44_1,b3fe793d-8785-45df-b8eb-5064fe8e387c,tch_20210427-063822_44_1
std_1619508029049_43_1,47691960-87fb-427b-87c9-f4a327166c55,tch_20210427-063822_43_1
std_1619506649026_34_1,9f44bc0d-748e-415c-8b04-6074a41141fd,tch_20210427-063822_34_1
std_1619506730019_36_1,79204160-dc32-4afc-8e53-dc9c745d357d,tch_20210427-063822_36_1
std_1619508070018_46_1,65fa2a58-138c-4625-9efb-56d64c681f8c,tch_20210427-063822_46_1
std_1619508047246_45_1,78746dc2-fefc-42ad-8b64-e5c1da37c1e7,tch_20210427-063822_45_1
std_1619507205304_41_1,67ca1378-6829-459f-ac8d-f84e6339c397,tch_20210427-063822_41_1
std_1619507192616_40_1,f4315bc0-fef8-46f8-94ca-933745d24308,tch_20210427-063822_40_1
std_1619506789935_38_1,e09b5452-14e1-4e9b-b0bb-ea9e2a2b863f,tch_20210427-063822_38_1
std_1619506815331_39_1,7c7d02c9-f049-4325-806e-643bc77e5640,tch_20210427-063822_39_1
std_1619508104589_47_1,9a81b960-61c9-4ac2-83c3-71c959950456,tch_20210427-063822_47_1
std_1619506744861_37_1,4479cb8f-2387-4e0b-90e0-5a595acdd586,tch_20210427-063822_37_1
std_1619507251123_42_1,d8dfa9c6-db71-47cc-93d9-32a16ae70438,tch_20210427-063822_42_1
std_1619507681364_44_1,07378649-c8fa-4bae-960a-ba31f7c0ae2b,tch_20210427-063822_44_1
std_1619507661941_43_1,3d6b2089-83c3-44a4-900b-4a67389f78c7,tch_20210427-063822_43_1
std_1619508124132_48_1,ea10f446-569b-4728-8f8a-1bdb624e118c,tch_20210427-063822_48_1
std_1619507717124_46_1,7722fede-9ed5-44c8-81ed-30094c3a425d,tch_20210427-063822_46_1
std_1619506857525_41_1,0f7565c6-395e-4aee-8de4-6400f99deddf,tch_20210427-063822_41_1
std_1619507695701_45_1,c4e55440-b04b-4ef2-82b5-7527443b62cb,tch_20210427-063822_45_1
std_1619506837986_40_1,683f2c67-d149-4a2e-9bee-fb4d896f4328,tch_20210427-063822_40_1
std_1619508162981_49_1,a71aa16c-aac4-48e3-b928-558e84c2ca5f,tch_20210427-063822_49_1
std_1619508201276_50_1,0e53c014-fa00-450b-b7e4-570e25a7224b,tch_20210427-063822_50_1
std_1619506911179_42_1,939e869d-8726-45ef-ba79-1dc93d43cb12,tch_20210427-063822_42_1
std_1619507331492_44_1,f63440f9-af46-4be3-8485-d38d18a43bc2,tch_20210427-063822_44_1
std_1619507758332_47_1,567b9065-ce83-4b12-8e42-362491a0b596,tch_20210427-063822_47_1
std_1619508220274_52_1,ccc41025-c0cb-4d65-9d7a-f6c4c0427947,tch_20210427-063822_52_1
std_1619507300308_43_1,27e0c1aa-a87c-4023-aa69-9902b2845d77,tch_20210427-063822_43_1
std_1619508237459_51_1,5ba2539b-ac0a-4fd7-b67a-b438889facad,tch_20210427-063822_51_1
std_1619507364872_46_1,b5942f45-9fe3-493f-a6ba-1f43aeb96248,tch_20210427-063822_46_1
std_1619507778428_48_1,b3ba5377-8e76-4c9b-8a6c-b74586402d49,tch_20210427-063822_48_1
std_1619507335502_45_1,c1482c89-cf54-47a4-878c-16f4ee464084,tch_20210427-063822_45_1
std_1619508247140_53_1,7a9ee69d-a352-4489-be7e-9f8e2f0f2bb4,tch_20210427-063822_53_1
std_1619507804573_49_1,f20a7dd7-feb5-4a82-bc21-637a7894054a,tch_20210427-063822_49_1
std_1619507831565_50_1,bb602baf-a7cd-4bfd-8d68-44796c7c9bac,tch_20210427-063822_50_1
std_1619506969394_44_1,51aedbdb-9331-45e6-a098-823d65f22e84,tch_20210427-063822_44_1
std_1619508301485_54_1,58bc240f-a547-4a11-864a-9caa04cd42aa,tch_20210427-063822_54_1
std_1619507870909_51_1,9cea3b11-ce23-4fa6-ae8e-5d72aab8f067,tch_20210427-063822_51_1
std_1619507412311_47_1,9ae4e1bc-10a2-4122-b95b-2b7b67544c84,tch_20210427-063822_47_1
std_1619507881432_52_1,08525a78-dbb5-4df8-9356-7eb35ddf6ea0,tch_20210427-063822_52_1
std_1619506938378_43_1,8921f92b-4806-490d-b7e0-0ce82db07eb1,tch_20210427-063822_43_1
std_1619507011865_46_1,48676fd1-7ddc-4e8f-afa1-4549a6c9ffc4,tch_20210427-063822_46_1
std_1619507433597_48_1,b9bb1603-8637-45ce-9c8f-fbaf163caabf,tch_20210427-063822_48_1
std_1619506995875_45_1,7dd89b36-911b-40c2-866a-feaeccb7a724,tch_20210427-063822_45_1
std_1619507908050_53_1,f480085d-929d-44dc-8427-4696eb2be377,tch_20210427-063822_53_1
std_1619507495453_50_1,a7f48f0f-8f32-41c9-af7f-fb5b903bdeab,tch_20210427-063822_50_1
std_1619508356058_55_1,b6f7ac31-6fc0-451f-afbc-5f105b9f8914,tch_20210427-063822_55_1
std_1619507453281_49_1,2aa8f8ee-4f71-4c9c-afc9-db414f132983,tch_20210427-063822_49_1
std_1619508389559_57_1,9f62119d-566a-4fa6-8a29-a0de2dbe198c,tch_20210427-063822_57_1
std_1619507544616_52_1,36793636-47be-494e-8618-1f7c739fe8c1,tch_20210427-063822_52_1
std_1619508387658_56_1,292ff307-82a3-49c5-b845-a7a209a20aba,tch_20210427-063822_56_1
std_1619507515490_51_1,6cd8ea42-d4b8-44da-9f6e-a6fcca4682ad,tch_20210427-063822_51_1
std_1619507054991_47_1,fadd8e30-a371-496b-8de8-04a3e8024ecd,tch_20210427-063822_47_1
std_1619507953942_54_1,26ffb267-7359-4249-af05-7e5b02172951,tch_20210427-063822_54_1
std_1619508429772_58_1,c5ccbab5-a33e-46a6-b65a-cb0dd20406b1,tch_20210427-063822_58_1
std_1619507075055_48_1,13127ba9-5c8a-497e-b787-b01f455df1c7,tch_20210427-063822_48_1
std_1619507560239_53_1,e5dc53c1-d81e-4060-8d82-ee948b69a107,tch_20210427-063822_53_1
std_1619507148394_50_1,e90a6cd2-bce6-49dc-8683-946a28c8e168,tch_20210427-063822_50_1
std_1619507996623_55_1,d332665d-30fe-4fd2-9462-db1d0a32b9ee,tch_20210427-063822_55_1
std_1619507118171_49_1,db8ec143-1dbe-4cef-b7b2-c71841af0766,tch_20210427-063822_49_1
std_1619508488232_61_1,1a07dc54-71ff-44f7-931e-2ef9b2d15a2b,tch_20210427-063822_61_1
std_1619507192278_52_1,c17be048-a683-4d0d-87ea-e072e3ce35f9,tch_20210427-063822_52_1
std_1619508040659_57_1,6e1ce9d6-8b98-40eb-b3d2-22165fa48eb5,tch_20210427-063822_57_1
std_1619508030282_56_1,5d5a341b-50a7-4a5c-b79b-abbab6d4384a,tch_20210427-063822_56_1
std_1619508470500_59_1,ee974a07-6396-4245-a14b-ae504861664c,tch_20210427-063822_59_1
std_1619507166614_51_1,4df2f063-41d1-4bfd-9122-fcf6fea86971,tch_20210427-063822_51_1
std_1619507607802_54_1,012bed62-11eb-4b23-a7e1-07583cb3d292,tch_20210427-063822_54_1
std_1619508080121_58_1,950a7305-3308-4baa-9b6f-93b8bd319165,tch_20210427-063822_58_1
std_1619508512290_60_1,95d5023e-53c5-420e-b483-072fff95c486,tch_20210427-063822_60_1
std_1619507220479_53_1,8f6717a5-48a4-42b9-a451-72f598a82069,tch_20210427-063822_53_1
std_1619508558976_62_1,84518ee5-22dc-4ad2-ac42-09fe11ee5573,tch_20210427-063822_62_1
std_1619508576054_63_1,9eaf7195-4c55-4760-a0ac-a6f1be681724,tch_20210427-063822_63_1
std_1619507633639_55_1,59a5ab6d-57db-4bdf-8a4f-0d1618b1ae09,tch_20210427-063822_55_1
std_1619508145755_61_1,86c7334f-817a-469a-95c9-c17acba871be,tch_20210427-063822_61_1
std_1619507689999_57_1,f17c990b-8933-4bfa-8c3b-51fc49644b2e,tch_20210427-063822_57_1
std_1619507672088_56_1,c1a6bf6f-95b8-4837-92d3-a76249817a73,tch_20210427-063822_56_1
std_1619507264413_54_1,8863fe86-d07f-4639-917f-8379ca7b4607,tch_20210427-063822_54_1
std_1619508116760_59_1,32f579af-8624-4b50-94ea-e99319423430,tch_20210427-063822_59_1
std_1619508166913_60_1,f1f643fa-659f-420d-811c-c93357241a60,tch_20210427-063822_60_1
std_1619507731830_58_1,c1ac4875-9a2a-4682-b49b-21103ed034a1,tch_20210427-063822_58_1
std_1619508616697_64_1,313535a2-84b0-46dc-b526-bfe4cfaf55f0,tch_20210427-063822_64_1
std_1619508635529_65_1,9c4fe187-9588-48ba-8e04-df7e8e34c898,tch_20210427-063822_65_1
std_1619508644770_1_2,6884b913-86fb-49d9-b111-3768c8a7cba8,tch_20210427-063822_1_2
std_1619508196287_62_1,8295fe1c-a3bc-4ca3-b6b0-d9ecf1581139,tch_20210427-063822_62_1
std_1619508669791_66_1,8d33ddc2-8e69-4ee1-b5c7-2350dd54fea3,tch_20210427-063822_66_1
std_1619508230371_63_1,cd937f14-4cbd-43c0-8e3e-19d961779dcb,tch_20210427-063822_63_1
std_1619507292164_55_1,434303fd-7600-4d02-b471-c32d7ae205d4,tch_20210427-063822_55_1
std_1619507346852_57_1,dbbcc937-18e5-4e3b-abbc-69fddba6e886,tch_20210427-063822_57_1
std_1619507790570_61_1,e3b09784-0c5d-441a-9cda-ded5773a3b1b,tch_20210427-063822_61_1
std_1619507760468_59_1,0bdef277-7364-4c40-8365-acc3b9d9f7f3,tch_20210427-063822_59_1
std_1619507325216_56_1,028644f5-9598-4264-be35-b52eddebd592,tch_20210427-063822_56_1
std_1619508697950_2_2,62bba7b5-f24f-48bc-9af3-9a9f74a67bec,tch_20210427-063822_2_2
std_1619507389020_58_1,ecadce87-b850-46a4-912b-5132de4cc0d9,tch_20210427-063822_58_1
std_1619508706509_3_2,b7c6cc14-e2f9-4133-b3eb-d4c32a982688,tch_20210427-063822_3_2
std_1619507805560_60_1,16e4fa15-b6bd-499b-8fa9-69d4ae10b4e1,tch_20210427-063822_60_1
std_1619508724365_67_1,e357cb3a-1252-4852-8bdc-c88089260b66,tch_20210427-063822_67_1
std_1619508271253_64_1,709ef77b-bddd-4839-bf4f-4ebe8f8521fd,tch_20210427-063822_64_1
std_1619508291437_65_1,80004a0a-6665-4931-b87a-a0f4ea0524c2,tch_20210427-063822_65_1
std_1619508285452_1_2,569340d2-4f6a-48c7-bc82-59f72636572b,tch_20210427-063822_1_2
std_1619507846474_62_1,0b26aba6-1e5d-4fc3-9607-19e8f26889f8,tch_20210427-063822_62_1
std_1619508327666_66_1,050e0590-a1f7-4674-b5ea-6a4506a220ee,tch_20210427-063822_66_1
std_1619507879930_63_1,b6d94f89-674f-40da-b424-a5a914e151cb,tch_20210427-063822_63_1
std_1619508756293_69_1,04e7177f-9f25-4ea6-9855-94aab30aa463,tch_20210427-063822_69_1
std_1619508763094_4_2,557d41ef-4242-4c4c-be60-7e4a046de9df,tch_20210427-063822_4_2
std_1619508748884_68_1,e4835376-0bb9-42cb-8c09-6a9e80d955f7,tch_20210427-063822_68_1
std_1619507457906_61_1,a56d0d79-627d-4fde-bdeb-dd7eaa296f21,tch_20210427-063822_61_1
std_1619508775059_5_2,5242338e-04d4-4e15-a08b-c1ff50aee5e4,tch_20210427-063822_5_2
