tchextid,stduuid,stdextid,classcode
tch_20200713-103946_29,a2a5eac7-cb0c-11ea-89f8-0242ac110002,std_1595306572790_29,Mivj-f9Ff
tch_20200713-103946_22,a56272d6-cb0c-11ea-89f8-0242ac110002,std_1595306577411_22,f7A2-i2G3
tch_20200713-103946_35,a3224739-cb0c-11ea-af23-0242ac110002,std_1595306573627_35,jVv7-kCF4
tch_20200713-103946_37,a520d629-cb0c-11ea-89f8-0242ac110002,std_1595306576981_37,3oq6-Gupj
tch_20200713-103946_23,a5cec9af-cb0c-11ea-af23-0242ac110002,std_1595306578105_23,8sco-gX6E
tch_20200713-103946_43,a54a308c-cb0c-11ea-89f8-0242ac110002,std_1595306576833_43,U3WJ-Zum2
tch_20200713-103946_30,a56fb991-cb0c-11ea-acee-0242ac110002,std_1595306577484_30,h3hG-ejd8
tch_20200713-103946_36,a5363284-cb0c-11ea-96b3-0242ac110002,std_1595306577132_36,uCrq-B9mR
tch_20200713-103946_38,a8f5ac57-cb0c-11ea-af23-0242ac110002,std_1595306583399_38,8NYm-a4y9
tch_20200713-103946_44,a7a86bd3-cb0c-11ea-af23-0242ac110002,std_1595306580858_44,Gdg3-68Lg
tch_20200713-103946_24,a8844c4d-cb0c-11ea-96b3-0242ac110002,std_1595306582648_24,U4pK-wJs7
tch_20200713-103946_31,a9f9d5b8-cb0c-11ea-af23-0242ac110002,std_1595306585125_31,y8cm-nstL
tch_20200713-103946_32,a9da8da6-cb0c-11ea-af23-0242ac110002,std_1595306584914_32,EVN4-9L84
tch_20200713-103946_45,aa0b3b0f-cb0c-11ea-af23-0242ac110002,std_1595306584874_45,dF7o-xeqd
tch_20200713-103946_26,a8c5c272-cb0c-11ea-96b3-0242ac110002,std_1595306583080_26,4TH9-L7N3
tch_20200713-103946_46,ac72c486-cb0c-11ea-89f8-0242ac110002,std_1595306588892_46,o92N-F3j6
tch_20200713-103946_47,aed8c7b3-cb0c-11ea-89f8-0242ac110002,std_1595306592921_47,uyGb-hsA7
tch_20200713-103946_25,abb17032-cb0c-11ea-acee-0242ac110002,std_1595306587960_25,gi4L-98Wi
tch_20200713-103946_27,adbd1ec0-cb0c-11ea-af23-0242ac110002,std_1595306591395_27,A2du-ECqZ
tch_20200713-103946_33,ae93f755-cb0c-11ea-af23-0242ac110002,std_1595306592815_33,ECHx-J8gF
tch_20200713-103946_28,af92f008-cb0c-11ea-acee-0242ac110002,std_1595306594478_28,pY7i-9mWX
tch_20200713-103946_39,ac7360a6-cb0c-11ea-96b3-0242ac110002,std_1595306589279_39,mdco-mdeD
tch_20200713-103946_34,af969a40-cb0c-11ea-96b3-0242ac110002,std_1595306594509_34,GktZ-84ho
tch_20200713-103946_40,af591bd3-cb0c-11ea-89f8-0242ac110002,std_1595306594108_40,xfjU-yqpz
tch_20200713-103946_41,b058b168-cb0c-11ea-96b3-0242ac110002,std_1595306595799_41,43i8-9BxE
tch_20200713-103946_42,b2da538f-cb0c-11ea-89f8-0242ac110002,std_1595306599977_42,3svK-Vj4L
tch_20200713-103946_48,b13cf68e-cb0c-11ea-89f8-0242ac110002,std_1595306596937_48,T42m-2W2r
tch_20200713-103946_49,b39e1892-cb0c-11ea-acee-0242ac110002,std_1595306600961_49,2X8z-8jMH
tch_20200713-103946_29,b3303b0c-cb0c-11ea-acee-0242ac110002,std_1595306600552_29,Mivj-f9Ff
tch_20200713-103946_30,b62252a5-cb0c-11ea-af23-0242ac110002,std_1595306605488_30,h3hG-ejd8
tch_20200713-103946_35,b487187f-cb0c-11ea-acee-0242ac110002,std_1595306602811_35,jVv7-kCF4
tch_20200713-103946_37,b4cbc326-cb0c-11ea-af23-0242ac110002,std_1595306603248_37,3oq6-Gupj
tch_20200713-103946_50,b60a5da1-cb0c-11ea-af23-0242ac110002,std_1595306604977_50,z2bf-6y2a
tch_20200713-103946_44,b7f64f30-cb0c-11ea-96b3-0242ac110002,std_1595306608569_44,Gdg3-68Lg
tch_20200713-103946_43,b61cd392-cb0c-11ea-96b3-0242ac110002,std_1595306605486_43,U3WJ-Zum2
tch_20200713-103946_36,b6358bd8-cb0c-11ea-af23-0242ac110002,std_1595306605610_36,uCrq-B9mR
tch_20200713-103946_51,b86f4f68-cb0c-11ea-89f8-0242ac110002,std_1595306609002_51,Kwe2-7rwH
tch_20200713-103946_45,b997f094-cb0c-11ea-af23-0242ac110002,std_1595306611311_45,dF7o-xeqd
tch_20200713-103946_46,ba1efb51-cb0c-11ea-af23-0242ac110002,std_1595306612182_46,o92N-F3j6
tch_20200713-103946_38,b7e20396-cb0c-11ea-96b3-0242ac110002,std_1595306608440_38,8NYm-a4y9
tch_20200713-103946_32,b91ec931-cb0c-11ea-af23-0242ac110002,std_1595306610499_32,EVN4-9L84
tch_20200713-103946_31,b904b20c-cb0c-11ea-89f8-0242ac110002,std_1595306610339_31,y8cm-nstL
tch_20200713-103946_52,bacaf27c-cb0c-11ea-96b3-0242ac110002,std_1595306613017_52,uKUM-8Z68
tch_20200713-103946_47,bc7ac540-cb0c-11ea-89f8-0242ac110002,std_1595306616121_47,uyGb-hsA7
tch_20200713-103946_53,bd37106f-cb0c-11ea-acee-0242ac110002,std_1595306617041_53,27Vi-TyUC
tch_20200713-103946_39,beea8cd7-cb0c-11ea-acee-0242ac110002,std_1595306620237_39,mdco-mdeD
tch_20200713-103946_54,bf985937-cb0c-11ea-acee-0242ac110002,std_1595306621056_54,KcaQ-k73z
tch_20200713-103946_33,bd8ece3a-cb0c-11ea-89f8-0242ac110002,std_1595306617951_33,ECHx-J8gF
tch_20200713-103946_34,bf44942f-cb0c-11ea-acee-0242ac110002,std_1595306620837_34,GktZ-84ho
tch_20200713-103946_41,bffac4e8-cb0c-11ea-acee-0242ac110002,std_1595306622001_41,43i8-9BxE
tch_20200713-103946_42,c1d9be40-cb0c-11ea-89f8-0242ac110002,std_1595306625141_42,3svK-Vj4L
tch_20200713-103946_55,c20fe8ed-cb0c-11ea-96b3-0242ac110002,std_1595306625073_55,7BU8-tM7G
tch_20200713-103946_40,bf492824-cb0c-11ea-af23-0242ac110002,std_1595306620875_40,xfjU-yqpz
tch_20200713-103946_49,c26d721d-cb0c-11ea-af23-0242ac110002,std_1595306626131_49,2X8z-8jMH
tch_20200713-103946_56,c4654ac9-cb0c-11ea-acee-0242ac110002,std_1595306629104_56,x2Ap-yr9o
tch_20200713-103946_48,c1deee21-cb0c-11ea-acee-0242ac110002,std_1595306625182_48,T42m-2W2r
tch_20200713-103946_35,c4551e32-cb0c-11ea-96b3-0242ac110002,std_1595306629327_35,jVv7-kCF4
tch_20200713-103946_50,c609abd4-cb0c-11ea-af23-0242ac110002,std_1595306632150_50,z2bf-6y2a
tch_20200713-103946_44,c6b49189-cb0c-11ea-89f8-0242ac110002,std_1595306633304_44,Gdg3-68Lg
tch_20200713-103946_51,c8473fb2-cb0c-11ea-af23-0242ac110002,std_1595306635964_51,Kwe2-7rwH
tch_20200713-103946_36,c7782fce-cb0c-11ea-acee-0242ac110002,std_1595306634567_36,uCrq-B9mR
tch_20200713-103946_37,c57c6060-cb0c-11ea-af23-0242ac110002,std_1595306631244_37,3oq6-Gupj
tch_20200713-103946_43,c74bc942-cb0c-11ea-96b3-0242ac110002,std_1595306634317_43,U3WJ-Zum2
tch_20200713-103946_57,c6d86d92-cb0c-11ea-acee-0242ac110002,std_1595306633217_57,td7q-8Q6q
tch_20200713-103946_46,c9038adf-cb0c-11ea-89f8-0242ac110002,std_1595306637173_46,o92N-F3j6
tch_20200713-103946_45,c8ce98d1-cb0c-11ea-96b3-0242ac110002,std_1595306636851_45,dF7o-xeqd
tch_20200713-103946_58,c946fca1-cb0c-11ea-af23-0242ac110002,std_1595306637290_58,9orf-Gn34
tch_20200713-103946_52,ca759143-cb0c-11ea-af23-0242ac110002,std_1595306639615_52,uKUM-8Z68
tch_20200713-103946_47,cd6229c5-cb0c-11ea-96b3-0242ac110002,std_1595306644524_47,uyGb-hsA7
tch_20200713-103946_38,c9225d4d-cb0c-11ea-af23-0242ac110002,std_1595306637378_38,8NYm-a4y9
tch_20200713-103946_59,cbb1bae3-cb0c-11ea-acee-0242ac110002,std_1595306641346_59,usfw-Kz3f
tch_20200713-103946_53,cdb6b2e6-cb0c-11ea-96b3-0242ac110002,std_1595306645061_53,27Vi-TyUC
tch_20200713-103946_39,cdd7a8b8-cb0c-11ea-96b3-0242ac110002,std_1595306645268_39,mdco-mdeD
tch_20200713-103946_60,ce18a939-cb0c-11ea-89f8-0242ac110002,std_1595306645370_60,Qz7n-yh7X
tch_20200713-103946_49,d19e744b-cb0c-11ea-89f8-0242ac110002,std_1595306651624_49,2X8z-8jMH
tch_20200713-103946_55,d0f0331d-cb0c-11ea-89f8-0242ac110002,std_1595306650475_55,7BU8-tM7G
tch_20200713-103946_54,cecba50f-cb0c-11ea-89f8-0242ac110002,std_1595306646877_54,KcaQ-k73z
tch_20200713-103946_48,d1e6ef47-cb0c-11ea-96b3-0242ac110002,std_1595306652108_48,T42m-2W2r
tch_20200713-103946_41,cf447f33-cb0c-11ea-acee-0242ac110002,std_1595306647687_41,43i8-9BxE
tch_20200713-103946_42,d0d3f8d5-cb0c-11ea-acee-0242ac110002,std_1595306650131_42,3svK-Vj4L
tch_20200713-103946_56,d1c33a82-cb0c-11ea-af23-0242ac110002,std_1595306651871_56,x2Ap-yr9o
tch_20200713-103946_61,d07dc280-cb0c-11ea-af23-0242ac110002,std_1595306649386_61,f8uo-aPC8
tch_20200713-103946_40,d1180644-cb0c-11ea-acee-0242ac110002,std_1595306650680_40,xfjU-yqpz
tch_20200713-103946_62,d2e79644-cb0c-11ea-96b3-0242ac110002,std_1595306653426_62,iwzg-4fUA
tch_20200713-103946_50,d4f4560d-cb0c-11ea-af23-0242ac110002,std_1595306657206_50,z2bf-6y2a
tch_20200713-103946_44,d64dcba2-cb0c-11ea-96b3-0242ac110002,std_1595306659491_44,Gdg3-68Lg
tch_20200713-103946_63,d54c3a72-cb0c-11ea-96b3-0242ac110002,std_1595306657442_63,sYAR-BG4x
tch_20200713-103946_64,d7ad0d5a-cb0c-11ea-89f8-0242ac110002,std_1595306661456_64,KvVX-VWfJ
tch_20200713-103946_58,d98d17f7-cb0c-11ea-acee-0242ac110002,std_1595306664908_58,9orf-Gn34
tch_20200713-103946_51,d6b58e5a-cb0c-11ea-89f8-0242ac110002,std_1595306660157_51,Kwe2-7rwH
tch_20200713-103946_43,d7b8a63f-cb0c-11ea-89f8-0242ac110002,std_1595306661882_43,U3WJ-Zum2
tch_20200713-103946_57,d7d29730-cb0c-11ea-89f8-0242ac110002,std_1595306662020_57,td7q-8Q6q
tch_20200713-103946_47,db2d5ace-cb0c-11ea-89f8-0242ac110002,std_1595306667661_47,uyGb-hsA7
tch_20200713-103946_52,dab1e8bd-cb0c-11ea-96b3-0242ac110002,std_1595306666839_52,uKUM-8Z68
tch_20200713-103946_59,dbedc3fc-cb0c-11ea-96b3-0242ac110002,std_1595306668914_59,usfw-Kz3f
tch_20200713-103946_46,d9294d9c-cb0c-11ea-89f8-0242ac110002,std_1595306664238_46,o92N-F3j6
tch_20200713-103946_45,d988ab0c-cb0c-11ea-acee-0242ac110002,std_1595306664864_45,dF7o-xeqd
tch_20200713-103946_53,dd152dca-cb0c-11ea-89f8-0242ac110002,std_1595306670862_53,27Vi-TyUC
tch_20200713-103946_65,da15a938-cb0c-11ea-96b3-0242ac110002,std_1595306665474_65,E479-qUiz
tch_20200713-103946_66,dc773f86-cb0c-11ea-af23-0242ac110002,std_1595306669490_66,auD7-irn3
tch_20200713-103946_67,dedb20b2-cb0c-11ea-acee-0242ac110002,std_1595306673498_67,rF8u-RmtJ
tch_20200713-103946_60,def314b4-cb0c-11ea-acee-0242ac110002,std_1595306673986_60,Qz7n-yh7X
tch_20200713-103946_54,e05da21c-cb0c-11ea-af23-0242ac110002,std_1595306676346_54,KcaQ-k73z
tch_20200713-103946_49,e0355991-cb0c-11ea-acee-0242ac110002,std_1595306676087_49,2X8z-8jMH
tch_20200713-103946_68,e13f4ead-cb0c-11ea-af23-0242ac110002,std_1595306677513_68,qYQo-29hK
tch_20200713-103946_55,e0475abc-cb0c-11ea-89f8-0242ac110002,std_1595306676183_55,7BU8-tM7G
tch_20200713-103946_56,e1fd962e-cb0c-11ea-af23-0242ac110002,std_1595306679065_56,x2Ap-yr9o
tch_20200713-103946_48,e098fcdf-cb0c-11ea-af23-0242ac110002,std_1595306676737_48,T42m-2W2r
tch_20200713-103946_61,e23ff693-cb0c-11ea-89f8-0242ac110002,std_1595306679516_61,f8uo-aPC8
tch_20200713-103946_69,e3a6b263-cb0c-11ea-96b3-0242ac110002,std_1595306681530_69,h8bB-4uez
tch_20200713-103946_62,e332e1d4-cb0c-11ea-af23-0242ac110002,std_1595306681121_62,iwzg-4fUA
tch_20200713-103946_50,e58cb059-cb0c-11ea-96b3-0242ac110002,std_1595306685050_50,z2bf-6y2a
tch_20200713-103946_51,e798857f-cb0c-11ea-acee-0242ac110002,std_1595306688450_51,Kwe2-7rwH
tch_20200713-103946_58,e7810607-cb0c-11ea-af23-0242ac110002,std_1595306688335_58,9orf-Gn34
tch_20200713-103946_70,e60e63c7-cb0c-11ea-96b3-0242ac110002,std_1595306685553_70,36Ew-a2wh
tch_20200713-103946_71,e870e40d-cb0c-11ea-acee-0242ac110002,std_1595306689569_71,26FC-Eg72
