tchextid,stduuid,stdextid,groupid
tch_20200713-103946_3,3c8fc67a-c4c8-11ea-96b3-0242ac110002,std_1594617489692_3,1d3a8dbc-04a2-481b-948d-d5e6612d1d7b
tch_20200713-103946_1,f5f1507f-c4c7-11ea-af23-0242ac110002,std_1594617371216_1,148ec656-8f31-4982-ab2e-ecb039449204
tch_20200713-103946_5,50d7e1d4-c4c8-11ea-acee-0242ac110002,std_1594617523718_5,817746f0-c5c8-4743-a6d5-209ec2834d9f
tch_20200713-103946_4,3f4549e4-c4c8-11ea-acee-0242ac110002,std_1594617494242_4,b6765568-a69b-482b-8f9a-7e34268e0639
tch_20200713-103946_3,2e04a1d7-c4c8-11ea-96b3-0242ac110002,std_1594617465305_3,1d3a8dbc-04a2-481b-948d-d5e6612d1d7b
tch_20200713-103946_2,0adcff9c-c4c8-11ea-89f8-0242ac110002,std_1594617406317_2,be9e2c42-5af0-460c-9993-49746bbd091d
tch_20200713-103946_1,e6cb2469-c4c7-11ea-af23-0242ac110002,std_1594617345797_1,148ec656-8f31-4982-ab2e-ecb039449204
tch_20200713-103946_5,4417e059-c4c8-11ea-af23-0242ac110002,std_1594617502342_5,817746f0-c5c8-4743-a6d5-209ec2834d9f
tch_20200713-103946_4,31c0bf3e-c4c8-11ea-96b3-0242ac110002,std_1594617471572_4,b6765568-a69b-482b-8f9a-7e34268e0639
tch_20200713-103946_3,1f7cb06d-c4c8-11ea-acee-0242ac110002,std_1594617440905_3,1d3a8dbc-04a2-481b-948d-d5e6612d1d7b
tch_20200713-103946_6,665d86c2-c4c8-11ea-acee-0242ac110002,std_1594617559797_6,66196a74-36bc-4caa-9792-0988027b25bf
tch_20200713-103946_2,fd6a4eae-c4c7-11ea-acee-0242ac110002,std_1594617383755_2,be9e2c42-5af0-460c-9993-49746bbd091d
tch_20200713-103946_1,d8e650e0-c4c7-11ea-acee-0242ac110002,std_1594617322481_1,148ec656-8f31-4982-ab2e-ecb039449204
tch_20200713-103946_5,34b9b392-c4c8-11ea-96b3-0242ac110002,std_1594617476543_5,817746f0-c5c8-4743-a6d5-209ec2834d9f
tch_20200713-103946_6,5a32c017-c4c8-11ea-96b3-0242ac110002,std_1594617539416_6,66196a74-36bc-4caa-9792-0988027b25bf
tch_20200713-103946_4,2483ec09-c4c8-11ea-acee-0242ac110002,std_1594617449323_4,b6765568-a69b-482b-8f9a-7e34268e0639
tch_20200713-103946_7,6c5deeee-c4c8-11ea-89f8-0242ac110002,std_1594617569889_7,93d8830c-872c-4ebf-bf45-40523f991ef9
tch_20200713-103946_2,f0803019-c4c7-11ea-96b3-0242ac110002,std_1594617362085_2,be9e2c42-5af0-460c-9993-49746bbd091d
tch_20200713-103946_1,c8dc541d-c4c7-11ea-96b3-0242ac110002,std_1594617295569_1,148ec656-8f31-4982-ab2e-ecb039449204
tch_20200713-103946_5,255cbfec-c4c8-11ea-96b3-0242ac110002,std_1594617450760_5,817746f0-c5c8-4743-a6d5-209ec2834d9f
tch_20200713-103946_6,4c77477f-c4c8-11ea-89f8-0242ac110002,std_1594617516369_6,66196a74-36bc-4caa-9792-0988027b25bf
tch_20200713-103946_7,5e1c2f04-c4c8-11ea-96b3-0242ac110002,std_1594617545964_7,93d8830c-872c-4ebf-bf45-40523f991ef9
tch_20200713-103946_2,e342e80d-c4c7-11ea-96b3-0242ac110002,std_1594617339850_2,be9e2c42-5af0-460c-9993-49746bbd091d
tch_20200713-103946_3,12fbb3e9-c4c8-11ea-acee-0242ac110002,std_1594617419914_3,bc2c3698-553a-49d6-b522-6e4f51fd6a80
tch_20200713-103946_6,3fd9c182-c4c8-11ea-af23-0242ac110002,std_1594617495214_6,66196a74-36bc-4caa-9792-0988027b25bf
tch_20200713-103946_7,4fc2c822-c4c8-11ea-89f8-0242ac110002,std_1594617521919_7,93d8830c-872c-4ebf-bf45-40523f991ef9
tch_20200713-103946_4,1621ab6a-c4c8-11ea-96b3-0242ac110002,std_1594617425147_4,61a8cfc4-f926-4b8e-80c9-d5a6023d0119
tch_20200713-103946_2,d54becba-c4c7-11ea-89f8-0242ac110002,std_1594617316433_2,be9e2c42-5af0-460c-9993-49746bbd091d
tch_20200713-103946_3,06005651-c4c8-11ea-af23-0242ac110002,std_1594617398118_3,bc2c3698-553a-49d6-b522-6e4f51fd6a80
tch_20200713-103946_6,2fc1e1b8-c4c8-11ea-af23-0242ac110002,std_1594617468199_6,66196a74-36bc-4caa-9792-0988027b25bf
tch_20200713-103946_7,438934c8-c4c8-11ea-acee-0242ac110002,std_1594617501370_7,93d8830c-872c-4ebf-bf45-40523f991ef9
tch_20200713-103946_5,1734effd-c4c8-11ea-96b3-0242ac110002,std_1594617427017_5,7c1a8fe7-f2c8-4f20-b344-05009eb47a5f
tch_20200713-103946_8,7a5ba0f4-c4c8-11ea-acee-0242ac110002,std_1594617593360_8,e2a5a0dd-9413-4a27-bb8a-526d13248fdf
tch_20200713-103946_4,0a4be32c-c4c8-11ea-af23-0242ac110002,std_1594617405346_4,61a8cfc4-f926-4b8e-80c9-d5a6023d0119
tch_20200713-103946_3,fa1de37c-c4c7-11ea-89f8-0242ac110002,std_1594617378180_3,bc2c3698-553a-49d6-b522-6e4f51fd6a80
tch_20200713-103946_1,ba8efb5f-c4c7-11ea-af23-0242ac110002,std_1594617271569_1,7315540f-03af-4815-a895-741a50607228
tch_20200713-103946_7,3634e206-c4c8-11ea-89f8-0242ac110002,std_1594617478996_7,93d8830c-872c-4ebf-bf45-40523f991ef9
tch_20200713-103946_9,7c8c6436-c4c8-11ea-96b3-0242ac110002,std_1594617597049_9,8b2064ad-c4a9-4df6-9013-91e19da2572b
tch_20200713-103946_5,0a711d81-c4c8-11ea-89f8-0242ac110002,std_1594617405603_5,7c1a8fe7-f2c8-4f20-b344-05009eb47a5f
tch_20200713-103946_8,6d830df3-c4c8-11ea-af23-0242ac110002,std_1594617571817_8,e2a5a0dd-9413-4a27-bb8a-526d13248fdf
tch_20200713-103946_1,ac8fc263-c4c7-11ea-89f8-0242ac110002,std_1594617248069_1,7315540f-03af-4815-a895-741a50607228
tch_20200713-103946_2,c70d391f-c4c7-11ea-89f8-0242ac110002,std_1594617292546_2,dcaae666-90a1-4930-950f-5c3ab6433747
tch_20200713-103946_9,6ff08c34-c4c8-11ea-acee-0242ac110002,std_1594617575860_9,8b2064ad-c4a9-4df6-9013-91e19da2572b
tch_20200713-103946_5,fc36d803-c4c7-11ea-96b3-0242ac110002,std_1594617381730_5,7c1a8fe7-f2c8-4f20-b344-05009eb47a5f
tch_20200713-103946_8,61695e1b-c4c8-11ea-89f8-0242ac110002,std_1594617551483_8,e2a5a0dd-9413-4a27-bb8a-526d13248fdf
tch_20200713-103946_3,e1b3203f-c4c7-11ea-96b3-0242ac110002,std_1594617337253_3,bc2c3698-553a-49d6-b522-6e4f51fd6a80
tch_20200713-103946_4,ecf53484-c4c7-11ea-af23-0242ac110002,std_1594617356121_4,61a8cfc4-f926-4b8e-80c9-d5a6023d0119
tch_20200713-103946_1,a038e336-c4c7-11ea-af23-0242ac110002,std_1594617227380_1,7315540f-03af-4815-a895-741a50607228
tch_20200713-103946_6,21ca4a60-c4c8-11ea-96b3-0242ac110002,std_1594617444779_6,f65982f2-a752-4ccf-876f-b0276bacfebe
tch_20200713-103946_10,8535085f-c4c8-11ea-af23-0242ac110002,std_1594617611570_10,5c8abb85-905c-472a-9f5c-55611cce72ee
tch_20200713-103946_2,b7c49084-c4c7-11ea-89f8-0242ac110002,std_1594617266856_2,dcaae666-90a1-4930-950f-5c3ab6433747
tch_20200713-103946_9,62f02533-c4c8-11ea-89f8-0242ac110002,std_1594617554072_9,8b2064ad-c4a9-4df6-9013-91e19da2572b
tch_20200713-103946_5,ef4cb919-c4c7-11ea-acee-0242ac110002,std_1594617360082_5,7c1a8fe7-f2c8-4f20-b344-05009eb47a5f
tch_20200713-103946_8,53f1a4f4-c4c8-11ea-acee-0242ac110002,std_1594617528892_8,e2a5a0dd-9413-4a27-bb8a-526d13248fdf
tch_20200713-103946_7,29225364-c4c8-11ea-96b3-0242ac110002,std_1594617457105_7,c4c56814-e98a-48d0-9c86-c15dfc800bc1
tch_20200713-103946_4,e1a4eea0-c4c7-11ea-89f8-0242ac110002,std_1594617337132_4,61a8cfc4-f926-4b8e-80c9-d5a6023d0119
tch_20200713-103946_1,93f78732-c4c7-11ea-acee-0242ac110002,std_1594617206807_1,7315540f-03af-4815-a895-741a50607228
tch_20200713-103946_6,119126de-c4c8-11ea-acee-0242ac110002,std_1594617417499_6,f65982f2-a752-4ccf-876f-b0276bacfebe
tch_20200713-103946_10,77af6d70-c4c8-11ea-acee-0242ac110002,std_1594617588896_10,5c8abb85-905c-472a-9f5c-55611cce72ee
tch_20200713-103946_2,a908707b-c4c7-11ea-acee-0242ac110002,std_1594617242151_2,dcaae666-90a1-4930-950f-5c3ab6433747
tch_20200713-103946_9,560ee02f-c4c8-11ea-acee-0242ac110002,std_1594617532481_9,8b2064ad-c4a9-4df6-9013-91e19da2572b
tch_20200713-103946_5,e2c4417e-c4c7-11ea-af23-0242ac110002,std_1594617339022_5,7c1a8fe7-f2c8-4f20-b344-05009eb47a5f
tch_20200713-103946_8,446711d9-c4c8-11ea-acee-0242ac110002,std_1594617502846_8,e2a5a0dd-9413-4a27-bb8a-526d13248fdf
tch_20200713-103946_7,1aec04b2-c4c8-11ea-89f8-0242ac110002,std_1594617433231_7,c4c56814-e98a-48d0-9c86-c15dfc800bc1
tch_20200713-103946_1,884a2df0-c4c7-11ea-acee-0242ac110002,std_1594617187233_1,7315540f-03af-4815-a895-741a50607228
tch_20200713-103946_6,02b633f6-c4c8-11ea-acee-0242ac110002,std_1594617392646_6,f65982f2-a752-4ccf-876f-b0276bacfebe
tch_20200713-103946_10,6a4bfe98-c4c8-11ea-acee-0242ac110002,std_1594617566422_10,5c8abb85-905c-472a-9f5c-55611cce72ee
tch_20200713-103946_2,9ad6b6dd-c4c7-11ea-acee-0242ac110002,std_1594617218330_2,dcaae666-90a1-4930-950f-5c3ab6433747
tch_20200713-103946_9,480ce830-c4c8-11ea-89f8-0242ac110002,std_1594617508978_9,8b2064ad-c4a9-4df6-9013-91e19da2572b
tch_20200713-103946_7,0e882ce5-c4c8-11ea-89f8-0242ac110002,std_1594617412443_7,c4c56814-e98a-48d0-9c86-c15dfc800bc1
tch_20200713-103946_3,d2ed3bbc-c4c7-11ea-af23-0242ac110002,std_1594617312452_3,063b1f6b-f7b2-4831-bd24-37f244f7fb88
tch_20200713-103946_6,f3579257-c4c7-11ea-acee-0242ac110002,std_1594617366825_6,f65982f2-a752-4ccf-876f-b0276bacfebe
tch_20200713-103946_11,8c739660-c4c8-11ea-89f8-0242ac110002,std_1594617623735_11,d524d197-05b1-4842-a12f-14ac17cc945e
tch_20200713-103946_10,5e4f9bb7-c4c8-11ea-89f8-0242ac110002,std_1594617546300_10,5c8abb85-905c-472a-9f5c-55611cce72ee
tch_20200713-103946_2,8eae3944-c4c7-11ea-96b3-0242ac110002,std_1594617197934_2,dcaae666-90a1-4930-950f-5c3ab6433747
tch_20200713-103946_7,01f52ddd-c4c8-11ea-af23-0242ac110002,std_1594617391384_7,c4c56814-e98a-48d0-9c86-c15dfc800bc1
tch_20200713-103946_3,c5dcf6e6-c4c7-11ea-af23-0242ac110002,std_1594617290518_3,063b1f6b-f7b2-4831-bd24-37f244f7fb88
tch_20200713-103946_6,e74b2981-c4c7-11ea-96b3-0242ac110002,std_1594617346593_6,f65982f2-a752-4ccf-876f-b0276bacfebe
tch_20200713-103946_5,d4ee3c4b-c4c7-11ea-96b3-0242ac110002,std_1594617315811_5,43d4d596-8387-4554-9c92-852e8039f2be
tch_20200713-103946_4,d6b4a407-c4c7-11ea-89f8-0242ac110002,std_1594617318788_4,6cd11881-f58b-4f5a-a8f8-1f30f8557773
tch_20200713-103946_11,7db52c0d-c4c8-11ea-96b3-0242ac110002,std_1594617599002_11,d524d197-05b1-4842-a12f-14ac17cc945e
tch_20200713-103946_12,90c7d506-c4c8-11ea-89f8-0242ac110002,std_1594617630976_12,bd6f188f-9db1-4808-aca8-24eb0ffbf2ad
tch_20200713-103946_10,4f5d024c-c4c8-11ea-af23-0242ac110002,std_1594617521247_10,5c8abb85-905c-472a-9f5c-55611cce72ee
tch_20200713-103946_1,79e9c219-c4c7-11ea-89f8-0242ac110002,std_1594617163082_1,0cd86c15-194f-4e20-bfc6-22818fcea701
tch_20200713-103946_8,38777f5d-c4c8-11ea-96b3-0242ac110002,std_1594617482819_8,04e4cd3d-b9c1-4980-b82e-8e3fb944a385
tch_20200713-103946_7,f5fb89aa-c4c7-11ea-acee-0242ac110002,std_1594617371294_7,c4c56814-e98a-48d0-9c86-c15dfc800bc1
tch_20200713-103946_3,b8235264-c4c7-11ea-89f8-0242ac110002,std_1594617267486_3,063b1f6b-f7b2-4831-bd24-37f244f7fb88
tch_20200713-103946_5,c8730b63-c4c7-11ea-acee-0242ac110002,std_1594617294875_5,43d4d596-8387-4554-9c92-852e8039f2be
tch_20200713-103946_4,c838c1bd-c4c7-11ea-96b3-0242ac110002,std_1594617294483_4,6cd11881-f58b-4f5a-a8f8-1f30f8557773
tch_20200713-103946_11,7127d386-c4c8-11ea-acee-0242ac110002,std_1594617577923_11,d524d197-05b1-4842-a12f-14ac17cc945e
tch_20200713-103946_12,83ae8ff6-c4c8-11ea-89f8-0242ac110002,std_1594617608988_12,bd6f188f-9db1-4808-aca8-24eb0ffbf2ad
tch_20200713-103946_9,3a8fd731-c4c8-11ea-89f8-0242ac110002,std_1594617486287_9,d00ee64a-e6bb-4bda-9f6a-9abdbd8158c8
tch_20200713-103946_1,6c208daf-c4c7-11ea-89f8-0242ac110002,std_1594617139949_1,0cd86c15-194f-4e20-bfc6-22818fcea701
tch_20200713-103946_8,29222bf0-c4c8-11ea-89f8-0242ac110002,std_1594617457089_8,04e4cd3d-b9c1-4980-b82e-8e3fb944a385
tch_20200713-103946_5,ba6998ce-c4c7-11ea-acee-0242ac110002,std_1594617271316_5,43d4d596-8387-4554-9c92-852e8039f2be
tch_20200713-103946_3,a9c49518-c4c7-11ea-89f8-0242ac110002,std_1594617243377_3,063b1f6b-f7b2-4831-bd24-37f244f7fb88
tch_20200713-103946_4,bacf6031-c4c7-11ea-acee-0242ac110002,std_1594617271983_4,6cd11881-f58b-4f5a-a8f8-1f30f8557773
tch_20200713-103946_11,631dc4a2-c4c8-11ea-96b3-0242ac110002,std_1594617554364_11,d524d197-05b1-4842-a12f-14ac17cc945e
tch_20200713-103946_12,77420518-c4c8-11ea-89f8-0242ac110002,std_1594617588108_12,bd6f188f-9db1-4808-aca8-24eb0ffbf2ad
tch_20200713-103946_13,99fdc5dc-c4c8-11ea-acee-0242ac110002,std_1594617646447_13,09ece74b-7da1-4140-aa62-86d6a4b36999
tch_20200713-103946_9,2afb323f-c4c8-11ea-acee-0242ac110002,std_1594617460198_9,d00ee64a-e6bb-4bda-9f6a-9abdbd8158c8
tch_20200713-103946_2,8301078c-c4c7-11ea-89f8-0242ac110002,std_1594617178373_2,f17dd4a6-e338-432c-8fee-62db4946abd6
tch_20200713-103946_1,5eb92826-c4c7-11ea-89f8-0242ac110002,std_1594617117457_1,0cd86c15-194f-4e20-bfc6-22818fcea701
tch_20200713-103946_8,1c87b37a-c4c8-11ea-acee-0242ac110002,std_1594617435907_8,04e4cd3d-b9c1-4980-b82e-8e3fb944a385
tch_20200713-103946_3,9cd370b6-c4c7-11ea-af23-0242ac110002,std_1594617221676_3,063b1f6b-f7b2-4831-bd24-37f244f7fb88
tch_20200713-103946_5,ad5a3ec7-c4c7-11ea-89f8-0242ac110002,std_1594617249387_5,43d4d596-8387-4554-9c92-852e8039f2be
tch_20200713-103946_6,dac87ec6-c4c7-11ea-af23-0242ac110002,std_1594617325624_6,b6c3a0a9-cdc1-4ee0-a4f7-b8b81aa80db9
tch_20200713-103946_4,ad5f20e2-c4c7-11ea-89f8-0242ac110002,std_1594617249449_4,6cd11881-f58b-4f5a-a8f8-1f30f8557773
tch_20200713-103946_11,54f46f6a-c4c8-11ea-96b3-0242ac110002,std_1594617530614_11,d524d197-05b1-4842-a12f-14ac17cc945e
tch_20200713-103946_12,6705d48e-c4c8-11ea-96b3-0242ac110002,std_1594617560916_12,bd6f188f-9db1-4808-aca8-24eb0ffbf2ad
tch_20200713-103946_13,8c937a5b-c4c8-11ea-96b3-0242ac110002,std_1594617623941_13,09ece74b-7da1-4140-aa62-86d6a4b36999
tch_20200713-103946_2,74c9ce5e-c4c7-11ea-af23-0242ac110002,std_1594617154527_2,f17dd4a6-e338-432c-8fee-62db4946abd6
tch_20200713-103946_14,a1d2a0ae-c4c8-11ea-af23-0242ac110002,std_1594617659578_14,69e07f1f-d452-41a8-9d63-23403d7e2f36
tch_20200713-103946_9,1e3d79d6-c4c8-11ea-96b3-0242ac110002,std_1594617438822_9,d00ee64a-e6bb-4bda-9f6a-9abdbd8158c8
tch_20200713-103946_1,5171f4c6-c4c7-11ea-96b3-0242ac110002,std_1594617095131_1,0cd86c15-194f-4e20-bfc6-22818fcea701
tch_20200713-103946_10,42d240fd-c4c8-11ea-89f8-0242ac110002,std_1594617500193_10,6f1fcaf7-e1fc-44a2-8759-5fa083b186f3
tch_20200713-103946_7,e8545b98-c4c7-11ea-acee-0242ac110002,std_1594617348369_7,732068ea-dbb5-4c13-8f26-b1e74ed6e9d7
tch_20200713-103946_8,0f508651-c4c8-11ea-89f8-0242ac110002,std_1594617413792_8,04e4cd3d-b9c1-4980-b82e-8e3fb944a385
tch_20200713-103946_5,a00cc9b8-c4c7-11ea-af23-0242ac110002,std_1594617227098_5,43d4d596-8387-4554-9c92-852e8039f2be
tch_20200713-103946_4,9ebaa73e-c4c7-11ea-96b3-0242ac110002,std_1594617224827_4,6cd11881-f58b-4f5a-a8f8-1f30f8557773
tch_20200713-103946_6,cd642656-c4c7-11ea-acee-0242ac110002,std_1594617303180_6,b6c3a0a9-cdc1-4ee0-a4f7-b8b81aa80db9
tch_20200713-103946_12,594c09b3-c4c8-11ea-96b3-0242ac110002,std_1594617537907_12,bd6f188f-9db1-4808-aca8-24eb0ffbf2ad
tch_20200713-103946_13,7d429425-c4c8-11ea-af23-0242ac110002,std_1594617598229_13,09ece74b-7da1-4140-aa62-86d6a4b36999
tch_20200713-103946_2,6870083d-c4c7-11ea-96b3-0242ac110002,std_1594617133769_2,f17dd4a6-e338-432c-8fee-62db4946abd6
tch_20200713-103946_10,32a0be41-c4c8-11ea-89f8-0242ac110002,std_1594617473016_10,6f1fcaf7-e1fc-44a2-8759-5fa083b186f3
tch_20200713-103946_14,95200bc3-c4c8-11ea-96b3-0242ac110002,std_1594617638295_14,69e07f1f-d452-41a8-9d63-23403d7e2f36
tch_20200713-103946_9,0f44ed94-c4c8-11ea-af23-0242ac110002,std_1594617413664_9,d00ee64a-e6bb-4bda-9f6a-9abdbd8158c8
tch_20200713-103946_1,443a5143-c4c7-11ea-af23-0242ac110002,std_1594617072693_1,0cd86c15-194f-4e20-bfc6-22818fcea701
tch_20200713-103946_7,d9aa3d50-c4c7-11ea-89f8-0242ac110002,std_1594617323752_7,732068ea-dbb5-4c13-8f26-b1e74ed6e9d7
tch_20200713-103946_8,01519bb4-c4c8-11ea-96b3-0242ac110002,std_1594617390300_8,04e4cd3d-b9c1-4980-b82e-8e3fb944a385
tch_20200713-103946_6,c1046ca3-c4c7-11ea-96b3-0242ac110002,std_1594617282413_6,b6c3a0a9-cdc1-4ee0-a4f7-b8b81aa80db9
tch_20200713-103946_13,6ef93300-c4c8-11ea-acee-0242ac110002,std_1594617574290_13,09ece74b-7da1-4140-aa62-86d6a4b36999
tch_20200713-103946_2,58e32b5e-c4c7-11ea-acee-0242ac110002,std_1594617107693_2,f17dd4a6-e338-432c-8fee-62db4946abd6
tch_20200713-103946_10,2585a456-c4c8-11ea-96b3-0242ac110002,std_1594617451042_10,6f1fcaf7-e1fc-44a2-8759-5fa083b186f3
tch_20200713-103946_14,88ed07dd-c4c8-11ea-acee-0242ac110002,std_1594617617820_14,69e07f1f-d452-41a8-9d63-23403d7e2f36
tch_20200713-103946_9,02c8aab3-c4c8-11ea-acee-0242ac110002,std_1594617392750_9,d00ee64a-e6bb-4bda-9f6a-9abdbd8158c8
tch_20200713-103946_15,a7d8fba3-c4c8-11ea-af23-0242ac110002,std_1594617669695_15,72f11123-7573-476b-a2ec-cbc4f4778b81
tch_20200713-103946_3,8eddae40-c4c7-11ea-96b3-0242ac110002,std_1594617198276_3,760d6707-c6a6-4855-ae65-c847c82cbf16
tch_20200713-103946_7,cbb90de8-c4c7-11ea-89f8-0242ac110002,std_1594617300351_7,732068ea-dbb5-4c13-8f26-b1e74ed6e9d7
tch_20200713-103946_16,a73c6e02-c4c8-11ea-acee-0242ac110002,std_1594617668639_16,f0063199-e9d3-4938-a7d0-be4278e53b85
tch_20200713-103946_6,b2aa6a33-c4c7-11ea-af23-0242ac110002,std_1594617258334_6,b6c3a0a9-cdc1-4ee0-a4f7-b8b81aa80db9
tch_20200713-103946_11,46f58450-c4c8-11ea-af23-0242ac110002,std_1594617507074_11,899b8759-06ed-40c4-b7fc-1341698e7349
tch_20200713-103946_13,6347e246-c4c8-11ea-96b3-0242ac110002,std_1594617554661_13,09ece74b-7da1-4140-aa62-86d6a4b36999
tch_20200713-103946_2,4dfaa7f6-c4c7-11ea-89f8-0242ac110002,std_1594617089092_2,f17dd4a6-e338-432c-8fee-62db4946abd6
tch_20200713-103946_10,16ebb28e-c4c8-11ea-acee-0242ac110002,std_1594617426529_10,6f1fcaf7-e1fc-44a2-8759-5fa083b186f3
tch_20200713-103946_14,7a502f13-c4c8-11ea-acee-0242ac110002,std_1594617593282_14,69e07f1f-d452-41a8-9d63-23403d7e2f36
tch_20200713-103946_3,80f13a75-c4c7-11ea-af23-0242ac110002,std_1594617174887_3,760d6707-c6a6-4855-ae65-c847c82cbf16
tch_20200713-103946_15,9a03ba0d-c4c8-11ea-96b3-0242ac110002,std_1594617646448_15,72f11123-7573-476b-a2ec-cbc4f4778b81
tch_20200713-103946_16,98e10b18-c4c8-11ea-89f8-0242ac110002,std_1594617644563_16,f0063199-e9d3-4938-a7d0-be4278e53b85
tch_20200713-103946_7,bd6db1b9-c4c7-11ea-89f8-0242ac110002,std_1594617276336_7,732068ea-dbb5-4c13-8f26-b1e74ed6e9d7
tch_20200713-103946_5,9246f06a-c4c7-11ea-acee-0242ac110002,std_1594617203987_5,c4055373-4c36-477b-a602-ccf281619596
tch_20200713-103946_6,a6a18301-c4c7-11ea-89f8-0242ac110002,std_1594617238127_6,b6c3a0a9-cdc1-4ee0-a4f7-b8b81aa80db9
tch_20200713-103946_4,907df073-c4c7-11ea-96b3-0242ac110002,std_1594617200982_4,bfd0c0da-fef5-401c-9e5a-f74f72b902b9
tch_20200713-103946_11,39f93cea-c4c8-11ea-acee-0242ac110002,std_1594617485347_11,899b8759-06ed-40c4-b7fc-1341698e7349
tch_20200713-103946_12,4be7ff5a-c4c8-11ea-89f8-0242ac110002,std_1594617515439_12,63421d97-4763-487a-8022-38d3e2c0185e
tch_20200713-103946_8,f3e2e347-c4c7-11ea-af23-0242ac110002,std_1594617367776_8,cfae8e88-3283-4080-b5e7-71a65cfc3487
tch_20200713-103946_10,085bf9f2-c4c8-11ea-af23-0242ac110002,std_1594617402066_10,6f1fcaf7-e1fc-44a2-8759-5fa083b186f3
tch_20200713-103946_3,71e461e7-c4c7-11ea-96b3-0242ac110002,std_1594617149644_3,760d6707-c6a6-4855-ae65-c847c82cbf16
tch_20200713-103946_14,6c6edf3c-c4c8-11ea-96b3-0242ac110002,std_1594617570010_14,69e07f1f-d452-41a8-9d63-23403d7e2f36
tch_20200713-103946_15,8b31ee9c-c4c8-11ea-af23-0242ac110002,std_1594617621627_15,72f11123-7573-476b-a2ec-cbc4f4778b81
tch_20200713-103946_16,8b20d80f-c4c8-11ea-acee-0242ac110002,std_1594617621510_16,f0063199-e9d3-4938-a7d0-be4278e53b85
tch_20200713-103946_7,b0914d98-c4c7-11ea-acee-0242ac110002,std_1594617254793_7,732068ea-dbb5-4c13-8f26-b1e74ed6e9d7
tch_20200713-103946_5,86087a92-c4c7-11ea-96b3-0242ac110002,std_1594617183419_5,c4055373-4c36-477b-a602-ccf281619596
tch_20200713-103946_4,82e62bd2-c4c7-11ea-acee-0242ac110002,std_1594617178172_4,bfd0c0da-fef5-401c-9e5a-f74f72b902b9
tch_20200713-103946_11,2e6697d1-c4c8-11ea-af23-0242ac110002,std_1594617465955_11,899b8759-06ed-40c4-b7fc-1341698e7349
tch_20200713-103946_12,3f94c8ba-c4c8-11ea-89f8-0242ac110002,std_1594617494750_12,63421d97-4763-487a-8022-38d3e2c0185e
tch_20200713-103946_8,e4366f51-c4c7-11ea-96b3-0242ac110002,std_1594617341449_8,cfae8e88-3283-4080-b5e7-71a65cfc3487
tch_20200713-103946_3,6189acbd-c4c7-11ea-acee-0242ac110002,std_1594617122191_3,760d6707-c6a6-4855-ae65-c847c82cbf16
tch_20200713-103946_9,f602409d-c4c7-11ea-acee-0242ac110002,std_1594617371318_9,ca1cb526-25ec-44d8-b104-a5b71b5d4ea0
