student,classcode
perf_prod_std_02554,Md9i-GYgB
perf_prod_std_02555,c8Ch-6WdR
perf_prod_std_02556,DRjL-7hae
perf_prod_std_02557,P6ZX-8Mih
perf_prod_std_02558,WC9X-be3X
perf_prod_std_02559,i4i6-Q6iE
perf_prod_std_02560,3JWf-Eg8X
perf_prod_std_02561,GLgi-8Ub8
perf_prod_std_02562,6Ai4-a4jM
perf_prod_std_02563,E6f7-3H3f
perf_prod_std_02564,VbfN-g29T
perf_prod_std_02565,fife-aNaE
perf_prod_std_02566,4hg8-if9V
perf_prod_std_02567,3fT3-KL9D
perf_prod_std_02568,UjhG-W2Q2
perf_prod_std_02569,dJ9i-d7WZ
perf_prod_std_02570,9aeE-9ZQd
perf_prod_std_02571,dhfg-Gfbe
perf_prod_std_02572,7jhE-L3c8
perf_prod_std_02573,4b6J-83bg
perf_prod_std_02574,4Kd7-edY6
perf_prod_std_02575,GjXN-TacP
perf_prod_std_02576,632b-92fU
perf_prod_std_02577,chgi-23cP
perf_prod_std_02578,Nj6j-iXC4
perf_prod_std_02579,bjQT-cgWe
perf_prod_std_02580,Ej4f-JK6T
perf_prod_std_02581,386j-eaUh
perf_prod_std_02582,gPg8-DbWE
perf_prod_std_02583,YZKT-d8c4
perf_prod_std_02584,3LH3-7hf8
perf_prod_std_02585,fD2g-Ac39
perf_prod_std_02586,KiKB-3Ecg
perf_prod_std_02587,4aRX-gBZ3
perf_prod_std_02588,CV98-49Nb
perf_prod_std_02589,9c26-3AQ6
perf_prod_std_02590,87eJ-Fgag
perf_prod_std_02591,G4jU-ifYd
perf_prod_std_02592,iMg2-7262
perf_prod_std_02593,D4d3-4g2X
perf_prod_std_02594,9CLQ-JQBc
perf_prod_std_02595,7bT4-PabQ
perf_prod_std_02596,ca3W-jcib
perf_prod_std_02597,j9cb-GcZi
perf_prod_std_02598,2iLE-7cDd
perf_prod_std_02599,92F2-7aCA
perf_prod_std_02600,7bBL-Thcd
perf_prod_std_02601,V6g6-iLbc
perf_prod_std_02602,e27c-e6Ve
perf_prod_std_02603,9dhf-68Y7
perf_prod_std_02604,J6e2-b29C
perf_prod_std_02605,hEh7-gi4L
perf_prod_std_02606,Q3e3-jeRf
perf_prod_std_02607,7623-f8N3
perf_prod_std_02608,a43P-DeDj
perf_prod_std_02609,NjLb-cAfh
perf_prod_std_02610,eQiH-6j93
perf_prod_std_02611,bM2c-iMgB
perf_prod_std_02612,dQTG-i97U
perf_prod_std_02613,PcV8-h3fW
perf_prod_std_02614,A3gG-jaXK
perf_prod_std_02615,EH2b-GiHF
perf_prod_std_02616,J2c3-4ANE
perf_prod_std_02617,PFeG-7cLb
perf_prod_std_02618,aKc6-9V2H
perf_prod_std_02619,fGg3-6H6h
perf_prod_std_02620,dM7W-T6Ja
perf_prod_std_02621,Qd28-V7gU
perf_prod_std_02622,6e3N-bHeA
perf_prod_std_02623,jX2Y-L2Pf
perf_prod_std_02624,QC7D-QV7g
perf_prod_std_02625,Teg7-K6Bg
perf_prod_std_02626,BbM3-WJbU
perf_prod_std_02627,2F3J-PdLi
perf_prod_std_02628,QYbh-ZcNd
perf_prod_std_02629,KFPa-HWLg
perf_prod_std_02630,72Da-N68g
perf_prod_std_02631,JdVR-gaBF
perf_prod_std_02632,4be3-7TR9
perf_prod_std_02633,hYP7-aBFY
perf_prod_std_02634,fU3d-eVcA
perf_prod_std_02635,d87j-9h4b
perf_prod_std_02636,6Df2-729U
perf_prod_std_02637,3R7D-4gB3
perf_prod_std_02638,hWf3-d3fH
perf_prod_std_02639,eEKd-H98c
perf_prod_std_02640,gbGH-XF3L
perf_prod_std_02641,4d8R-eHAe
perf_prod_std_02642,gW7g-MGac
perf_prod_std_02643,XRch-jH3i
perf_prod_std_02644,i6AE-HZ73
perf_prod_std_02645,hBa7-TCaj
perf_prod_std_02646,UHd4-E2Wi
perf_prod_std_02647,dFa9-K7N9
perf_prod_std_02648,fHdi-he92
perf_prod_std_02649,9cBA-fcVg
perf_prod_std_02650,2X8U-A83a
perf_prod_std_02651,iN9Q-gaPQ
perf_prod_std_02652,H7ag-bY96
perf_prod_std_02653,a8jM-236C
perf_prod_std_02654,igTN-6Nd8
perf_prod_std_02655,4EgP-ec9B
perf_prod_std_02656,2cUH-4J3D
perf_prod_std_02657,HgQU-hGDV
perf_prod_std_02658,gTc2-3Z82
perf_prod_std_02659,NZEW-f7iG
perf_prod_std_02660,K2d2-feKi
perf_prod_std_02661,jPeb-3c87
perf_prod_std_02662,7eEP-fj3f
perf_prod_std_02663,c8P2-Ugj9
perf_prod_std_02664,f2e3-2igc
perf_prod_std_02665,92Nc-H64Y
perf_prod_std_02666,eRW3-acUd
perf_prod_std_02667,c86U-bci8
perf_prod_std_02668,MA46-W2Md
perf_prod_std_02669,K79j-igjb
perf_prod_std_02670,dMH7-bG36
perf_prod_std_02671,6B7a-c6Ua
perf_prod_std_02672,ZHMf-XB4j
perf_prod_std_02673,dT93-jgTU
perf_prod_std_02674,JYWT-i29M
perf_prod_std_02675,fidc-haXa
perf_prod_std_02676,C2QW-giZ6
perf_prod_std_02677,hjJ9-BgiH
perf_prod_std_02678,67X7-3PaK
perf_prod_std_02679,H73Q-edha
perf_prod_std_02680,bP8d-aieY
perf_prod_std_02681,Qe8c-gQ6g
perf_prod_std_02682,3f9Z-2dXB
perf_prod_std_02683,2c89-Hfec
perf_prod_std_02684,4M67-2Mj4
perf_prod_std_02685,B9Bg-R3f6
perf_prod_std_02686,Hhe4-g2iU
perf_prod_std_02687,f8dP-c24i
perf_prod_std_02688,dMUT-938f
perf_prod_std_02689,Yb2W-4Ed4
perf_prod_std_02690,bdKe-9Xa8
perf_prod_std_02691,b6jd-chf2
perf_prod_std_02692,49eg-8PN3
perf_prod_std_02693,eKTh-7M8i
perf_prod_std_02694,f2Db-3Mbj
perf_prod_std_02695,Ye6h-gGRj
perf_prod_std_02696,a6dZ-3eRA
perf_prod_std_02697,9NEG-gPZa
perf_prod_std_02698,e6KE-CPad
perf_prod_std_02699,cVeF-6djA
perf_prod_std_02700,f9aM-RWZG
perf_prod_std_02701,27Ce-8had
perf_prod_std_02702,M6dc-edNG
perf_prod_std_02703,4d6c-eMg4
perf_prod_std_02704,PhLi-BZif
perf_prod_std_02705,bYZ7-HFX2
perf_prod_std_02706,6c2j-gbhU
perf_prod_std_02707,ec6a-hQh9
perf_prod_std_02708,WM9D-A7iR
perf_prod_std_02709,6GiP-F83j
perf_prod_std_02710,gW84-NgC8
