tchextuserid,class Title,class Code,category
tch_20230731-110048_50,class_20230731-110048_50,47ew-8m2a,3B8PE
tch_20230731-110048_51,class_20230731-110048_51,y242-yum4,3B8PE
tch_20230731-110048_52,class_20230731-110048_52,RzUw-CJvg,3B8PE
tch_20230731-110048_54,class_20230731-110048_54,67FH-6t4B,3B8PE
tch_20230731-110048_53,class_20230731-110048_53,Kpfw-3a23,3B8PE
tch_20230731-110048_55,class_20230731-110048_55,dK7K-uE2i,3B8PE
tch_20230731-110048_56,class_20230731-110048_56,aTPh-Wy69,3B8PE
tch_20230731-110048_57,class_20230731-110048_57,dmCf-tPfd,3B8PE
tch_20230731-110048_58,class_20230731-110048_58,8AmC-nt7x,3B8PE
tch_20230731-110048_59,class_20230731-110048_59,D84A-W76d,3B8PE
tch_20230731-110048_60,class_20230731-110048_60,aQ2Y-9jDj,3B8PE
tch_20230731-110048_61,class_20230731-110048_61,xbKG-rz8s,3B8PE
tch_20230731-110048_64,class_20230731-110048_64,yxWf-i8Vs,3B8PE
tch_20230731-110048_62,class_20230731-110048_62,idDq-Mf2w,3B8PE
tch_20230731-110048_63,class_20230731-110048_63,bP4W-JG9P,3B8PE
tch_20230731-110048_65,class_20230731-110048_65,b2FH-x3oy,3B8PE
tch_20230731-110048_66,class_20230731-110048_66,Wcr3-C6WG,3B8PE
tch_20230731-110048_68,class_20230731-110048_68,QxKG-4i7F,3B8PE
tch_20230731-110048_67,class_20230731-110048_67,sca4-F4e4,3B8PE
tch_20230731-110048_70,class_20230731-110048_70,FoNm-gc3K,3B8PE
tch_20230731-110048_69,class_20230731-110048_69,dqMv-6LJX,3B8PE
tch_20230731-110048_71,class_20230731-110048_71,49r9-Q8su,3B8PE
tch_20230731-110048_72,class_20230731-110048_72,W3f6-82zd,3B8PE
tch_20230731-110048_73,class_20230731-110048_73,42xy-U8jZ,3B8PE
tch_20230731-110048_74,class_20230731-110048_74,dB2K-nA3R,3B8PE
tch_20230731-110048_75,class_20230731-110048_75,2HNQ-Ke2K,3B8PE
tch_20230731-110048_76,class_20230731-110048_76,jc4q-2Qjm,3B8PE
tch_20230731-110048_77,class_20230731-110048_77,rofE-ekJD,3B8PE
tch_20230731-110048_78,class_20230731-110048_78,s9bP-7Uwd,3B8PE
tch_20230731-110048_79,class_20230731-110048_79,n8U4-g3fb,3B8PE
tch_20230731-110048_80,class_20230731-110048_80,8ZdT-4kZ2,3B8PE
tch_20230731-110048_82,class_20230731-110048_82,A3hs-9LoX,3B8PE
tch_20230731-110048_81,class_20230731-110048_81,48w4-TZfE,3B8PE
tch_20230731-110048_84,class_20230731-110048_84,wQqf-J2H4,3B8PE
tch_20230731-110048_83,class_20230731-110048_83,q9z7-2odu,3B8PE
tch_20230731-110048_85,class_20230731-110048_85,F7Pu-ZF7i,3B8PE
tch_20230731-110048_86,class_20230731-110048_86,EPMV-uegM,3B8PE
tch_20230731-110048_87,class_20230731-110048_87,K4sx-zXd2,3B8PE
tch_20230731-110048_88,class_20230731-110048_88,TU87-GEJm,3B8PE
tch_20230731-110048_89,class_20230731-110048_89,hVqa-EYpe,3B8PE
tch_20230731-110048_90,class_20230731-110048_90,u2Rv-9Ktg,3B8PE
tch_20230731-110048_91,class_20230731-110048_91,zVda-9nM6,3B8PE
tch_20230731-110048_93,class_20230731-110048_93,Xfar-Ak63,3B8PE
tch_20230731-110048_92,class_20230731-110048_92,4Eup-kUae,3B8PE
tch_20230731-110048_94,class_20230731-110048_94,Q34p-uV92,3B8PE
tch_20230731-110048_95,class_20230731-110048_95,tQxz-B7at,3B8PE
tch_20230731-110048_97,class_20230731-110048_97,3qPL-47Xd,3B8PE
tch_20230731-110048_96,class_20230731-110048_96,uskT-tPoh,3B8PE
tch_20230731-110048_98,class_20230731-110048_98,KrMC-73Y9,3B8PE
tch_20230731-110048_99,class_20230731-110048_99,2wnq-RaDH,3B8PE
tch_20230731-110048_100,class_20230731-110048_100,Ca67-PQ3Q,3B8PE
tch_20230727-142846_1,class_20230727-142846_1,taMz-82Qx,3B8PE
tch_20230727-142846_2,class_20230727-142846_2,qJf8-U9Vt,3B8PE
tch_20230727-142846_3,class_20230727-142846_3,bnFe-zE27,3B8PE
tch_20230727-142846_4,class_20230727-142846_4,2CAn-g92Q,3B8PE
tch_20230727-142846_5,class_20230727-142846_5,6hEH-dYJg,3B8PE
tch_20230727-142846_6,class_20230727-142846_6,RfEk-7Ae8,3B8PE
tch_20230727-142846_7,class_20230727-142846_7,UkRJ-eq69,3B8PE
tch_20230727-142846_8,class_20230727-142846_8,ba7a-mRr7,3B8PE
tch_20230727-142846_9,class_20230727-142846_9,G378-Tx9Q,3B8PE
tch_20230727-142846_10,class_20230727-142846_10,KtV9-pb2d,3B8PE
tch_20230727-142846_11,class_20230727-142846_11,aC8c-TGhp,3B8PE
tch_20230727-142846_12,class_20230727-142846_12,qZvK-7PGd,3B8PE
tch_20230727-142846_13,class_20230727-142846_13,eTPh-249h,3B8PE
tch_20230727-142846_14,class_20230727-142846_14,737R-GDp7,3B8PE
tch_20230727-142846_15,class_20230727-142846_15,oVwr-L364,3B8PE
tch_20230727-142846_16,class_20230727-142846_16,74Lp-m8tP,3B8PE
tch_20230727-142846_17,class_20230727-142846_17,iqH7-fyo3,3B8PE
tch_20230727-142846_18,class_20230727-142846_18,7896-7eh4,3B8PE
tch_20230727-142846_19,class_20230727-142846_19,hPLc-63Gr,3B8PE
tch_20230727-142846_20,class_20230727-142846_20,4hW8-dJoj,3B8PE
tch_20230727-142846_21,class_20230727-142846_21,XeNH-p49K,3B8PE
tch_20230727-142846_22,class_20230727-142846_22,c43g-Fv32,3B8PE
tch_20230727-142846_23,class_20230727-142846_23,B8TE-s6aM,3B8PE
tch_20230727-142846_24,class_20230727-142846_24,8MHq-6KZ6,3B8PE
tch_20230727-142846_25,class_20230727-142846_25,F3XK-rgpD,3B8PE
tch_20230727-142846_26,class_20230727-142846_26,v434-a8VM,3B8PE
tch_20230727-142846_27,class_20230727-142846_27,6Ajs-Tqb2,3B8PE
tch_20230727-142846_29,class_20230727-142846_29,mh2Q-r2Xi,3B8PE
tch_20230727-142846_28,class_20230727-142846_28,oRd3-tVw7,3B8PE
tch_20230727-142846_30,class_20230727-142846_30,XCMP-EDCr,3B8PE
tch_20230727-142846_31,class_20230727-142846_31,ZbpE-i8ke,3B8PE
tch_20230727-142846_32,class_20230727-142846_32,RVUe-9z8e,3B8PE
tch_20230727-142846_33,class_20230727-142846_33,w2B6-2Aw3,3B8PE
tch_20230727-142846_34,class_20230727-142846_34,2vUH-2PuB,3B8PE
tch_20230727-142846_35,class_20230727-142846_35,PV6s-7Ara,3B8PE
tch_20230727-142846_36,class_20230727-142846_36,z6Cj-27dV,3B8PE
tch_20230727-142846_37,class_20230727-142846_37,79yq-4E2G,3B8PE
tch_20230727-142846_38,class_20230727-142846_38,aU29-sGRz,3B8PE
tch_20230727-142846_39,class_20230727-142846_39,ymQ3-9i4L,3B8PE
tch_20230727-142846_40,class_20230727-142846_40,akjC-76B2,3B8PE
tch_20230727-142846_41,class_20230727-142846_41,z37r-UdZ7,3B8PE
tch_20230727-142846_42,class_20230727-142846_42,67MZ-GHP3,3B8PE
tch_20230727-142846_43,class_20230727-142846_43,4p3f-bPyg,3B8PE
tch_20230727-142846_45,class_20230727-142846_45,sFVi-wUZT,3B8PE
tch_20230727-142846_44,class_20230727-142846_44,FRtK-Ba2k,3B8PE
tch_20230727-142846_46,class_20230727-142846_46,2AKy-g7ho,3B8PE
tch_20230727-142846_47,class_20230727-142846_47,HN2m-6U2N,3B8PE
tch_20230727-142846_48,class_20230727-142846_48,EksD-ZpVQ,3B8PE
tch_20230727-142846_49,class_20230727-142846_49,843e-PKdw,3B8PE
tch_20230727-142846_50,class_20230727-142846_50,NnTw-Ju7E,3B8PE
tch_20230728-103923_1,class_20230728-103923_1,3Ps2-PQmk,3B8PE
tch_20230728-103923_2,class_20230728-103923_2,84DN-xryt,3B8PE
tch_20230728-103923_3,class_20230728-103923_3,x6dH-eW6T,3B8PE
tch_20230728-103923_4,class_20230728-103923_4,aMjA-QL29,3B8PE
tch_20230728-103923_5,class_20230728-103923_5,2Rn2-LVF2,3B8PE
tch_20230728-103923_6,class_20230728-103923_6,3ARY-FLTB,3B8PE
tch_20230728-103923_7,class_20230728-103923_7,Czfw-H2cN,3B8PE
tch_20230728-103923_9,class_20230728-103923_9,9c7K-ph4L,3B8PE
tch_20230728-103923_8,class_20230728-103923_8,YfHh-Fy4p,3B8PE
tch_20230728-103923_10,class_20230728-103923_10,dRbd-HWhn,3B8PE
tch_20230728-103923_11,class_20230728-103923_11,zF9N-q6D7,3B8PE
tch_20230728-103923_13,class_20230728-103923_13,LA4w-Zay8,3B8PE
tch_20230728-103923_12,class_20230728-103923_12,232q-zeED,3B8PE
tch_20230728-103923_14,class_20230728-103923_14,jWpc-3DnF,3B8PE
tch_20230728-103923_15,class_20230728-103923_15,2NB9-hqc3,3B8PE
tch_20230728-103923_16,class_20230728-103923_16,K6G8-GxKT,3B8PE
tch_20230728-103923_17,class_20230728-103923_17,Bked-q3TC,3B8PE
tch_20230728-103923_18,class_20230728-103923_18,8Y2g-FJ2r,3B8PE
tch_20230728-103923_19,class_20230728-103923_19,2BW9-mAX9,3B8PE
tch_20230728-103923_20,class_20230728-103923_20,ie8K-PR6V,3B8PE
tch_20230728-103923_21,class_20230728-103923_21,WXRJ-8qvK,3B8PE
tch_20230728-103923_22,class_20230728-103923_22,xQbi-dWk4,3B8PE
tch_20230728-103923_23,class_20230728-103923_23,hYbT-bB2d,3B8PE
tch_20230728-103923_24,class_20230728-103923_24,CJ2U-wNRU,3B8PE
tch_20230728-103923_25,class_20230728-103923_25,LF3e-z8h3,3B8PE
tch_20230728-103923_27,class_20230728-103923_27,9y79-Rc62,3B8PE
tch_20230728-103923_26,class_20230728-103923_26,u627-8PsY,3B8PE
tch_20230728-103923_28,class_20230728-103923_28,GkNc-EH2v,3B8PE
tch_20230728-103923_29,class_20230728-103923_29,Wro2-3oT2,3B8PE
tch_20230728-103923_30,class_20230728-103923_30,MVLd-YmjQ,3B8PE
tch_20230728-103923_31,class_20230728-103923_31,2xWG-CB6P,3B8PE
tch_20230728-103923_32,class_20230728-103923_32,2xKf-48bf,3B8PE
tch_20230728-103923_33,class_20230728-103923_33,837d-Rpc7,3B8PE
tch_20230728-103923_34,class_20230728-103923_34,GNo3-Reqn,3B8PE
tch_20230728-103923_35,class_20230728-103923_35,gmg4-67r4,3B8PE
tch_20230728-103923_36,class_20230728-103923_36,vMKX-37rZ,3B8PE
tch_20230728-103923_37,class_20230728-103923_37,o6AL-8967,3B8PE
tch_20230728-103923_39,class_20230728-103923_39,Kb4o-nHTL,3B8PE
tch_20230728-103923_38,class_20230728-103923_38,PrFi-y6be,3B8PE
tch_20230728-103923_40,class_20230728-103923_40,o6L9-6A2L,3B8PE
tch_20230728-103923_41,class_20230728-103923_41,JfAo-e2Lg,3B8PE
tch_20230728-103923_42,class_20230728-103923_42,aBH9-42b7,3B8PE
tch_20230728-103923_43,class_20230728-103923_43,6zmf-6xz9,3B8PE
tch_20230728-103923_44,class_20230728-103923_44,X2VD-jpeh,3B8PE
tch_20230728-103923_45,class_20230728-103923_45,L3m7-3GJc,3B8PE
tch_20230728-103923_46,class_20230728-103923_46,V6dX-yZsm,3B8PE
tch_20230728-103923_48,class_20230728-103923_48,M3GX-HAj6,3B8PE
tch_20230728-103923_47,class_20230728-103923_47,74Je-kUjH,3B8PE
tch_20230728-103923_49,class_20230728-103923_49,a3Zb-K8cZ,3B8PE
tch_20230728-103923_50,class_20230728-103923_50,Lf6K-3g2H,3B8PE
tch_20230728-103923_51,class_20230728-103923_51,46CQ-j9Ms,3B8PE
tch_20230728-103923_52,class_20230728-103923_52,QNE4-rZjH,3B8PE
tch_20230728-103923_53,class_20230728-103923_53,jkWL-Fqd9,3B8PE
tch_20230728-103923_54,class_20230728-103923_54,xk84-fnwB,3B8PE
tch_20230728-103923_56,class_20230728-103923_56,E7Y4-riZ4,3B8PE
tch_20230728-103923_55,class_20230728-103923_55,4JPT-v37w,3B8PE
tch_20230728-103923_57,class_20230728-103923_57,xu6i-h3kz,3B8PE
tch_20230728-103923_58,class_20230728-103923_58,jZ9g-4za3,3B8PE
tch_20230728-103923_59,class_20230728-103923_59,fBJh-9bU8,3B8PE
tch_20230728-103923_61,class_20230728-103923_61,6B93-vYik,3B8PE
tch_20230728-103923_60,class_20230728-103923_60,by2e-XBeN,3B8PE
tch_20230728-103923_62,class_20230728-103923_62,n26N-3sG7,3B8PE
tch_20230728-103923_63,class_20230728-103923_63,c79p-ieWf,3B8PE
tch_20230728-103923_64,class_20230728-103923_64,v23g-Mf9C,3B8PE
tch_20230728-103923_65,class_20230728-103923_65,KNy9-M7Uk,3B8PE
tch_20230728-103923_66,class_20230728-103923_66,3KRi-zg7j,3B8PE
tch_20230728-103923_67,class_20230728-103923_67,n3hm-9qr8,3B8PE
tch_20230728-103923_68,class_20230728-103923_68,ZA64-2dr8,3B8PE
tch_20230728-103923_69,class_20230728-103923_69,VBb2-gWKx,3B8PE
tch_20230728-103923_70,class_20230728-103923_70,KApf-687m,3B8PE
tch_20230728-103923_71,class_20230728-103923_71,paxY-M697,3B8PE
tch_20230728-103923_72,class_20230728-103923_72,ZuTy-4EzX,3B8PE
tch_20230728-103923_73,class_20230728-103923_73,Dbga-fzE6,3B8PE
tch_20230728-103923_74,class_20230728-103923_74,9W7A-78tK,3B8PE
tch_20230728-103923_75,class_20230728-103923_75,7ozf-H76H,3B8PE
tch_20230728-103923_76,class_20230728-103923_76,68Cs-D286,3B8PE
tch_20230728-103923_77,class_20230728-103923_77,ZELn-NKQq,3B8PE
tch_20230728-103923_78,class_20230728-103923_78,4rW4-xX3m,3B8PE
tch_20230728-103923_79,class_20230728-103923_79,4MT2-FRgo,3B8PE
tch_20230728-103923_81,class_20230728-103923_81,VD8F-K47q,3B8PE
tch_20230728-103923_80,class_20230728-103923_80,6uf2-v42N,3B8PE
tch_20230728-103923_82,class_20230728-103923_82,24Ci-Q43k,3B8PE
tch_20230728-103923_83,class_20230728-103923_83,8dnC-V4F9,3B8PE
tch_20230728-103923_84,class_20230728-103923_84,36f3-cERr,3B8PE
tch_20230728-103923_85,class_20230728-103923_85,yuk6-3z7L,3B8PE
tch_20230728-103923_86,class_20230728-103923_86,zqHd-Re8Q,3B8PE
tch_20230728-103923_87,class_20230728-103923_87,tZKX-qYJj,3B8PE
tch_20230728-103923_88,class_20230728-103923_88,6fP7-8F8f,3B8PE
tch_20230728-103923_89,class_20230728-103923_89,feN9-vQo8,3B8PE
tch_20230728-103923_90,class_20230728-103923_90,YP84-Kj8v,3B8PE
tch_20230728-103923_91,class_20230728-103923_91,27eH-GAtk,3B8PE
tch_20230728-103923_92,class_20230728-103923_92,2Vam-9sgv,3B8PE
tch_20230728-103923_93,class_20230728-103923_93,wn9Z-Nej2,3B8PE
tch_20230728-103923_94,class_20230728-103923_94,qFin-8s73,3B8PE
tch_20230728-103923_95,class_20230728-103923_95,A9c2-zXoe,3B8PE
tch_20230728-103923_96,class_20230728-103923_96,jbkq-EJKb,3B8PE
tch_20230728-103923_97,class_20230728-103923_97,d9LC-v8Nq,3B8PE
tch_20230728-103923_98,class_20230728-103923_98,b8ta-bho9,3B8PE
tch_20230728-103923_99,class_20230728-103923_99,4y6A-W7Fm,3B8PE
tch_20230728-103923_100,class_20230728-103923_100,4jYw-e83P,3B8PE
