tchextid,stduuid,stdextid,groupid
tch_20200706-163028_4,5393ed16-bf7a-11ea-94cc-0242ac110002,std_1594034269147_4,2dca9d77-641f-4197-91b4-44db3367122e
tch_20200706-163028_3,f4c88041-bf79-11ea-94cc-0242ac110002,std_1594034110058_3,f5c4643a-3b54-43ac-8185-e8f25e42e9e7
tch_20200706-163028_6,c039cc95-bf7a-11ea-94cc-0242ac110002,std_1594034451437_6,bdae439c-d667-4b65-bb0d-15053366e664
tch_20200706-163028_4,4442e041-bf7a-11ea-840b-0242ac110002,std_1594034243434_4,2dca9d77-641f-4197-91b4-44db3367122e
tch_20200706-163028_3,e6e8dcea-bf79-11ea-840b-0242ac110002,std_1594034086815_3,f5c4643a-3b54-43ac-8185-e8f25e42e9e7
tch_20200706-163028_6,afaf06a4-bf7a-11ea-94cc-0242ac110002,std_1594034423656_6,bdae439c-d667-4b65-bb0d-15053366e664
tch_20200706-163028_4,3301c300-bf7a-11ea-94cc-0242ac110002,std_1594034214494_4,2dca9d77-641f-4197-91b4-44db3367122e
tch_20200706-163028_3,d59d602d-bf79-11ea-840b-0242ac110002,std_1594034057775_3,f5c4643a-3b54-43ac-8185-e8f25e42e9e7
tch_20200706-163028_2,9729d378-bf79-11ea-840b-0242ac110002,std_1594033953028_2,b7bd6d31-a949-4e1c-8b45-b39c6c721631
tch_20200706-163028_6,9f6ce2f2-bf7a-11ea-840b-0242ac110002,std_1594034396404_6,bdae439c-d667-4b65-bb0d-15053366e664
tch_20200706-163028_5,62974f4a-bf7a-11ea-840b-0242ac110002,std_1594034294341_5,0784b394-958f-4116-977d-3e196b936c80
tch_20200706-163028_4,219db437-bf7a-11ea-94cc-0242ac110002,std_1594034185321_4,2dca9d77-641f-4197-91b4-44db3367122e
tch_20200706-163028_3,c63f3342-bf79-11ea-94cc-0242ac110002,std_1594034032015_3,f5c4643a-3b54-43ac-8185-e8f25e42e9e7
tch_20200706-163028_2,84f22110-bf79-11ea-94cc-0242ac110002,std_1594033922417_2,b7bd6d31-a949-4e1c-8b45-b39c6c721631
tch_20200706-163028_6,8f91970a-bf7a-11ea-840b-0242ac110002,std_1594034369757_6,bdae439c-d667-4b65-bb0d-15053366e664
tch_20200706-163028_5,5482e070-bf7a-11ea-94cc-0242ac110002,std_1594034270699_5,0784b394-958f-4116-977d-3e196b936c80
tch_20200706-163028_2,74f0fe29-bf79-11ea-94cc-0242ac110002,std_1594033895563_2,b7bd6d31-a949-4e1c-8b45-b39c6c721631
tch_20200706-163028_5,4434130c-bf7a-11ea-840b-0242ac110002,std_1594034243338_5,0784b394-958f-4116-977d-3e196b936c80
tch_20200706-163028_2,65193421-bf79-11ea-840b-0242ac110002,std_1594033869020_2,b7bd6d31-a949-4e1c-8b45-b39c6c721631
tch_20200706-163028_5,35a5e039-bf7a-11ea-94cc-0242ac110002,std_1594034218900_5,0784b394-958f-4116-977d-3e196b936c80
tch_20200706-163028_4,fe33635c-bf79-11ea-94cc-0242ac110002,std_1594034125858_4,281de4e4-6585-47bf-910a-8cda825429bd
tch_20200706-163028_3,a34e0ab7-bf79-11ea-94cc-0242ac110002,std_1594033973336_3,e143fb8c-ad74-40c6-9d75-80fd6d697c36
tch_20200706-163028_6,7037ecba-bf7a-11ea-840b-0242ac110002,std_1594034317192_6,7be87a7a-8e27-4269-9f10-77bd166e64c2
tch_20200706-163028_7,d52d9172-bf7a-11ea-94cc-0242ac110002,std_1594034486574_7,148cdf17-1795-43f9-aa21-f3d0bb8c3a05
tch_20200706-163028_3,93c8a711-bf79-11ea-840b-0242ac110002,std_1594033947346_3,e143fb8c-ad74-40c6-9d75-80fd6d697c36
tch_20200706-163028_6,62252c7a-bf7a-11ea-840b-0242ac110002,std_1594034293556_6,7be87a7a-8e27-4269-9f10-77bd166e64c2
tch_20200706-163028_4,ed120384-bf79-11ea-94cc-0242ac110002,std_1594034097154_4,281de4e4-6585-47bf-910a-8cda825429bd
tch_20200706-163028_7,c56a3b03-bf7a-11ea-840b-0242ac110002,std_1594034460131_7,148cdf17-1795-43f9-aa21-f3d0bb8c3a05
tch_20200706-163028_3,83eebaaa-bf79-11ea-840b-0242ac110002,std_1594033920729_3,e143fb8c-ad74-40c6-9d75-80fd6d697c36
tch_20200706-163028_4,de34c645-bf79-11ea-840b-0242ac110002,std_1594034072136_4,281de4e4-6585-47bf-910a-8cda825429bd
tch_20200706-163028_6,51b0d4e1-bf7a-11ea-840b-0242ac110002,std_1594034265949_6,7be87a7a-8e27-4269-9f10-77bd166e64c2
tch_20200706-163028_7,b6580b9e-bf7a-11ea-94cc-0242ac110002,std_1594034434847_7,148cdf17-1795-43f9-aa21-f3d0bb8c3a05
tch_20200706-163028_3,71e2faca-bf79-11ea-94cc-0242ac110002,std_1594033890462_3,e143fb8c-ad74-40c6-9d75-80fd6d697c36
tch_20200706-163028_6,41faebb3-bf7a-11ea-840b-0242ac110002,std_1594034239612_6,7be87a7a-8e27-4269-9f10-77bd166e64c2
tch_20200706-163028_4,cd4fac55-bf79-11ea-840b-0242ac110002,std_1594034043831_4,281de4e4-6585-47bf-910a-8cda825429bd
tch_20200706-163028_5,1760171a-bf7a-11ea-94cc-0242ac110002,std_1594034168118_5,0e3e87f2-42ff-4981-9e1e-98e8323952b5
tch_20200706-163028_7,a8439cf0-bf7a-11ea-94cc-0242ac110002,std_1594034411207_7,148cdf17-1795-43f9-aa21-f3d0bb8c3a05
tch_20200706-163028_5,062059ff-bf7a-11ea-94cc-0242ac110002,std_1594034139189_5,0e3e87f2-42ff-4981-9e1e-98e8323952b5
tch_20200706-163028_5,f552973e-bf79-11ea-840b-0242ac110002,std_1594034111015_5,0e3e87f2-42ff-4981-9e1e-98e8323952b5
tch_20200706-163028_5,e4f3eb17-bf79-11ea-840b-0242ac110002,std_1594034083537_5,0e3e87f2-42ff-4981-9e1e-98e8323952b5
tch_20200706-163028_8,e5a98975-bf7a-11ea-840b-0242ac110002,std_1594034514238_8,ee2acaca-6e1c-499b-862c-38832e0c7269
tch_20200706-163028_6,2265be8f-bf7a-11ea-94cc-0242ac110002,std_1594034186620_6,4f435efc-59ee-41ad-9464-bbe06219b166
tch_20200706-163028_8,d45b9b92-bf7a-11ea-94cc-0242ac110002,std_1594034485202_8,ee2acaca-6e1c-499b-862c-38832e0c7269
tch_20200706-163028_4,ac2a4205-bf79-11ea-94cc-0242ac110002,std_1594033988247_4,d3d092b1-f9f8-487d-add8-9a3928526a9e
tch_20200706-163028_7,88bb68e0-bf7a-11ea-840b-0242ac110002,std_1594034358329_7,2aaed6a3-9f5f-421a-8b4f-6c68a5c43921
tch_20200706-163028_6,1158d0b9-bf7a-11ea-94cc-0242ac110002,std_1594034158010_6,4f435efc-59ee-41ad-9464-bbe06219b166
tch_20200706-163028_6,01f59b34-bf7a-11ea-94cc-0242ac110002,std_1594034132184_6,4f435efc-59ee-41ad-9464-bbe06219b166
tch_20200706-163028_4,9adc7af2-bf79-11ea-840b-0242ac110002,std_1594033959194_4,d3d092b1-f9f8-487d-add8-9a3928526a9e
tch_20200706-163028_8,c4f27278-bf7a-11ea-840b-0242ac110002,std_1594034459359_8,ee2acaca-6e1c-499b-862c-38832e0c7269
tch_20200706-163028_7,7b05bc38-bf7a-11ea-840b-0242ac110002,std_1594034335331_7,2aaed6a3-9f5f-421a-8b4f-6c68a5c43921
tch_20200706-163028_7,6dfe02ba-bf7a-11ea-840b-0242ac110002,std_1594034313467_7,2aaed6a3-9f5f-421a-8b4f-6c68a5c43921
tch_20200706-163028_8,b35e5317-bf7a-11ea-94cc-0242ac110002,std_1594034429793_8,ee2acaca-6e1c-499b-862c-38832e0c7269
tch_20200706-163028_4,8a41afd2-bf79-11ea-840b-0242ac110002,std_1594033931344_4,d3d092b1-f9f8-487d-add8-9a3928526a9e
tch_20200706-163028_6,f16f42a7-bf79-11ea-840b-0242ac110002,std_1594034104458_6,4f435efc-59ee-41ad-9464-bbe06219b166
tch_20200706-163028_9,f08f7522-bf7a-11ea-840b-0242ac110002,std_1594034532509_9,72746a62-73db-462d-9860-02204dc9c74a
tch_20200706-163028_7,5eea2548-bf7a-11ea-840b-0242ac110002,std_1594034288165_7,2aaed6a3-9f5f-421a-8b4f-6c68a5c43921
tch_20200706-163028_4,791be33b-bf79-11ea-94cc-0242ac110002,std_1594033902583_4,d3d092b1-f9f8-487d-add8-9a3928526a9e
tch_20200706-163028_5,c86bd6cf-bf79-11ea-94cc-0242ac110002,std_1594034035670_5,35e5bd90-bfc8-4053-b45c-94b2ebaa4136
tch_20200706-163028_9,e0c91077-bf7a-11ea-840b-0242ac110002,std_1594034506074_9,72746a62-73db-462d-9860-02204dc9c74a
tch_20200706-163028_5,b9b4e749-bf79-11ea-94cc-0242ac110002,std_1594034010970_5,35e5bd90-bfc8-4053-b45c-94b2ebaa4136
tch_20200706-163028_9,d1c31684-bf7a-11ea-94cc-0242ac110002,std_1594034480858_9,72746a62-73db-462d-9860-02204dc9c74a
tch_20200706-163028_9,c3d569ba-bf7a-11ea-94cc-0242ac110002,std_1594034457461_9,72746a62-73db-462d-9860-02204dc9c74a
tch_20200706-163028_5,aa11c225-bf79-11ea-840b-0242ac110002,std_1594033984728_5,35e5bd90-bfc8-4053-b45c-94b2ebaa4136
tch_20200706-163028_5,9a9ade75-bf79-11ea-840b-0242ac110002,std_1594033958775_5,35e5bd90-bfc8-4053-b45c-94b2ebaa4136
tch_20200706-163028_6,d1666c6e-bf79-11ea-94cc-0242ac110002,std_1594034050703_6,5356b4b5-f6e8-468e-8b22-704c9c1998e0
tch_20200706-163028_8,93b2b8a5-bf7a-11ea-840b-0242ac110002,std_1594034376726_8,6b7eaca5-e5c8-4469-b0ac-35ff8f25c7c8
tch_20200706-163028_7,411b12b9-bf7a-11ea-840b-0242ac110002,std_1594034238138_7,ff36ae38-dca8-407e-8abd-ba0025d46f49
tch_20200706-163028_6,c3343d4e-bf79-11ea-840b-0242ac110002,std_1594034026892_6,5356b4b5-f6e8-468e-8b22-704c9c1998e0
tch_20200706-163028_7,3158a6ee-bf7a-11ea-840b-0242ac110002,std_1594034211715_7,ff36ae38-dca8-407e-8abd-ba0025d46f49
tch_20200706-163028_8,84657c43-bf7a-11ea-840b-0242ac110002,std_1594034351038_8,6b7eaca5-e5c8-4469-b0ac-35ff8f25c7c8
tch_20200706-163028_6,b25fc47a-bf79-11ea-840b-0242ac110002,std_1594033998664_6,5356b4b5-f6e8-468e-8b22-704c9c1998e0
tch_20200706-163028_7,2227a47d-bf7a-11ea-94cc-0242ac110002,std_1594034186215_7,ff36ae38-dca8-407e-8abd-ba0025d46f49
tch_20200706-163028_8,7414d8cf-bf7a-11ea-840b-0242ac110002,std_1594034323685_8,6b7eaca5-e5c8-4469-b0ac-35ff8f25c7c8
tch_20200706-163028_6,a082670c-bf79-11ea-840b-0242ac110002,std_1594033968657_6,5356b4b5-f6e8-468e-8b22-704c9c1998e0
tch_20200706-163028_7,10bae32d-bf7a-11ea-840b-0242ac110002,std_1594034156976_7,ff36ae38-dca8-407e-8abd-ba0025d46f49
tch_20200706-163028_9,a5819638-bf7a-11ea-94cc-0242ac110002,std_1594034406591_9,969b3204-fef5-4bdf-959d-8a8cbc9e2fa7
tch_20200706-163028_8,61a2b623-bf7a-11ea-94cc-0242ac110002,std_1594034292689_8,6b7eaca5-e5c8-4469-b0ac-35ff8f25c7c8
tch_20200706-163028_9,939c231b-bf7a-11ea-94cc-0242ac110002,std_1594034376543_9,969b3204-fef5-4bdf-959d-8a8cbc9e2fa7
tch_20200706-163028_9,855ea946-bf7a-11ea-94cc-0242ac110002,std_1594034352650_9,969b3204-fef5-4bdf-959d-8a8cbc9e2fa7
tch_20200706-163028_10,0ea6db24-bf7b-11ea-94cc-0242ac110002,std_1594034582988_10,80898100-2ec8-461c-8f68-f2123b0baebe
tch_20200706-163028_9,7678930e-bf7a-11ea-840b-0242ac110002,std_1594034327654_9,969b3204-fef5-4bdf-959d-8a8cbc9e2fa7
tch_20200706-163028_10,fdfccd80-bf7a-11ea-94cc-0242ac110002,std_1594034555050_10,80898100-2ec8-461c-8f68-f2123b0baebe
tch_20200706-163028_10,ed602d64-bf7a-11ea-94cc-0242ac110002,std_1594034527163_10,80898100-2ec8-461c-8f68-f2123b0baebe
tch_20200706-163028_11,150a238d-bf7b-11ea-94cc-0242ac110002,std_1594034593707_11,3ad11215-8ebf-46dc-ac7e-3de2446ea1d6
tch_20200706-163028_7,ef1db22e-bf79-11ea-94cc-0242ac110002,std_1594034100570_7,5d2e35bb-9184-414d-ae2d-ae4a827b620b
tch_20200706-163028_10,ddf0e9dd-bf7a-11ea-840b-0242ac110002,std_1594034501290_10,80898100-2ec8-461c-8f68-f2123b0baebe
tch_20200706-163028_8,3f55e34d-bf7a-11ea-94cc-0242ac110002,std_1594034235160_8,11e61618-8b42-4c36-86c5-9316560c6e55
tch_20200706-163028_11,055e73b8-bf7b-11ea-840b-0242ac110002,std_1594034567426_11,3ad11215-8ebf-46dc-ac7e-3de2446ea1d6
tch_20200706-163028_7,ddfbb517-bf79-11ea-840b-0242ac110002,std_1594034071829_7,5d2e35bb-9184-414d-ae2d-ae4a827b620b
tch_20200706-163028_7,cf7c023a-bf79-11ea-94cc-0242ac110002,std_1594034047501_7,5d2e35bb-9184-414d-ae2d-ae4a827b620b
tch_20200706-163028_11,f61be56a-bf7a-11ea-94cc-0242ac110002,std_1594034541782_11,3ad11215-8ebf-46dc-ac7e-3de2446ea1d6
tch_20200706-163028_8,2e9e1a78-bf7a-11ea-840b-0242ac110002,std_1594034207130_8,11e61618-8b42-4c36-86c5-9316560c6e55
tch_20200706-163028_11,e6bddfe0-bf7a-11ea-840b-0242ac110002,std_1594034516041_11,3ad11215-8ebf-46dc-ac7e-3de2446ea1d6
tch_20200706-163028_7,c0522c50-bf79-11ea-840b-0242ac110002,std_1594034022076_7,5d2e35bb-9184-414d-ae2d-ae4a827b620b
tch_20200706-163028_8,1ed67dd5-bf7a-11ea-94cc-0242ac110002,std_1594034180670_8,11e61618-8b42-4c36-86c5-9316560c6e55
tch_20200706-163028_9,56eded41-bf7a-11ea-840b-0242ac110002,std_1594034274791_9,7f562748-0d44-4d2c-945f-dee2a6de5722
tch_20200706-163028_8,0e98c6a4-bf7a-11ea-840b-0242ac110002,std_1594034153383_8,11e61618-8b42-4c36-86c5-9316560c6e55
tch_20200706-163028_9,4529e4c4-bf7a-11ea-840b-0242ac110002,std_1594034244964_9,7f562748-0d44-4d2c-945f-dee2a6de5722
tch_20200706-163028_10,bf4e81e9-bf7a-11ea-840b-0242ac110002,std_1594034449907_10,791518a5-4072-4f0a-8e62-61bcc4f4681c
tch_20200706-163028_9,3584274c-bf7a-11ea-840b-0242ac110002,std_1594034218690_9,7f562748-0d44-4d2c-945f-dee2a6de5722
tch_20200706-163028_10,b19c57cc-bf7a-11ea-840b-0242ac110002,std_1594034426898_10,791518a5-4072-4f0a-8e62-61bcc4f4681c
tch_20200706-163028_9,254efbf4-bf7a-11ea-840b-0242ac110002,std_1594034191537_9,7f562748-0d44-4d2c-945f-dee2a6de5722
tch_20200706-163028_10,a12038bc-bf7a-11ea-840b-0242ac110002,std_1594034399261_10,791518a5-4072-4f0a-8e62-61bcc4f4681c
tch_20200706-163028_11,c6d67454-bf7a-11ea-840b-0242ac110002,std_1594034462537_11,7720698b-f581-4090-b6d6-50f805ef403b
tch_20200706-163028_10,903d1a20-bf7a-11ea-840b-0242ac110002,std_1594034370897_10,791518a5-4072-4f0a-8e62-61bcc4f4681c
tch_20200706-163028_11,b6afef42-bf7a-11ea-94cc-0242ac110002,std_1594034435408_11,7720698b-f581-4090-b6d6-50f805ef403b
tch_20200706-163028_8,f0124b36-bf79-11ea-840b-0242ac110002,std_1594034102160_8,25c59eef-813a-4c31-a9a0-b75eb836977b
tch_20200706-163028_11,a66343f2-bf7a-11ea-840b-0242ac110002,std_1594034408026_11,7720698b-f581-4090-b6d6-50f805ef403b
tch_20200706-163028_12,329db42c-bf7b-11ea-840b-0242ac110002,std_1594034643329_12,0bbcf499-0848-4c32-9381-87317f8c6bba
tch_20200706-163028_8,e16b87e3-bf79-11ea-840b-0242ac110002,std_1594034077534_8,25c59eef-813a-4c31-a9a0-b75eb836977b
tch_20200706-163028_11,95e7c147-bf7a-11ea-840b-0242ac110002,std_1594034380408_11,7720698b-f581-4090-b6d6-50f805ef403b
tch_20200706-163028_12,2197f2a9-bf7b-11ea-840b-0242ac110002,std_1594034614791_12,0bbcf499-0848-4c32-9381-87317f8c6bba
tch_20200706-163028_9,06bd0f2b-bf7a-11ea-840b-0242ac110002,std_1594034140214_9,b61132d3-3465-4cb5-8662-f83cb54b418e
tch_20200706-163028_8,d2625888-bf79-11ea-840b-0242ac110002,std_1594034052335_8,25c59eef-813a-4c31-a9a0-b75eb836977b
tch_20200706-163028_8,c1d178a3-bf79-11ea-94cc-0242ac110002,std_1594034024599_8,25c59eef-813a-4c31-a9a0-b75eb836977b
tch_20200706-163028_12,11e76025-bf7b-11ea-94cc-0242ac110002,std_1594034588441_12,0bbcf499-0848-4c32-9381-87317f8c6bba
tch_20200706-163028_9,f964c4b6-bf79-11ea-840b-0242ac110002,std_1594034117848_9,b61132d3-3465-4cb5-8662-f83cb54b418e
tch_20200706-163028_9,eb33cda3-bf79-11ea-94cc-0242ac110002,std_1594034093994_9,b61132d3-3465-4cb5-8662-f83cb54b418e
tch_20200706-163028_12,01fde336-bf7b-11ea-94cc-0242ac110002,std_1594034561770_12,0bbcf499-0848-4c32-9381-87317f8c6bba
tch_20200706-163028_10,6e2ed64a-bf7a-11ea-94cc-0242ac110002,std_1594034313747_10,89a6324f-6e2f-468e-8d45-ea68ead34140
tch_20200706-163028_9,dc78e576-bf79-11ea-94cc-0242ac110002,std_1594034069295_9,b61132d3-3465-4cb5-8662-f83cb54b418e
tch_20200706-163028_13,3dbed397-bf7b-11ea-840b-0242ac110002,std_1594034661979_13,22bd9722-f39a-484d-aa6a-0ff94e32f226
tch_20200706-163028_10,5d02ee9a-bf7a-11ea-94cc-0242ac110002,std_1594034284950_10,89a6324f-6e2f-468e-8d45-ea68ead34140
tch_20200706-163028_11,744c158c-bf7a-11ea-94cc-0242ac110002,std_1594034324014_11,2a1dead6-4a5d-4693-b7aa-728cbc0a3d97
tch_20200706-163028_13,2f113264-bf7b-11ea-94cc-0242ac110002,std_1594034637338_13,22bd9722-f39a-484d-aa6a-0ff94e32f226
tch_20200706-163028_10,4fc55876-bf7a-11ea-840b-0242ac110002,std_1594034262763_10,89a6324f-6e2f-468e-8d45-ea68ead34140
tch_20200706-163028_11,6379bf87-bf7a-11ea-840b-0242ac110002,std_1594034295793_11,2a1dead6-4a5d-4693-b7aa-728cbc0a3d97
tch_20200706-163028_13,1dee23f2-bf7b-11ea-94cc-0242ac110002,std_1594034608626_13,22bd9722-f39a-484d-aa6a-0ff94e32f226
tch_20200706-163028_10,40da87a2-bf7a-11ea-840b-0242ac110002,std_1594034237726_10,89a6324f-6e2f-468e-8d45-ea68ead34140
tch_20200706-163028_11,53045710-bf7a-11ea-840b-0242ac110002,std_1594034268194_11,2a1dead6-4a5d-4693-b7aa-728cbc0a3d97
tch_20200706-163028_13,0e549ca9-bf7b-11ea-94cc-0242ac110002,std_1594034582443_13,22bd9722-f39a-484d-aa6a-0ff94e32f226
tch_20200706-163028_12,e27a42bf-bf7a-11ea-94cc-0242ac110002,std_1594034508907_12,e92c00f5-7e9b-4131-b984-e6b96d8c661f
tch_20200706-163028_11,41a30725-bf7a-11ea-94cc-0242ac110002,std_1594034239043_11,2a1dead6-4a5d-4693-b7aa-728cbc0a3d97
tch_20200706-163028_12,d0a179de-bf7a-11ea-840b-0242ac110002,std_1594034478937_12,e92c00f5-7e9b-4131-b984-e6b96d8c661f
tch_20200706-163028_12,c1bff6c7-bf7a-11ea-94cc-0242ac110002,std_1594034453949_12,e92c00f5-7e9b-4131-b984-e6b96d8c661f
tch_20200706-163028_14,51a5e2ce-bf7b-11ea-840b-0242ac110002,std_1594034695397_14,07fc649e-27ca-4519-bdfd-688b4e12f786
tch_20200706-163028_12,b0834666-bf7a-11ea-94cc-0242ac110002,std_1594034425061_12,e92c00f5-7e9b-4131-b984-e6b96d8c661f
tch_20200706-163028_10,1fc0687b-bf7a-11ea-840b-0242ac110002,std_1594034182179_10,bbe59838-4368-4ddd-8374-a60692ee97ce
tch_20200706-163028_14,4118ac2f-bf7b-11ea-94cc-0242ac110002,std_1594034667648_14,07fc649e-27ca-4519-bdfd-688b4e12f786
tch_20200706-163028_13,ef4a2355-bf7a-11ea-94cc-0242ac110002,std_1594034530377_13,24f3877f-521f-4537-8dd3-54c0e89b4f80
tch_20200706-163028_10,126ed521-bf7a-11ea-840b-0242ac110002,std_1594034159836_10,bbe59838-4368-4ddd-8374-a60692ee97ce
tch_20200706-163028_13,dda5fe84-bf7a-11ea-840b-0242ac110002,std_1594034500786_13,24f3877f-521f-4537-8dd3-54c0e89b4f80
tch_20200706-163028_14,32b449c6-bf7b-11ea-840b-0242ac110002,std_1594034643503_14,07fc649e-27ca-4519-bdfd-688b4e12f786
