tchextid,classcode
tch_20200707-163005_9,JG97-tWyV
tch_20200707-163005_10,pYsJ-KXY6
tch_20200707-163005_11,KH9t-3e2c
tch_20200707-163005_12,kn2F-86Q3
tch_20200707-163005_13,Yzsh-m3L8
tch_20200707-163005_14,Rzyw-D3L2
tch_20200707-163005_15,Vp6y-ptMy
tch_20200707-163005_16,BAr6-3muz
tch_20200707-163005_17,32t2-DKra
tch_20200707-163005_18,mz7K-4w34
tch_20200707-163005_19,U4fq-2dn6
tch_20200707-163005_20,3PLe-fk7s
tch_20200707-163005_21,4sH9-Ws4U
tch_20200707-163005_22,N7yJ-FN4J
tch_20200707-163005_23,eyPk-WG4z
tch_20200707-163005_24,4XEP-sNz2
tch_20200707-163005_25,r7tL-czcQ
tch_20200707-163005_26,4N39-2j7X
tch_20200707-163005_27,e38q-cK2W
tch_20200707-163005_28,nQj8-E9vx
tch_20200707-163005_29,oCUT-3aGB
tch_20200707-163005_30,9ztY-b3Yq
tch_20200707-163005_31,xdah-LRgF
tch_20200707-163005_32,BqH3-YT6j
tch_20200707-163005_33,G7hi-8DT8
tch_20200707-163005_34,9PqD-c7Pd
tch_20200707-163005_35,sPFu-Z7C8
tch_20200707-163005_36,6ea9-824X
tch_20200707-163005_37,H6w2-6yuK
tch_20200707-163005_38,cnV8-UN8F
tch_20200707-163005_39,HZpK-cmqV
tch_20200707-163005_40,yWKW-kHcp
tch_20200707-163005_41,9xWg-Ea48
tch_20200707-163005_42,ijF7-4b3A
tch_20200707-163005_43,qmFn-c7hD
tch_20200707-163005_44,w6PG-p2k2
tch_20200707-163005_45,rLFx-Kny6
tch_20200707-163005_46,X92X-Wyp4
tch_20200707-163005_47,32b7-VRc6
tch_20200707-163005_48,M8nC-2yAr
tch_20200707-163005_49,bUta-Pm4V
tch_20200707-163005_50,Y7ya-qR7j
tch_20200707-163005_51,m9A4-BwRy
tch_20200707-163005_52,r3EQ-3LDj
tch_20200707-163005_53,94hP-h9Yo
tch_20200707-163005_54,B37V-B93g
tch_20200707-163005_55,u6Jn-62k8
tch_20200707-163005_56,ai2G-7dKW
tch_20200707-163005_57,9t8N-EWK2
tch_20200707-163005_58,67EY-9aJG
tch_20200707-163005_59,cnKm-4erN
tch_20200707-163005_60,p3cA-Hx73
tch_20200707-163005_61,Pr8u-oqPZ
tch_20200707-163005_62,x7kB-2Pc7
tch_20200707-163005_63,P2ak-D3Rq
tch_20200707-163005_64,F7Pa-2Mma
tch_20200707-163005_65,E9Lj-H6q2
tch_20200707-163005_66,LcZa-JzKD
tch_20200707-163005_67,dTtA-kgY3
tch_20200707-163005_68,7Ef7-b2gU
tch_20200707-163005_69,79Aq-Q7eq
tch_20200707-163005_70,6Qf3-igp4
tch_20200707-163005_71,D98f-x36u
tch_20200707-163005_72,93vp-iZ2m
tch_20200707-163005_73,s8cP-8pk3
tch_20200707-163005_74,Tp9H-BKUs
tch_20200707-163005_75,2w94-WGTg
tch_20200707-163005_76,YGMF-7b32
tch_20200707-163005_77,n6eW-KyFC
tch_20200707-163005_78,ybF9-jDyV
tch_20200707-163005_79,tspr-8jMv
tch_20200707-163005_80,26Eo-jbKo
tch_20200707-163005_81,q7uK-e7Go
tch_20200707-163005_82,X8C7-pXQX
tch_20200707-163005_83,9xaM-2xaQ
tch_20200707-163005_84,3ZY8-HzxP
tch_20200707-163005_85,Y4fX-pBGz
tch_20200707-163005_86,y6ai-Kpn3
tch_20200707-163005_87,ypG8-7Leu
tch_20200707-163005_88,UZKG-9Amo
tch_20200707-163005_89,Dp8z-D3VL
tch_20200707-163005_90,Dr34-8Eqn
tch_20200707-163005_91,s39V-6uV8
tch_20200707-163005_92,8bz6-szDq
tch_20200707-163005_93,6am2-ZfYQ
tch_20200707-163005_94,4bY7-sNtm
tch_20200707-163005_95,23Lb-yqp4
tch_20200707-163005_96,VEXh-dcPt
tch_20200707-163005_97,cvHA-qNqo
tch_20200707-163005_98,T7o2-t7pJ
tch_20200707-163005_99,4hLU-Qh24
tch_20200707-163005_100,uyGz-uayV
tch_20200707-230654_1,2adZ-e36D
tch_20200707-230654_2,i94t-V69c
tch_20200707-230654_3,GWHj-n49M
tch_20200707-230654_4,8pto-2ZnG
tch_20200707-230654_5,6p3L-4ydE
tch_20200707-230654_6,v8Tj-9aY2
tch_20200707-230654_7,3Fn4-omri
tch_20200707-230654_8,e6W8-wPZ8
tch_20200707-230654_9,bJ92-6fMr
tch_20200707-230654_10,UTfQ-4YeC
tch_20200707-230654_11,47y4-T63x
tch_20200707-230654_12,7iNE-Zmpx
tch_20200707-230654_13,748Z-7o86
tch_20200707-230654_14,uwnf-96EQ
tch_20200707-230654_15,8Gs9-VAb8
tch_20200707-230654_16,7Nf4-q7E7
tch_20200707-230654_17,P2KQ-bD9V
tch_20200707-230654_18,E9Z8-3MeV
tch_20200707-230654_19,e6Kv-2ibY
tch_20200707-230654_20,xn9m-XZ46
tch_20200707-230654_21,G8NY-Gu7w
tch_20200707-230654_22,A826-aLcY
tch_20200707-230654_23,q48F-VzY7
tch_20200707-230654_24,LN3i-Vf6M
tch_20200707-230654_25,C7U8-q3Wj
tch_20200707-230654_26,LoLP-bxYB
tch_20200707-230654_27,Y6p9-m64c
tch_20200707-230654_28,98B8-nRd6
tch_20200707-230654_29,x8mn-YNws
tch_20200707-230654_30,v94b-6tv3
tch_20200707-230654_31,ujJ4-pB62
tch_20200707-230654_32,c6Fx-gM86
tch_20200707-230654_33,94Zy-JqXC
tch_20200707-230654_34,bGQL-AZwH
tch_20200707-230654_35,j63V-tPc7
tch_20200707-230654_36,tB6F-G4o3
tch_20200707-230654_37,tH7B-EUD2
tch_20200707-230654_38,XyWH-Uqv4
tch_20200707-230654_39,2n6z-3JPZ
tch_20200707-230654_40,wx78-JjPu
tch_20200707-230654_41,JvYh-798Y
tch_20200707-230654_42,bM9x-7NFb
tch_20200707-230654_43,3mkM-a283
tch_20200707-230654_44,r3uD-r26x
tch_20200707-230654_45,FwM6-saLi
tch_20200707-230654_46,kYAq-i2ny
tch_20200707-230654_47,dR3r-6dN6
tch_20200707-230654_48,27B7-U3ax
tch_20200707-230654_49,Fr7v-YXgh
tch_20200707-230654_50,m4Bi-G27f
tch_20200707-230654_51,g8xe-gyAE
tch_20200707-230654_52,nNHe-4Y8V
tch_20200707-230654_53,sQLv-4YAE
tch_20200707-230654_54,973v-padN
tch_20200707-230654_55,Cke9-Y48W
tch_20200707-230654_56,hDvy-wEf6
tch_20200707-230654_57,32tx-748m
tch_20200707-230654_58,KHs7-2VDb
tch_20200707-230654_59,ErM7-UVTo
tch_20200707-230654_60,6fXo-L4Am
tch_20200707-230654_61,qmoE-Jcn6
tch_20200707-230654_62,JdJh-fyTj
tch_20200707-230654_63,N8F2-LcTA
tch_20200707-230654_64,gGcm-gAqt
tch_20200707-230654_65,VFhg-6pkY
tch_20200707-230654_66,y8mT-drAC
tch_20200707-230654_67,6C94-P2b7
tch_20200707-230654_68,92zm-Nziv
tch_20200707-230654_69,E7Fy-k47D
tch_20200707-230654_70,oWYg-p9pn
tch_20200707-230654_71,xD7L-xXNo
tch_20200707-230654_72,B98R-4d2G
tch_20200707-230654_73,oFzo-97pr
tch_20200707-230654_74,7Qos-8nD7
tch_20200707-230654_75,rWf9-KcKy
tch_20200707-230654_76,e6md-Bh2N
tch_20200707-230654_77,geP7-37fv
tch_20200707-230654_78,y97j-2hKN
tch_20200707-230654_79,P9P2-XkwF
tch_20200707-230654_80,KZqn-bZvL
tch_20200707-230654_81,Nm8w-Y2hf
tch_20200707-230654_82,PqkW-8d8F
tch_20200707-230654_83,aF9D-YT9X
tch_20200707-230654_84,kuh7-3Pnp
tch_20200707-230654_85,QAD4-A4ps
tch_20200707-230654_86,BRxZ-R2hi
tch_20200707-230654_87,NgEk-CxE9
tch_20200707-230654_88,nG42-vVCU
tch_20200707-230654_89,vU7o-maML
tch_20200707-230654_90,jbnF-Z96y
tch_20200707-230654_91,3RHP-r7ec
tch_20200707-230654_92,2JkC-wQXP
tch_20200707-230654_93,6AV7-JLW9
tch_20200707-230654_94,mERm-L3Nn
tch_20200707-230654_95,LYr9-sgBx
tch_20200707-230654_96,ipCc-j4ju
tch_20200707-230654_97,tVwd-sRp2
tch_20200707-230654_98,dgBh-L9L6
tch_20200707-230654_99,U7NZ-24fC
tch_20200707-230654_100,rbEF-fLhn
