stdextid,grpid,tchextid
std_1594036005925_61,55261a75-91b9-4140-946c-0a1b2aad53ba,tch_20200706-163028_61
std_1594035672164_59,bfe0f4a6-571e-42ed-901e-0af29d4a7758,tch_20200706-163028_59
std_1594035841766_60,70dbeaaa-49c0-4747-8c49-618f7859938f,tch_20200706-163028_60
std_1594036022625_62,20178758-473f-4141-80b8-1597fc144753,tch_20200706-163028_62
std_1594035512300_58,47da84b9-1c39-4981-8db2-1d518683d3cf,tch_20200706-163028_58
std_1594035873141_61,479e9d5d-be70-43ea-89e4-8390fdeeb487,tch_20200706-163028_61
std_1594035544715_59,e9c7fbbe-2e7b-4432-9490-79cc9433947c,tch_20200706-163028_59
std_1594035899505_62,440b8031-6248-472f-a0bd-c989c73ee966,tch_20200706-163028_62
std_1594035709099_60,a9412f67-5d34-4765-a4d0-1b2af58ed802,tch_20200706-163028_60
std_1594036077918_63,5f1171e9-6176-4e86-b7a2-ceefbd68c7f4,tch_20200706-163028_63
std_1594035744804_61,65e66ae8-761f-4ddf-bd2a-96d04c3f06c1,tch_20200706-163028_61
std_1594036082844_64,dc279561-4f15-41b4-957e-3e519e6638fa,tch_20200706-163028_64
std_1594035768252_62,564f88af-9e48-41ac-afc3-51b4b53d3969,tch_20200706-163028_62
std_1594035570376_60,e8e744c3-586d-4223-afc1-d2ed87c49e96,tch_20200706-163028_60
std_1594035949766_63,3ba533ed-a956-4044-a9cc-e061e41de42f,tch_20200706-163028_63
std_1594035952785_64,09fc0d14-9ac3-49cd-b3bd-916a510c60b3,tch_20200706-163028_64
std_1594035633547_62,332f5020-9d29-4d37-ae23-384f4da028e9,tch_20200706-163028_62
std_1594035614824_61,274be489-3199-4c94-993f-d23dde316246,tch_20200706-163028_61
std_1594036131321_65,8b9c11f7-860c-4df7-8aa9-d80d0337e4c6,tch_20200706-163028_65
std_1594035819330_63,de4b1b39-7a11-476e-8198-471a19c39ad8,tch_20200706-163028_63
std_1594036157130_66,f45a1883-aae0-4e9d-be95-cc863c0961d2,tch_20200706-163028_66
std_1594035823727_64,7123d7f9-4af5-4643-9457-8586a3c34073,tch_20200706-163028_64
std_1594036002396_65,8ebfc890-421d-47ae-9303-84a1e402bf19,tch_20200706-163028_65
std_1594035682452_63,717138d4-62ab-4ef8-be21-44e307abe000,tch_20200706-163028_63
std_1594036191657_67,5a784632-d70d-4e11-96ac-745d05010182,tch_20200706-163028_67
std_1594036031765_66,c092e24c-e708-40c9-8c83-a16216e05251,tch_20200706-163028_66
std_1594035693395_64,ebad1fb8-76ec-4f99-92a2-edf355b6ec5c,tch_20200706-163028_64
std_1594035872305_65,b0aa3541-b97b-4f8d-85e1-f7316a4ca17b,tch_20200706-163028_65
std_1594036216049_68,7c9d2874-45b2-44e7-b8ca-a65b8420df61,tch_20200706-163028_68
std_1594036225688_69,0272419d-6a7e-4cf7-956f-4b1555a15879,tch_20200706-163028_69
std_1594036056855_67,572a9e31-9c6d-4f44-abf2-5ad719aaeb1b,tch_20200706-163028_67
std_1594035893754_66,23c85bca-6f0a-428a-8da4-9484daba0bde,tch_20200706-163028_66
std_1594035736868_65,8b6a97f0-b4d1-43ef-a585-f6c546b3c02d,tch_20200706-163028_65
std_1594036084346_68,74ba2193-9b58-443e-820b-3392584f6f2e,tch_20200706-163028_68
std_1594035926213_67,944c8969-58da-440d-b7fb-dae42b88412b,tch_20200706-163028_67
std_1594036099936_69,1851cff3-3157-48bd-b321-63f3bb47d28b,tch_20200706-163028_69
std_1594035759407_66,7efa1566-994f-4093-b3e1-fd1856ab67c2,tch_20200706-163028_66
std_1594036287572_70,2dbc28c9-d429-4d83-a128-7f2c0f8289de,tch_20200706-163028_70
std_1594035947898_68,e52ebfec-e10c-4457-b962-7647f1a10caa,tch_20200706-163028_68
std_1594035965477_69,9d0ad0a9-2e8f-4bc3-a499-e1c1c95ff6ff,tch_20200706-163028_69
std_1594035790673_67,a952c536-9e08-486c-a615-b43221947aeb,tch_20200706-163028_67
std_1594036330019_72,53fc148a-d2ce-4f86-bf30-53713b4f3bc5,tch_20200706-163028_72
std_1594036155958_70,504895b9-9231-4450-bed1-a1736269947c,tch_20200706-163028_70
std_1594035812005_68,04c51365-1432-43cd-824e-521f126d6517,tch_20200706-163028_68
std_1594035845737_69,50bdea37-44f3-41e2-be4e-96893a7c3089,tch_20200706-163028_69
std_1594036342522_71,44e4038c-d73e-4c54-bb61-2392fc3c3835,tch_20200706-163028_71
std_1594036198606_72,63ac7f16-6494-43f3-849b-3adcbb7197d1,tch_20200706-163028_72
std_1594036020393_70,04d293c4-44e0-45cc-9853-072321268b94,tch_20200706-163028_70
std_1594036210909_71,b6dff0d9-0093-499c-91d8-a3809eef12ab,tch_20200706-163028_71
std_1594036404934_74,8c359b30-1898-4fc2-8301-f2e3c3321d0c,tch_20200706-163028_74
std_1594036385190_73,3b33505b-481a-439e-a598-50d771d68f7f,tch_20200706-163028_73
std_1594036065279_72,e004d2bc-d187-4dd5-92f4-e658c86236e0,tch_20200706-163028_72
