teacherextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200512-175022_15,class_20200512-175022_15,s3gC-pEdD,fb86995f-7868-4524-8000-257d6743288f,7238fcfe-7e89-49e9-b736-834a938eb372,e110bf25-5608-47b3-b1c7-d246bf1c4ebf,bd9b0bc8-d90c-4ea0-9740-6dcd83dbc04b,6ff7d447-2b81-4c58-ba2d-d7e3dc48c13c
tch_20200512-175022_14,class_20200512-175022_14,X6PR-87V8,74736abe-7413-41df-88e7-c32b7d261268,5f711c47-25ab-4ca0-8dc2-eb07b6e83531,0bc25eda-dbf6-4522-81d4-e61d3b3329d8,f7f53e8a-3bc3-44c2-8917-9d06491659b2,63e9e86a-9ea0-43ab-b8e0-d4e4647c3104
tch_20200512-175022_16,class_20200512-175022_16,zuHV-MaFn,8ee4c902-56c1-4b99-8e09-e912e7ac002c,c9c4b965-f9eb-4fee-aa66-64b531dfdca2,095a5039-9f54-4ddb-95cc-aa877c9d63bd,1b131ea0-3cc8-4e09-a3c2-70c15eb5a52f,ec661c03-9729-42d8-8ae9-e99fcc13bc16
tch_20200512-175022_17,class_20200512-175022_17,jq9r-fgk9,f21533f4-40a6-41af-b612-1da81496cc62,e07a3869-2a53-422c-910c-039935afd679,f7c98037-ce5f-4f59-bdb0-966c55c57bae,bb3e50c6-1e5a-44b5-bbae-6f72e0edf47b,888a21ba-285b-4d82-9e61-71c0a02c5664
tch_20200512-175022_19,class_20200512-175022_19,gsXu-4ktz,582616b9-9e40-4c11-97d1-fc3daf6a50ab,cd90f711-b811-453f-946b-baa02561fda5,9dce2ed7-b7e6-44ca-ab99-4436fbdb6a05,a530fe33-2388-4294-b60e-8d60e48db465,f2720554-b1e0-4f06-b154-7b71c3191c3a
tch_20200512-175022_18,class_20200512-175022_18,AK6C-8sKk,af9de2ac-2335-4be6-9094-fc04008a12ca,20ca258f-1cb4-4c12-9a2b-606bf3f945d6,962d7cb4-d650-4f7b-b3d9-a8a585784dd5,a50179bf-879e-474b-a2a1-5695e43a8a02,23ab9662-35c3-433e-883e-647d6853c8da
tch_20200512-175022_21,class_20200512-175022_21,o63h-Q949,57620a14-2f9a-448c-915b-e699bbf47565,e0dbc08c-3c86-49a9-aa32-1c692b6c5e96,cdf5dead-4ce2-4d18-9c4d-ce6a90d4cea2,59b94d81-b3a7-4edc-ba3c-890eeecfbd34,6bdabfcd-bcc8-4261-b923-435285f36594
tch_20200512-175022_20,class_20200512-175022_20,8M2z-2eG6,580aed36-c9c1-47fc-b5a9-1664f7d587a2,95f86580-f764-4387-94d4-56e16ff331cc,d5f2478c-bce5-4421-9aa5-783a57c395e7,48317657-b342-4a96-8f86-608f2e1d3656,3e81b28f-45ed-4162-8727-9d15cebcd082
tch_20200512-175022_22,class_20200512-175022_22,sUbZ-7D4t,2f73c9e9-2b49-426e-a148-e47f1ae9e535,3a8bb193-7a6f-4b07-b5b2-a51931c525e0,18569013-3062-4eaf-959b-c60bc30434c4,f758819a-1d92-4673-92ea-ae8ea3ba75e9,0d343198-d4d9-494e-833a-f362be01fce3
tch_20200512-175022_23,class_20200512-175022_23,T3rs-j2QG,7fdcb1c2-2b7c-4c17-bbce-3051e157d113,897541db-9258-4fc9-84cf-04f3b4f5ea01,fb3e83fb-9fdc-42f8-9d0e-32e0c21468de,be90778f-39e4-4343-95a6-2462f05c0d40,2b7bc15b-3b6e-43cd-952e-7d31890f5883
tch_20200512-175022_24,class_20200512-175022_24,prsD-mVph,b5b4aba8-53cc-41ae-9226-d90192d3737c,85c23d83-ddac-4135-8073-18caa2817458,d957e9d0-f7aa-453d-ade3-80a1c9ccb6ba,09f41993-be25-46fe-a9c6-e161bc00097a,402a87f6-cb38-438c-a359-8f031dda085a
tch_20200512-175022_25,class_20200512-175022_25,Ra7j-hfEM,f5a63d4b-7b39-4f55-bbe6-1d0d87aec7c9,db1df82e-9d34-4aeb-8e80-76b19a5c2c1a,479260f3-7690-4bac-9989-009315094f2b,ec28a01d-896e-4f31-b382-3387bf6019e7,728d4b4d-43d4-43bf-8571-7ba00342f342
tch_20200512-175022_26,class_20200512-175022_26,A64Z-hVtH,e79ac7c4-4aaa-4e2a-a7e8-900036758670,111ed278-902b-44e9-94b7-aecb1895983e,7fc8ac96-0492-4f07-a2f9-7ae5e7b3df88,2a181a55-84c9-4fca-8364-426e3b40905f,9a71d027-74d0-4c37-9acf-bdca1273a29f
tch_20200512-175022_28,class_20200512-175022_28,cj46-K89J,993bd8b3-df51-4d7a-ac9c-e16586d7b522,bb796fb4-eebd-46cb-949f-3f0e06d23109,fd705cef-d17d-4301-ab4f-5fa9618a108c,e80b2ecc-8d8b-490e-80f4-6adc9fb11848,f23d30c7-c50f-4605-b345-ad870adf658b
tch_20200512-175022_27,class_20200512-175022_27,YiFB-ho49,3358c177-7cd3-459f-b346-b6b02d5e3b7b,a8094298-0571-4e41-892d-0f5e656aa298,664febd0-e404-4686-9037-89f72e138c67,89527691-ae3e-4c68-b826-235c31055e30,aeb27325-bff6-4514-a2da-00d2509c027d
tch_20200512-175022_29,class_20200512-175022_29,oTXK-L7FC,e8719cf2-bf09-49a1-add1-1b467f15c431,9a840f68-ef5c-4b0c-b471-f83a6a790ff5,becaf419-3a97-470f-aed6-dd8fe7f6b172,85c81649-897e-4525-8a93-697199a4202d,73b16c39-dec3-48e8-bb45-a2e6c63271b7
tch_20200512-175022_31,class_20200512-175022_31,zqpB-MQA3,4997fd78-2937-4972-9cd3-743bb412c542,7ae1bb26-81e2-49cb-bf6f-aa4811ed9b83,85911886-6523-428a-9dd9-8e812ac4b408,827eb941-e5d8-4c08-b274-bd4b6d05a29a,5ff5ac41-9bfc-4709-b419-cec30c169476
tch_20200512-175022_30,class_20200512-175022_30,XPdv-BYf7,42e342f7-2f24-49f6-a7df-1adfd308a5d3,f735bdd1-3cd0-46fc-a601-fcd2874407ac,4cc74efa-f174-47e9-8d98-ea497444f7ed,dbcce9d5-f7e5-43db-830c-cb6651d69cdf,3cfdc770-ca62-45ea-a85a-05a6a03087f9
tch_20200512-175022_33,class_20200512-175022_33,98uK-TrgL,7776e09d-5f71-495c-8f09-5d6f4ec92840,ec1a034e-6ac4-4855-b71b-43afab806209,bdfd69ea-a4f3-4454-8f2f-8dc4ee29b8b3,30a711e3-8f24-4e7d-b4c8-51e7801f9d61,fa06c8f4-5ed4-461b-b28a-eac68c65f33f
tch_20200512-175022_32,class_20200512-175022_32,ejUs-V797,3249ca49-699d-4e3b-a932-2ddbc26ba8c6,618d77b7-123e-4b66-b249-adc37782187c,ee50baa2-15a2-4923-8ff3-70b66d7b3034,df7a20b0-d1d3-45f9-ae16-828257f76716,a0421b5d-c9d7-4709-9748-d107ff6c5101
tch_20200512-175022_34,class_20200512-175022_34,Pz63-Uy9W,fe404bbd-2563-4827-97c2-60d832c88335,636d4f31-b566-4951-a25c-7d96e10644c2,3f7e41f1-56ab-4d7d-b15a-ef8442131e61,816bf0d5-7ddb-45e9-9f37-bef7d4fc1053,0b0e1eb1-e412-414e-9aba-9315a18793bc
tch_20200512-175022_35,class_20200512-175022_35,9Gc9-nQdW,c71771da-86be-4041-aa3e-84ff501fdbc5,b05c4189-6c11-4569-9614-985966594865,4ade1ac8-7706-4b86-94d1-99924835d26d,84b2b2fa-d23d-4a8e-894b-346e8b1ca95f,21db43ca-cbf5-420c-8362-6e194ca76b91
tch_20200512-175022_36,class_20200512-175022_36,3nh8-6H8F,115fda91-fd75-41d7-8b7d-9cd2203262bb,9788e332-0489-4937-9e36-682469fe3a0f,f04dee82-7007-4d40-82e5-ca621c75c016,6d911fd3-3377-45e8-b52a-b970f794d754,194c119e-0d8e-41eb-b3a6-7a6d49d866c3
tch_20200512-175022_37,class_20200512-175022_37,2aNd-Df2s,d8e8ab26-ae9c-4543-b283-39ab72cdadc2,8a0e9049-5d91-43b2-b93c-1df6f54011c1,4b378e45-3e1d-4e1f-871a-8e4fae1b0595,518937b1-30a4-43b0-8565-04cc95fb801a,813c5a90-9f4e-41a8-bdd3-3bd956368a9f
tch_20200512-175022_38,class_20200512-175022_38,b2sq-ybnG,07dd6b5f-1a7b-415e-b935-1b693d6ca33e,1d9856ff-54e6-437d-a69b-98ef5e79e30f,d45ea5c8-529e-493c-ae2e-1c8c0f0b7cb5,26ddf19b-e912-41e3-83dc-87d4d4905270,bcd8acaf-ac07-4b05-92b7-62223d3268b2
tch_20200512-175022_39,class_20200512-175022_39,7mZ4-Zqdn,308ff410-3baf-4ed4-9cc5-8277cc096501,2c153753-c85b-45eb-ac06-0404f35436a3,74de13d1-eb38-4a65-a7af-fc6cb4e0d77f,31ad4ca3-49ed-4ffc-a50b-9b2f068cd654,82ed9414-6624-4adf-b044-e6317336283c
tch_20200512-175022_41,class_20200512-175022_41,ZTtr-329P,31ec3a90-cde4-4538-aa4d-e576d7aa81d8,e94f1800-fa4a-4281-a62f-fbb1fc98f88b,ffac1b28-4d0e-4e89-af94-5ec9abdd9f90,13e150b0-9802-4d4b-b362-50a66d36da21,9eb0787f-eef7-4eef-8f63-db6035af2c05
tch_20200512-175022_40,class_20200512-175022_40,FJv9-sf2d,d7511772-95d0-4bf6-8332-154faf919441,8b363775-1d8f-42a3-a9aa-944f69c3f955,0e85f9c3-2efa-496c-b806-a83cb14faed3,b56ad4ae-e850-4f1e-b34f-8cc84c2cb531,f2c1ab88-85d3-486e-9bc5-89e3e39a49fe
tch_20200512-175022_42,class_20200512-175022_42,Ey46-2LX2,cbbd8c68-d959-4f27-aac2-10785bcb23ad,462b3905-cf39-42a0-a824-a8654fbe6b6c,f224793a-3f1c-43d2-8e86-d6f868787689,49b3eb31-ed26-43e7-badf-0c68e84b9f11,a60185a0-b388-4f5a-9ff3-ef77636cd4e3
tch_20200512-175022_43,class_20200512-175022_43,hL4N-n37W,edfbce5e-0ec6-4ced-b5e3-aeb484e23a74,b96a2f9f-d487-4362-9b5e-f20b9e35dd4f,177528b2-726e-4170-bdde-e1c277b735be,df83bc7e-7157-462d-ab64-c082024f37a3,c6817983-1bc5-43f2-b702-f320e94851ce
tch_20200512-175022_44,class_20200512-175022_44,6Gpd-96R9,c14a27fd-039c-4a39-b382-2d9a06eccd18,15c93d1f-b582-400c-96bb-142b47dd9683,23cb3f0a-de4a-4bd0-a4e9-290b34efcb36,b59e4550-a19b-44eb-9cf3-08a84b5726cf,515f3e3f-6dfa-4771-a18f-7451f9f0f180
tch_20200512-175022_46,class_20200512-175022_46,Vw6H-2cxf,d4ba77b6-c00f-49bf-af1c-e98713db8377,631dbe1e-cfc6-40cd-87d4-f99f2f497896,f411bd98-b0da-4483-b7a9-9ba7ee5516b2,247ad751-ebd3-4bab-b687-f59fc42a4c56,2d2673ff-fa6b-49a9-8ec7-a4c287128f25
tch_20200512-175022_45,class_20200512-175022_45,6sVZ-ksBy,09658bc6-3cb1-46aa-9ae6-b96c98e197c3,9f4eadfc-15ac-4e82-87e5-dc00c069c407,73c8a8d8-cfad-421c-aaae-d40988c229bc,70c53eff-fb28-4364-a1e0-f6a8f17c03ee,f7252221-eb81-4105-ba7c-01e9e4652920
tch_20200512-175022_47,class_20200512-175022_47,AYZ9-R8XG,85227f61-f8f2-4f80-9f44-c22f6e509f6a,1f2c036f-b19f-482a-abbc-6fa3552a605d,f1ee33fb-500e-4c14-be9a-b75a48320d93,1483d3ae-0094-4b13-93c3-3d2400b399e1,912aa0d9-ec2a-4e95-ab8f-1f069e36c796
tch_20200512-175022_48,class_20200512-175022_48,sLXf-DJ3w,36bf06cf-fa2e-494a-8bc6-c101bf717e70,df92dd29-81d2-4f2d-a4ba-8b0a7a99c8da,ee1b0b12-e040-4a23-9a30-cbd8e5d100b4,459b9ef9-9ec5-4bbe-bb01-a9027408352b,d3cbf070-1a98-4857-9c57-2e7753b17eaa
tch_20200512-175022_49,class_20200512-175022_49,AP3U-7Ya2,08b75976-b86b-49b6-a349-dddf28ab69fe,6b7dcc50-8a2a-441e-b009-c9c3a7cdf41a,7619a184-f94d-44e6-b84c-26b5d8506a21,563f757f-c8f0-4d0a-bbfa-9bf9a91fe6ad,0642e66c-e97d-493b-9054-fada73a436d9
tch_20200512-175022_50,class_20200512-175022_50,6Bt6-H4PV,e96c8605-3477-4af4-bd5a-7ce7942fb78e,06adbe70-2565-4f3a-95e7-de475cd50815,ef33aa88-d354-40fd-99ae-b8ebd555dc96,2a35011f-1581-4fc6-bd44-b87d61756269,44dbeb8b-183b-4ea5-82a7-626f2165e54f
tch_20200512-175022_51,class_20200512-175022_51,n8Y6-M4pU,99d7a6f9-76e9-4e6d-9ee9-870946607cf2,11c76434-01cb-470e-9191-6de051f98ba7,35d1eb3e-d796-4daf-bfc2-df44d3c74ad3,053aafc9-a7f4-412a-a09e-1ae6b4b5df4d,611bf4f4-b3a9-4cc7-9f77-57bbe1a3f3e8
tch_20200512-175022_52,class_20200512-175022_52,REH4-iW7b,9dfdc8a2-08d3-4ed3-81e3-a74fea043121,5b552fc1-e265-40d5-ad0d-eb1a580d311b,09ee4113-9fa7-4e46-bb27-5ae6569f1ed2,43049e25-c099-401c-82f4-300d75197642,1bbebf2d-b521-490d-b270-8b1b4c220c10
tch_20200512-175022_53,class_20200512-175022_53,d9ae-TK2Y,f835065d-bc29-4e5c-abaf-85870ca3dce2,48f921d9-04ec-4439-b86f-02ec50c51957,0ce0eaea-ef41-4470-9663-d2f5858fada7,34986fbe-acdc-492e-843a-131a7e897fee,be988906-ee17-4885-bf3f-6b03016885e0
tch_20200512-175022_54,class_20200512-175022_54,36E2-839A,5fbcddf7-6ae0-4c2a-96e2-ee76835cf00f,193852d6-81b5-45a1-a1ff-8bd4827ce3fc,66ffeeda-325f-4ce1-a03e-e7a70a0106b3,2d432ae9-bd7a-4e22-b8fb-a475ccff8bc2,e97c8f5e-f65e-48a8-8e0f-de5e2a6b2dda
tch_20200512-175022_55,class_20200512-175022_55,gi4s-Pzig,565b6bb1-72a7-4c8e-8c8e-ab40e53f00d1,bf22ff7c-cda4-42ca-93a7-f25d23d06ad5,b6fb5f44-fc4b-4b59-914c-30938f3562e7,a3c7c6e0-3fc5-4a53-afb0-8ea2cdfc8d45,272d431a-0b44-4eb9-835c-42d118a20656
tch_20200512-175022_57,class_20200512-175022_57,9gZn-jgd9,d2007226-791d-4a91-b77e-65afbb230403,862a8b20-5b0f-4820-ba05-416402212685,c84ca434-4bc6-4982-8701-2517d7a2a2f6,46dc93b0-2770-464c-a2f9-41ad10516a89,b0dc67f1-0560-483f-a1a6-02a4d6d9eae3
tch_20200512-175022_56,class_20200512-175022_56,27Kr-2nJu,45f07e91-d5f5-4223-95a4-9132268f0df1,0598b64a-74b6-4ed3-a086-84b99d92736b,3d656d43-573d-48fa-b852-09ab761b5161,63b0dbe7-46f9-4146-934b-031079a02e41,33ab6160-2fc3-453c-8cd7-021eae389704
tch_20200512-175022_59,class_20200512-175022_59,RzuZ-Wdz8,a4e621e3-0816-4c4e-a9df-59b931cc6268,0bb90aea-bd5c-41fd-add8-7a4e390007bf,47757a7f-0c49-4f34-8261-bb05355dff03,1bb793aa-afd2-4a58-b3cd-b60cd04d3b5d,87153cc0-dc1c-48e7-8a28-11d62a2ad195
tch_20200512-175022_58,class_20200512-175022_58,nobq-F2XD,ea859edf-188e-4cfa-91f5-768a491d65f8,eead8127-862e-411f-861d-32e5ef6e67b4,30447a91-c50b-4c54-b0d5-3d7cfc2c7e47,53676dc9-3a59-4c7d-87cd-f03803457052,fd75653b-2f9c-4ba0-b305-2637e20076f7
tch_20200512-175022_60,class_20200512-175022_60,dBu2-VjVE,db3ab160-f676-498a-b63c-9ce9d43c423d,63e7991c-d84c-4ad7-9486-193e685f2b99,e85b1c53-5154-43d8-a431-9b97aca6d51f,03377883-ef07-406a-b9b4-5ea911d50af9,50aeea60-67a5-404f-93f6-f978ff62575d
tch_20200512-175022_62,class_20200512-175022_62,4g8o-yvXr,32cd1c04-1302-4f46-8a23-806c56f919ad,b5e4e9da-5f38-4336-8bea-8212c5cd7299,e3ede860-0526-428b-9b0d-2c4f75428336,dc22fd0a-bcfe-4f82-997a-98529796a7be,0a01bf08-adfe-436d-b6f5-2b05cae5b153
tch_20200512-175022_61,class_20200512-175022_61,n3WY-FhJy,06df5e10-d9af-4b7b-b3b3-c17a0013b64a,af8066d9-bf0f-4b85-896d-c6f0e297a0c5,353cd297-3e54-44aa-bd7f-f4c4cacf2c11,5c857a67-fb44-42b4-9ad2-612511d3fe55,51fe1681-0a43-46ad-9c72-1870adf4fddf
tch_20200512-175022_63,class_20200512-175022_63,Ggvs-T6Kr,852764b8-340e-41ae-83ba-dbf4f0f1b89a,d8925c42-8302-40aa-a67c-21f995aaf99e,a093f7e7-11f9-4a14-9b46-d44afc840905,18d12560-f3e0-4f35-b47e-21534ef7429d,287fca27-39d5-4de7-a8de-f9c3a0d95d2c
tch_20200512-175022_64,class_20200512-175022_64,9QeU-463V,901e885d-7cb3-43c1-a165-ecd3c2e3c397,ebf68d18-5488-4153-9cb8-75aa8c36fa8d,6a6414d3-8907-4d25-a6cb-186ea0ab6f22,86439a45-c382-4633-ad40-3ece4ef64990,83bf9dff-16ef-4999-afd7-87ee9bd6866b
tch_20200512-175022_67,class_20200512-175022_67,yQVX-M3Ve,862f3db5-6936-43cb-bac5-5e97fb675bbc,f886b9c8-0115-4472-9583-995d4e1aa90a,198e819f-45ff-42c9-aa31-bfcd35ff5844,3fe89b93-91af-488f-8adc-0cc139041794,f86f881b-5ab8-4586-9aa6-f8a44c91b26c
tch_20200512-175022_65,class_20200512-175022_65,u363-emBC,01d41282-a04d-4ccd-83d3-18ca2bf9182a,d8306a02-7ccb-4fce-83cc-e215bb55fd26,d2eff4ab-37fb-4969-aa1a-60b51791b43b,31ed13f2-9d46-44af-93ef-55d521696fd5,6b18afd6-3774-482f-abf3-05546ffda404
tch_20200512-175022_66,class_20200512-175022_66,ptGr-4Z46,397ecdaa-2f85-42bb-a4da-fbfa2359e1f2,d5dc4387-3fbb-4308-9393-8d0765f33c8d,b4ef043b-5002-4ed3-90ef-59ef7e5ecdc5,74533045-1850-4ff3-a085-6e3360974313,a0871999-39a4-47f0-b3d6-57fdb54981ba
tch_20200512-175022_69,class_20200512-175022_69,dC82-kL4G,b3d3e36d-6d87-48ff-943b-41a43ae7b1ed,63dc6606-d223-4776-bfcc-27cb13a434cd,3af0d4c7-9790-4279-b853-35ebd22d80e4,80a1cd93-6650-463d-8185-72ae7c0bd427,8f19fcbf-7b96-4cb5-9ddd-e61bc0fb0fac
tch_20200512-175022_68,class_20200512-175022_68,mjRy-8e4M,aa9bac30-dd63-4eb2-b825-c80c5a3c40f5,b1ef07ef-3489-465f-8d93-8f951777ac56,4d2a5d4d-d3d9-4236-814a-a7463dd9cd3f,c4e50ee3-3362-40ae-8586-1463f073a642,369fb558-6ee3-4f5c-b429-03dd78f1c321
tch_20200512-175022_70,class_20200512-175022_70,m3rf-k28L,16968135-bd67-4b6c-a607-c91e1b814d4c,7d106158-73cd-4ba6-9e61-e0490e30de79,b173b173-5ca2-4d8b-b16f-9438ed0c8236,b52bc302-f5a6-4c96-a80c-9e431b1198dc,0c15f7c7-d7fc-479a-b058-4a12500058be
tch_20200512-175022_71,class_20200512-175022_71,gcb9-AiMH,d321a50f-c984-4d81-9b89-26fcb1fb2d4e,fb65a3ab-267c-4e54-a09d-34520f15934e,37868a8b-cf03-4ffb-91aa-437ab88efdfa,bef4a752-0796-4951-b0c1-50893ed74688,e9ac3688-494a-409b-bca2-2c722f4d2d84
tch_20200512-175022_72,class_20200512-175022_72,8Vn6-DdUA,bb55d530-bc95-4b21-96c3-1c3773331a9d,f5afbac1-df2d-40a9-94cd-5b1d9a16d63f,8a60848f-da8e-499b-a8a2-b12596ab601c,d8185e10-39a7-4d9b-a044-b10b62b3bae1,2c41662b-552b-4b26-b0fe-e72a6edc29fb
tch_20200512-175022_73,class_20200512-175022_73,42NW-e32j,08e1f59c-7b03-4963-9628-95c3ebd5a115,3b048d17-6b5c-4a8f-8a2c-abdbb53a0fde,95daaff3-8cfa-44c2-a84e-9ff0654816c4,9c1e3939-60b7-4bac-bc3b-6bb07f654e12,20efb31b-ec52-4cdc-bdfa-e99eaddd3b15
tch_20200512-175022_75,class_20200512-175022_75,cDUV-3q3Y,3f791414-da7c-478c-8d35-c5f62f7edca1,ee796caa-0b4b-4354-882d-bbeb7f9f120e,97cebf7c-1ab4-4740-b4bb-bd458f56cc2c,307adc75-d8de-4618-99ce-867a011fdde7,764293a1-fc5a-4791-916c-a0aa715cdc10
tch_20200512-175022_74,class_20200512-175022_74,krpe-CNt7,c4dd821a-ca0c-4415-8dfd-ab0227def6d4,3dcf4f0f-a0a4-44e6-bc89-412189f61203,3c31feb9-8753-4876-bd9d-1fc60c96b78c,f20b3c66-a43d-4f69-b22b-c41ecfe79462,ba7dad3b-316d-4505-b574-5335cc831f97
tch_20200512-175022_76,class_20200512-175022_76,if6U-BdAZ,00c178f2-b1f7-47b6-a912-80b5ddd65b81,6d0593ff-8cf3-4853-a98d-ed5240ee38b9,cdd7655f-06dd-4b87-9ad3-664c4f29ae55,9f633269-29c8-45c8-a95d-ff330a75d39c,0c1349c4-f0c5-45e7-8dc3-856b49b5494a
tch_20200512-175022_78,class_20200512-175022_78,9e3C-t73t,8c53b423-b6d6-4515-9d36-d3b790031397,9fbb693f-99df-46bd-9b92-2217513fc7ae,0ac68b41-1556-44f7-a5da-8bbbed38e286,cd800215-92dc-4092-beb9-27e3f2517099,6c51c213-ad43-46a6-b14e-79e24ffd4164
tch_20200512-175022_77,class_20200512-175022_77,ef4b-v4E6,2e3387a1-e75c-4560-ad80-9d68b348d4b4,9fc0e446-338d-4880-818b-f7b408261f2c,3d67bceb-fdd3-4d48-8ac1-e4629a824c9d,7b3816b2-bb0d-4c4d-af0d-e1e071d072ba,2a4e4f2c-ef5c-4aec-8044-6a6f56435723
tch_20200512-175022_79,class_20200512-175022_79,46VB-o46h,364ebb8f-d2df-4eea-a292-c1eb6c57db18,1a14996f-5427-4f5c-94ff-8c25940296b0,7242fdf4-3a28-41c1-b3ea-f7e66a253983,bcd1a0f0-b626-4dba-8a94-0c003171c37c,5be78ab1-2119-4d9f-8397-b6c71c47cb88
tch_20200512-175022_80,class_20200512-175022_80,VXsJ-AQhE,8433902b-2767-46cd-8ce1-8444013b4e18,ed7155a9-ef6f-47bf-9575-0c380fe26b3d,aa797994-12db-493a-892d-cf245c7cd6d1,424f7b92-6a88-4336-b3e6-cc19cf7bec1d,8687b3c2-a36d-4d87-bf89-e68f71cd767e
tch_20200512-175022_81,class_20200512-175022_81,bV63-b83v,9bcd2145-ae21-4c72-a06f-f1ba45979e9f,7a942b48-e7f5-45b2-863f-4f354122e91c,905cf6d2-9d48-4b6f-9ed2-caa8f8f13334,95fd7bc5-e0a6-40bf-9c09-53968f2b2f23,6ea437c1-137b-43c4-8627-edae26c62a5f
tch_20200512-175022_82,class_20200512-175022_82,Qn3W-8xew,623a7823-c2ca-4a5e-beeb-4d49fad0124d,7f3d5278-863c-4f9d-973a-6f090d372c44,82024e51-4a82-4cb0-9542-5c034916c28e,c86b5ccb-d60f-4aa9-aa5c-d9afbaf11d8c,8e53f4e3-c6d7-42c6-9d5e-365f6dbffc77
