teacherextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200510-225539_11,class_20200510-225539_11,3JeN-KjbC,e4822bac-88ff-420c-b6d2-a32beaaf5338,a5158fce-59d1-414f-8e12-d120019c5356,5023bd2c-3c8c-4e7f-9c5c-870837eaf148,ef29e717-93be-40c8-8380-7b5d561f153c,371c3623-65db-41d5-a110-df1879afccde
tch_20200510-225539_12,class_20200510-225539_12,yEHg-A829,df297578-0c89-4cd8-81f8-bf68d90e2eac,97b0ad8f-4630-46ef-8b35-71009f0047a3,1487753b-7869-4f0e-aca6-29e300581902,10ca1e78-9f05-4007-bddb-6e8ae30dfda9,5ea71ae3-86e7-4a96-a6c6-ad560e3b22c5
tch_20200510-225539_13,class_20200510-225539_13,AF2X-H6tu,39dda172-18bc-4fbe-a2fc-4c5dd5ba4098,20081146-6d14-4b29-a8df-2ee8b36349f8,ca3a8986-7bae-4dd8-a7ab-9d2b1f060c17,92603b11-515a-4cac-a3bd-a32e233c6c41,ed57504d-bd9c-4e63-8da0-c9e7c867ff07
tch_20200510-225539_14,class_20200510-225539_14,3vYh-ntA2,ae110acc-d16e-4c16-83c9-f4efa69fdf45,ec3721a1-d693-479e-b012-9edcd85faffe,7fc32f91-61a9-4730-a600-69e96e53a904,d796a487-d9d0-4515-849f-8b2652658ae2,935f87c0-170f-435d-9a8c-27567c8e6328
tch_20200510-225539_15,class_20200510-225539_15,J8D7-J9Gh,9743a9e1-cdce-482f-b022-9c923acb6832,5e6c856a-6f08-4a94-9afe-80194d04cb20,7157b14d-9da0-485f-8ae8-55ab9ac0af41,8b4d8687-c4a2-45a8-9cdf-6d80b23963d9,a72650f0-a33b-452c-bd15-b677e6d762d3
tch_20200510-225539_16,class_20200510-225539_16,siT2-Ws9E,cca6f01b-13dc-45fb-bbe0-d2e44b88ff17,d9980e7c-70a0-49c8-b6a9-1bc496a439b0,5dab8eac-8eb9-4477-9241-30746a47eb40,bd577777-47e0-49d1-bb01-90d71bea981b,a5839576-5d06-4b77-99fc-a5037d821563
tch_20200510-225539_17,class_20200510-225539_17,YHT7-4Beh,929dc9f1-aa8a-45a4-81af-3bb0b6e5f050,a9e16f44-1836-450c-b4f2-2b5d42e4af55,b6b97be6-fdaa-4181-bdf2-80d3944e7380,9af57eb7-aeb4-43e9-a43b-927047216ded,118ee63e-cdc9-4f94-a4f3-ee959c6b7a77
tch_20200510-225539_18,class_20200510-225539_18,fu2e-Vu6f,6eda67c8-16c7-4c4c-b385-bd42fa9fdb7c,ffecd29d-0285-4c7c-8efe-e67d474e9b56,3ce8b721-833d-4c27-87d7-0b54384a17c9,01c27988-15f0-4e28-b31f-859ed24198da,6661e761-bd9f-4402-800e-ff29193f519e
tch_20200510-225539_19,class_20200510-225539_19,Po7r-umnL,d813dd38-46e5-42f8-8bf1-a06388bbc60e,cee594f8-e499-476b-98df-a6d5e4692bd6,2251dc02-aaa7-48e2-9022-14a337f4febb,f201f8c9-31b6-47d1-9a1e-a8b70801fff1,c31ab290-f324-4e87-9ac5-c9880163c5b6
tch_20200510-225539_20,class_20200510-225539_20,uNP6-dp6m,4010dead-2d4d-48d3-857e-67d279c13501,229962c2-c03b-4083-a9bd-1ad6b60e8cd5,d3e0e4d0-c4f8-4273-a500-e05195a50a9c,18b585c0-1e6e-4633-b5c1-dd2ea4bdb3bc,ee62ecd8-6f60-4ff7-bce5-55c1910058ee
tch_20200510-225539_21,class_20200510-225539_21,ytYu-8xbg,3dd4509e-8445-4df6-a5e3-d1c0f7f0888f,c607aca7-9758-4951-9c1f-48fefd8021e8,eac0ed87-38e6-4d9e-9370-15779c6f1cc5,98b9933f-0d05-47ce-afa5-e500bb1ca9bc,f9161e09-a81d-47af-93e6-73e275833bc7
tch_20200510-225539_22,class_20200510-225539_22,Qc2N-kFGQ,bd9f5cfb-96b4-4d4b-af0d-d82be89a6bf2,5c99be97-6a7f-44d7-bf61-bfe0a16776b6,3a6c2b6b-c3f6-4a18-93f4-f3fb2b22525f,a2c12f33-7832-478b-bd32-6628259f9b55,af752cdb-0de3-407c-ba5e-c1dd4d0a165d
tch_20200510-225539_24,class_20200510-225539_24,ZgsT-9vgU,ffe5cc4e-d134-4926-b2c3-bcd14b8ca447,f671b0e2-b0a4-4d6c-a88a-b8887ea7449b,97e10fd2-d76e-4aa2-b7db-75bdaa41828c,a04cc70c-d913-46db-89db-7719bc7066b9,3fa35e7d-cd08-46a9-ab92-b653620df67f
tch_20200510-225539_23,class_20200510-225539_23,YzVH-L9u8,96005802-d4b3-4539-9f6d-bd6f7d071fae,e0472acd-13bd-4b10-9db0-e9b0ba5f13b9,68b53b77-6b84-4f77-8108-f57cec26a489,b1b74824-eec4-4226-bf36-f97125498aef,5bd1e365-db73-4160-b5a9-4c2e16e46cf2
tch_20200510-225539_25,class_20200510-225539_25,tXAh-sbU3,fa04bc59-dc06-43b9-8d89-94ef40003e41,a21c98cc-b9c4-487a-bab6-60ad8cc55460,ffc0aa9c-39ac-4eff-bd62-08ee2cb3263e,c0840d91-7e73-49bf-979e-08efc66eec7d,01d24467-46de-442a-a5c3-2d8b8c180a04
tch_20200510-225539_26,class_20200510-225539_26,zuqk-7VZP,51bbccf4-0f3a-4bb0-a8c1-468c9979a27e,72e270dc-035f-4d3e-b4a7-692ae8abdfc2,c149c4e5-8427-46eb-9c21-69daf103cedc,0d621c8a-8633-4d29-81f4-27d1e3912277,2084ffe7-01cc-4430-8d52-039ba19e76e7
tch_20200510-225539_27,class_20200510-225539_27,JCbu-4DxJ,643c5fee-4783-4d53-9734-771f952bb3f9,0bf8141f-0186-4dcf-9aa7-40c5464d2cf3,0d47adc1-da81-4aa7-8f42-b9e1ec6f5e5e,9a4ec18b-dc56-4a19-a724-842cc38cfeaf,4c37a4ba-60b5-4516-a16d-ec1b1593ec5c
tch_20200510-225539_28,class_20200510-225539_28,TH8Q-TWe7,265e0d1d-e9e1-401c-b5cb-08cbff038ee7,1d0282a6-6051-4a13-afe7-e697919d2ec6,49f92a28-3756-4fc3-8400-731ac366b743,190972eb-ea4c-4d46-b33c-94a003e60e70,0adaa53c-6ad3-4cc7-b1af-0ca506004669
tch_20200510-225539_29,class_20200510-225539_29,CRtc-9eVq,e61aab1d-e19a-4cb4-b344-d7edd3049cb2,7e61c934-370b-46fa-a23f-fbc88898563b,9a051a7f-8a81-44f2-83fd-98a98f30b74d,c6ee674d-ec84-49e5-a141-677e8d18b68d,090f3209-535a-48ad-bb37-0877322eee4f
tch_20200510-225539_31,class_20200510-225539_31,nYtX-9iR6,4c1634d3-2dc6-4262-89dc-607e6b0d7eab,27558f23-b611-466f-bc43-b158d8f660ba,db3d1443-d1cb-4510-8265-15572b29ed74,3de36db8-5fb0-4bd8-8a52-de0124c203f7,4e7fdf20-e9ed-4f4f-a6a3-b7204c72a180
tch_20200510-225539_30,class_20200510-225539_30,Vy8V-43x8,d4e24927-1956-4a46-8235-4f8cddcdd668,b0a2ca43-ffd3-42fa-9d09-86e02ffed323,fc62dca7-a23f-4a13-b232-5ed019022d90,301c8112-9e91-40dd-aa35-c02167a678b0,174f0708-f381-40cd-9110-f3c605ee9f74
tch_20200510-225539_32,class_20200510-225539_32,Q7mB-m7ur,e2d005dc-9941-4480-ad0b-fb468412a81d,44c951e4-a6d9-4e05-8e77-9755b30a5b3a,178ec760-a205-45bd-87e9-6794232be799,1e0b242c-c217-4b51-9382-8e622a9851c7,5f50df41-8fb8-4198-bc31-7b7cce1e9d5f
tch_20200510-225539_33,class_20200510-225539_33,2t72-84Gb,53fa2b81-cb03-44ca-9e7d-717ab5e467e2,492b4e1c-99d8-4727-b1b5-9e03ee66ee2a,097fbb7d-6da7-4e66-a487-e690f011913a,19f19cf7-76f7-4368-9b98-1a598b8c72c7,d957aa82-e0b0-43bc-8b2e-d9e34004ae57
tch_20200510-225539_34,class_20200510-225539_34,Es7i-mpUy,e0705d56-1dc3-4ab3-9e8e-0344add62b1d,91f6cda9-076e-45ff-ba74-08d640ec739c,13397e6d-5c4b-416f-bdf1-ae3e1444dbee,ceb30bd1-bd62-4c82-af36-757a8a208173,eccd3afd-824d-46f5-b8bb-c39fddb0365c
tch_20200510-225539_35,class_20200510-225539_35,8J94-Np4E,c95ee5e5-b852-4db6-80b8-5a1169bdef85,72055ede-c1ee-45b4-961c-39c3769d8a97,943f40a1-1589-4663-8ccd-044447f8e819,7db6c4e3-814f-4d6a-86db-5d55db46b36a,a2140e9b-8df6-4683-bfb0-5de87bc5fcb0
tch_20200510-225539_36,class_20200510-225539_36,Mo73-gzme,e5158368-20c5-4641-8078-cdf6ddb77020,811651ab-78ad-48d2-b9c2-df94ecd3029b,2193d5d8-fed9-4e14-8942-90cba9b2964b,0fb081f3-669a-4f0d-9e0f-d60e395e3b8b,bbcb2c87-9f29-44cd-84bb-b50232734e8e
tch_20200510-225539_37,class_20200510-225539_37,8WH9-H8wE,f49b5b3f-2783-4cd5-8271-ebbfd7e43710,6452a20b-6e04-4bfa-a544-dc71a428846f,8704f070-0129-4662-bed0-d1cf5c562b69,f288cc7d-4dea-48c4-9116-5cf86d072cfe,51c68564-54b6-4249-990b-0a1e7e7a9e39
tch_20200510-225539_38,class_20200510-225539_38,jwfK-87wX,0de1d620-9fb4-4469-b560-e77fb5335437,834adc44-04b7-43c5-bddb-6a0b8c87560b,1611fcc9-3cd7-4f29-9f80-131657a12e8e,e488ccca-19c1-4509-9991-8ea245e04b3a,13525d59-f56d-4d91-84ba-032ed667ca7a
tch_20200510-225539_39,class_20200510-225539_39,LbrL-JmwR,c91d0067-5cb7-4daa-a606-9deaee9cb0a7,e40fa6e5-7d53-485d-86ff-e6e47b48c72c,aed8ac41-4859-4f91-8b9a-7c9f2c778eb7,3a17498d-9480-4da9-92ec-ef593e20a83a,dbac024b-edc1-4664-8166-1a02831864d7
tch_20200510-225539_40,class_20200510-225539_40,6k48-62tX,f23f9604-93b9-4eb9-b611-21cb3ff424b6,d2bffe45-3ba2-4721-9e4e-91f7688e7f2f,10c0b546-ff72-4f9a-98cf-28c7d27a260c,887b83e7-7781-495b-b92f-d57aab6d16e3,0a2f395e-fca9-4f07-9017-5f2eff0e8a1e
tch_20200510-225539_41,class_20200510-225539_41,m468-spQL,0106965a-e632-47c4-92d0-8ab9e5915fea,e522226a-723a-42f4-934b-2dd2bfe9d7d3,a2911a54-3a2c-4dfe-9247-e3c521c84acb,93e842c3-853a-4253-86b7-7f35beb2161b,ff8aab9f-1ec3-425f-99f2-b7d3f8bfd7cf
tch_20200510-225539_42,class_20200510-225539_42,6sRB-fT7W,fb31fc62-b0de-4507-998f-e9cdd6bcb768,27188c04-146d-4f67-965f-e4ae77dfbe26,d2af26fa-f671-4382-aacf-a00baff917a7,beb62bbb-34fe-48e7-9fa2-8c70049c1162,851bc8cc-3798-4f46-99e4-200007e8da42
tch_20200510-225539_43,class_20200510-225539_43,oD76-JwtT,24c8ccde-b2ac-48fc-8334-350910ce0316,d7fd42b2-de32-428f-ad34-8ada332af1ee,6a8a7940-363e-42b8-8038-e53251a7a74e,980a913c-b639-44dd-836e-f8810b629cf3,b1567cb4-2265-4dbd-89e1-91e6e2918eee
tch_20200510-225539_44,class_20200510-225539_44,e6Q8-H6B3,6c86479b-ec41-4ed2-9ebf-5aa6cee4b67a,e7eb885a-ca45-4167-b879-39b6d0a3c11c,03c3f6c6-e438-4622-aa51-a72cf0a4a7dd,b133c0ac-7e74-4b28-9951-009a233b637b,6d9291ed-4455-4f0c-b33d-2ce297d63ce6
tch_20200510-225539_45,class_20200510-225539_45,v7F8-irhV,eb953938-43da-43ac-9982-b696345de2da,97031b44-cf48-4493-a9a4-766d02c6a324,994ac791-26a3-4888-b693-2f3d34350d9b,601b2ac5-2aed-4ff1-a33a-c1ac7da0acc2,234dcea8-5b3c-450b-b6c0-cb96f3fe1440
tch_20200510-225539_46,class_20200510-225539_46,AbGf-TA3E,2bb21c05-570c-4ba5-bd20-ce4117628bf9,129f1bae-ac1e-429b-bc8e-729567758f6c,63a83ca8-7557-428e-8ea8-3a4cd98e9348,b2cc7cc0-b374-4025-863d-563cc77ce314,9e59c6fb-0202-4bb6-832d-07cd311a9600
tch_20200510-225539_47,class_20200510-225539_47,7hQd-4uFL,986defeb-7f7d-4531-919d-73b74d5b07e6,6e9d4c6f-2b49-4494-88ae-736fe57c50d6,795e0fac-3f52-445d-8e46-f937d1df561a,86ea483f-b37b-4cea-addc-ee8ce35ab50f,aae1e4cb-dff2-4ad2-8efa-f355942464a2
tch_20200510-225539_48,class_20200510-225539_48,6m62-6p9D,5815dc1c-b656-48f3-9223-d4594c43c068,dd747775-3f48-49f0-aa5c-3cc359595f24,87744ebf-b2ba-45f1-b88a-7a8ba09139ba,c92ce358-f58a-43ff-996f-478466d8298e,ac611eb5-b4f3-4e2d-b411-8c54944f16b5
tch_20200510-225539_49,class_20200510-225539_49,u9xo-672g,9ad26962-9421-49ef-9c2e-7722cb8dffe6,5cd8bde7-441c-421d-acc2-ced5518dbee0,48d238b1-2329-4f74-a8f6-5ca930349021,6527e24b-ac21-4dc8-a868-bce65e2af978,745e2276-02fe-470d-b0d6-abc5bea052f5
tch_20200510-225539_51,class_20200510-225539_51,46mV-p4Fp,3f6d00bf-c337-4edd-8b43-799e675fb49c,3911802f-7370-4dbb-ac3b-2cb1b812a273,707174e9-dbfb-46ad-a287-a5ae3e65a01d,f4e2e016-f66e-4b40-9cba-125dd201a05b,5a03e836-79cc-4c51-a95f-2eeae6c860b3
tch_20200510-225539_50,class_20200510-225539_50,xqt8-3nv2,3e855c29-a473-4e9b-ad64-2b0332f128fe,debfa643-7ca5-4c9c-b49f-5155a301b518,bc6d8581-09ee-45bd-8535-1ad7900e1aef,5ec234e9-c7b8-4375-abdf-d1546f87da98,1d5b6dbf-0bd8-44fe-b9da-81c2021045e3
tch_20200510-225539_52,class_20200510-225539_52,8Q4o-zJ9U,0d2ae730-ae6d-40eb-b179-c434dee4bec0,85f99aa1-7b24-48ae-9821-f6e6c4bad680,49e95b53-befa-4c72-aeaf-92e0d472d3f4,3662b04b-8f21-4477-98ad-6655956a6020,cb7a7df8-2c04-4750-b19c-6048c4cd5a9c
tch_20200510-225539_54,class_20200510-225539_54,Ah4d-46NY,843c60d3-926f-49bc-a9fc-ef6f914f94b6,ace349ac-c53a-4fad-ab74-8fd561db8428,32568dbc-311e-4c79-abcf-b7c340d6b5ef,cfaaaeac-1693-4a16-b3c3-bb85cc037ea6,4c335272-8b6f-4f44-b702-081d5a66d515
tch_20200510-225539_53,class_20200510-225539_53,i6ye-hP63,bcdea51c-f232-410a-9b75-92b0f93c5ef4,ac9b591c-daba-4919-a932-c4b791d045ee,8c6d22af-0527-412f-ab72-fa1559215f67,41574af5-9ccf-49a8-952b-35d7ead8b40c,de522c69-a8c1-4f31-b6e7-70db119fb8bb
tch_20200510-225539_55,class_20200510-225539_55,Tay9-Lg9D,1a224f46-da60-4bec-b337-f8a5853abee8,ce0832f6-98bc-4ebd-b902-6ff81243371d,d453ebdc-cdcf-43eb-b212-576279cef8f7,9f906592-73ee-4030-bb56-402f1aa5ab0f,920c1220-3547-46d4-85d9-5e28eb072633
tch_20200510-225539_56,class_20200510-225539_56,Tn2P-omq6,acc4dc95-200a-4371-98e3-53dc5057f25a,4a18fa61-ea3d-4c52-bf6a-279c4d18b948,44d61536-eff2-4939-a582-6a9f75a455db,7f93f39d-4535-4ff0-ab59-eca7a4459392,61980f7c-b188-48c5-8573-443caa2a9538
tch_20200510-225539_57,class_20200510-225539_57,r4ef-NiDY,4614addc-14e1-4f8b-870b-b9d7fd7cc0f6,344cebef-8f5c-4765-86ce-70107d23b63e,abe48653-2ea2-488b-a73f-3a7cac169f57,acf1fc8d-d302-44b4-82f5-1f9645009a6b,1088ea4d-02e5-4aab-95c1-bf5957b08bce
tch_20200510-225539_58,class_20200510-225539_58,74bw-nxF4,73291a3c-2929-49bc-b414-51c5b82aa4af,c4907729-0495-4259-a027-c1562d312942,1475e021-249d-42cf-b77a-26eb093dc1b4,e47bfaaf-e24f-414c-86c6-2c19e2845717,a374b0de-afc7-4edb-ab54-3736d29e6417
tch_20200510-225539_59,class_20200510-225539_59,4G23-UV27,1c10f66b-bd25-481f-b501-885017803bc9,838d4227-2230-4248-98cc-6fbc68bfdee9,95026f7d-152e-4745-a242-d72a24fb88f4,a3746464-2971-4024-942e-b6884573e967,604eaaab-1bef-436e-97cb-56a1efdce796
tch_20200510-225539_61,class_20200510-225539_61,msFb-zD7G,6d5a42c5-94cc-44c9-9d5b-2253d96651e2,dcf45d5d-1bc6-4cec-8a95-2ec7a0f3ae2d,87f53805-af45-4296-9051-092c63f35ca3,0be7a2df-def6-4a7c-b961-b30374715a94,469f0b51-dfff-4a97-a4b3-051b1b572923
tch_20200510-225539_60,class_20200510-225539_60,Arnq-xN6q,4e840649-3a37-4c33-8023-eff1aa1e323a,3bf20d40-ef28-4d36-88ef-0e1e323277b6,13db1865-1faf-4701-8340-82baafb3cd16,576d7a62-139d-4acc-91fc-8f9e0ee24e47,9bac4332-bae3-47dd-9317-a1f6ef368907
tch_20200510-225539_62,class_20200510-225539_62,2qH3-6X67,b2290499-1bbd-484d-b6cd-f002bbdd5f2c,7e4994a3-9f26-4b14-a201-4c2f923da510,88af86f8-dbd8-4cd9-83a5-d8fd3874511c,62385f49-13e9-4648-8da8-5842d63f9268,fdd4ed32-02ca-41ab-a59e-165d4e36dcc6
tch_20200510-225539_63,class_20200510-225539_63,8EAK-Csnc,4ab32772-e534-4dac-9ba2-d28fcff444fe,6b76eb6f-5183-48b7-a47f-d8f10ae047c8,26dd7ec7-82a4-402f-953e-fe25527f588a,209a12a7-51d9-4b32-bd24-1218cf21a2f4,0ca28b85-06af-4fc4-9113-7a146205d336
tch_20200510-225539_64,class_20200510-225539_64,kuHQ-kzMN,781d41da-77bd-4a1a-a8d9-3751b68acacc,15f36159-a797-4b01-9232-b45c9b2dad3d,427f9fdd-06ff-4f9d-b9f6-fbd78eb60fe6,14356125-3246-497b-a9db-ada55db670a0,2b6844b7-36fc-406c-bece-a2cf334cedbe
tch_20200510-225539_65,class_20200510-225539_65,q6i4-Q3t3,36224a6f-97f6-461a-82e9-c88520404ffc,d41822e4-6ffe-4087-8f01-5e300bacd598,7ce4f129-6060-4a97-9720-fc5c15cbdb2c,0d68e05d-bf49-4710-a642-755734b6b20d,95df6d15-6a08-47a5-ab47-a9dc1a280f57
tch_20200510-225539_66,class_20200510-225539_66,XCYv-itw9,38f87c04-b3e4-4172-a925-3683995b7023,877bbd56-6102-46ea-b787-48c5c7791ca0,507fec84-42c9-464c-a641-41392202798e,574e6660-5003-4836-9062-e8b56af59d8d,f33a5494-4157-449d-a041-fdec683fcc9a
tch_20200510-225539_67,class_20200510-225539_67,hu4U-ETt6,943afef0-caaa-4780-a472-9e8b25d923dc,ccc655d7-d5f9-4061-82c2-8dbc6e8253cd,3975ff16-6574-4d4c-b1cc-c81e737819ca,b03f9039-ee81-4162-ae6d-649fcc8d5867,4dcf50f6-15f3-4ab9-8405-f3f3728108ec
tch_20200510-225539_68,class_20200510-225539_68,e4h3-LmUa,3b8de3d7-f778-4d35-bc20-ca2ec78868ef,a1c77b8b-b44b-4bb9-918b-dec92421aca8,20631013-c975-4c21-86dc-44ca12ceb03e,f3c1c7cb-c13e-4329-a0b0-97e2dd4ff728,f46c48eb-27ad-4392-8743-557da85a043e
tch_20200510-225539_69,class_20200510-225539_69,7ezd-7B3o,2f3d055d-4fa6-4b71-8b69-565e29d07629,174bd663-dde1-471c-ba90-110fd055c76c,275a6969-c686-4684-96a8-aad69de1f0d2,f5f593c8-ede6-48be-baf9-89abfe88731a,6ce581fa-3dc4-456b-a08d-b04959c19356
tch_20200510-225539_70,class_20200510-225539_70,jVT8-AwEF,14d9b6e8-cf19-48c6-9d7e-2d6377fb0209,49fb2bda-aa85-4d3d-a3c9-5501f3e75b25,33db8886-9021-43b6-a9d8-aaecd42ba484,60153d72-dedd-4e99-98ca-be5261f8ad72,ff8b7cff-bc3a-4d1b-a179-281fe7819071
tch_20200510-225539_71,class_20200510-225539_71,C8GY-A4iU,359728f3-bfe1-4239-8137-15dc05f33457,54ed8700-db92-489e-baf0-e347d1091f78,41fdd5e9-9bb8-4d41-ab8c-83e78c5a1433,8a98f5b8-0cfe-466e-bd97-c831397ff5b4,ef1025d3-bf53-4c31-8208-b21187d8b81e
tch_20200510-225539_72,class_20200510-225539_72,oz8s-UJV9,9f170b21-ab41-4308-a4e2-5dc885603490,fcf35a75-6143-4d73-b777-c581372cb99b,21a68552-91f6-4fd8-9644-49c3ba3cc230,62a1de31-04c0-4112-8b87-890d6cfd2dc4,08688e18-b02f-4979-897e-7ff30b0969b4
tch_20200510-225539_73,class_20200510-225539_73,YbzE-vjA7,89b18acd-ffd6-4b56-b60b-4cb620aa38be,2f399f1f-767e-4d56-84a3-1e40ac826cc1,b08651ff-20c1-4826-a654-06cc3453085f,57d0b9dd-ac22-43eb-8ba1-55125f651498,d2795022-c1b4-4861-8ff4-316aeeb417e4
tch_20200510-225539_74,class_20200510-225539_74,FHg3-kx7q,19f9ddf5-5b73-4fc1-822c-71b7f9c61de4,baac6562-96f6-4bcc-933b-a725a3f3f666,2c13c3c2-252c-4af0-b4c4-6e2406398ce7,e5404607-4342-4baf-9e72-b4306383f177,3f0c3974-e0df-4193-8952-eee3c3370687
tch_20200510-225539_75,class_20200510-225539_75,8ot9-8coj,40406cb4-c0e9-4941-88e8-f5c84196f4b2,7eca3ca8-dcb2-4ca8-a15c-a0cd7092b1f2,65fb2755-927c-42fa-b5b8-e7e0c6093bde,5427c3f0-85a5-4978-ade1-82016e4cc32a,cf46f985-25a4-405a-8933-8bda85c7a3a6
tch_20200510-225539_76,class_20200510-225539_76,xs6d-AHtE,85e30093-8646-4597-93fd-4c40e1f70e75,a5ca7357-05dd-4975-bf14-f1e2d305a614,3991fbd7-fb33-4368-b0f0-2c85348142f5,c77a9a1b-158e-48e5-bdc3-3758c9e8456b,97e9cb12-670c-4fa2-8836-2cdc955e72eb
tch_20200510-225539_77,class_20200510-225539_77,636s-F8U2,5ac2b95e-1db4-4d55-830f-2c7658d14c2d,55763856-a37f-43c6-a7d1-8fc7d8ce32d4,d7ed4e56-bea9-49f6-b312-be57a1cd8bf7,9c7aee8c-b462-4e93-85fe-106daea33442,4a5add95-1279-44c5-9e9e-5e11e8d44f1d
tch_20200510-225539_78,class_20200510-225539_78,i8PC-gRgU,fc1add6e-3229-4860-8eed-5ae23ea2aba9,7cbd6a7b-20f2-4e02-9804-629341fab5db,63073cee-4467-498b-a790-21901813f2b9,858afd0d-d222-4e5c-988f-e4f6e05a121c,587cfe7c-38b8-4dc9-b326-b19b4f630923
tch_20200510-225539_79,class_20200510-225539_79,38fF-hCpM,c79a1b4d-912d-4d7a-aaaa-96a03e5c842f,a841cba5-3805-4db7-ad20-21366c2fd4dd,3dd89d3c-40c4-4969-8cdc-6cfc6f56ae54,bdeac952-3087-4895-8832-6c2266849c4d,8001344e-531b-43e2-894d-d5a48f2e5f98
tch_20200510-225539_80,class_20200510-225539_80,Z8Gh-8hbZ,98abe301-7fba-4b34-b23c-93fe9ad7cf99,9c5e0a45-19d0-4148-addd-ff3d2bc7aee0,43ad6fb1-8877-4ba6-9e03-3ebfe9f6565c,06380068-4cb4-45b3-a099-6b7b3a3e5060,859f8655-d795-44c4-8c58-68fd3301406c
tch_20200510-225539_81,class_20200510-225539_81,Z2ZR-wgGv,7d1f9d99-270d-4eb3-b0ed-213690693cf7,4716a3db-fc99-4d18-bd91-49f4c0762449,d16d8533-0100-4da8-a788-7f67919703d5,15b8552f-d6ac-4202-93c6-544d201ac418,4fbb9c6d-1f5b-4855-a76e-0e7f1d335f70
tch_20200510-225539_82,class_20200510-225539_82,GEJy-ZEZG,1fb5a856-3ba9-476b-9cf8-c33f0f262df0,334fa82b-4622-47f7-8863-4757c8dac5ff,b040d7c8-32f9-4a7f-b3dd-9f242fd8921c,c8e8a1f3-8e30-4a66-95b8-79169ddc8260,af4fc624-72b0-4afb-a2d5-b6ae4fb94742
