teacherextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200514-094916_17,class_20200514-094916_17,wGtf-V3mb,c5d3acaf-d23c-4874-a31e-7c6f2ea0a415,bca691ce-4a7a-48bd-b685-40c440df62e4,1bcfc171-243b-4ad7-93f3-bc873a3e1b28,8ce872de-bbd8-4f83-9f44-0183d58d456d,1d24fa29-4a1a-49f0-8d36-8159e02eb902
tch_20200514-094916_16,class_20200514-094916_16,3yDg-Cwm6,b7eaeaa7-83f7-4424-8472-154c9570783a,b30a398a-0ba2-4f79-a1fb-42bfa6b5fe7f,08302833-84fb-4587-a06d-f348a0305403,97c3d0e9-4e06-4243-b9bd-dcaa1ce04227,cd263e82-06c5-4cb0-ac1a-f78bdac4c875
tch_20200514-094916_18,class_20200514-094916_18,3yVs-3c4E,98837ded-eeaf-4c16-94d5-d6324bac33f6,43d9af82-eac7-4cc2-bae2-020a8e1230e8,5c198a21-0b56-462f-87a4-40bf181723a9,07690d63-e057-484b-a1ac-302dc4385f1d,c32b36f0-353b-45c7-8a6f-01590c93396a
tch_20200514-094916_19,class_20200514-094916_19,98Uh-6PbF,77121524-fd27-4028-bfb5-5a1874f199a5,68ec68a3-69f5-4eec-a38f-ec387ab2762f,034bcc89-a3af-418f-a416-79536b142b55,8137c8ad-2f12-4392-8f16-1c4dbd413391,3988ec63-06a9-4228-8f63-c696c7d96eb1
tch_20200514-094916_20,class_20200514-094916_20,ukiF-ta6s,4fe051db-6d55-4230-b723-61bb47797553,0aea3293-578c-4101-a1d4-9f21cd2ec27b,1050b26b-9ab5-4ecd-abcf-e64e29fca465,89d5b525-cf42-4d0e-91d0-531fa57a2098,f8a22ad0-0013-4fab-8a0e-282108bfabf3
tch_20200514-094916_21,class_20200514-094916_21,K8WV-z63e,e996df0e-d56c-493e-ba8d-13854e1135eb,e0f4b5fa-b7b0-4b62-bc7d-4e60784809d5,ba9f1393-636f-4fd9-8e1a-97d350391e77,20b2b867-36df-44e5-bce7-e2dbc8fb6cf0,dfaa03ba-862e-48bd-90f1-6a56e7394eb9
tch_20200514-094916_22,class_20200514-094916_22,738c-82Le,32b81b9e-57f5-4834-a2fd-f57b6b5eac6f,e562a5bd-75f5-4a78-86cf-b26241a913b1,97439d29-9761-4fa2-8282-4a006558bc05,b442a097-8826-4786-b724-774928d2626b,20a2abb7-0ca0-4875-993a-975c3f812c49
tch_20200514-094916_23,class_20200514-094916_23,6A2s-Fyk6,cf3573d3-073f-49b2-ae09-3537d64864b1,b09d1068-75ae-495d-b6ca-3d2cecf07c43,b3de5999-d0f9-4f73-9e81-23d6e8b54af9,7cb7bd62-9e0f-498b-ac91-2157a6c467e7,f9f8a559-57bd-4383-9778-4e4f2ad5ae60
tch_20200514-094916_24,class_20200514-094916_24,7m47-yrf9,af391745-f1f4-45d1-8979-d06d0562bd97,1aa19d09-a818-4ecd-aae7-6f9043e58635,7d7da3c4-b9a3-4253-a8ad-73888a52508e,9872f3bc-0ff7-4fc8-b9e0-20f6134e5423,8033eee7-9cab-4b86-bd46-d51bef586e83
tch_20200514-094916_26,class_20200514-094916_26,drtL-6vX6,5f5eb8bf-07e1-475f-b487-8ca4e9fd9241,e114f992-6f51-4e2e-83fe-e0b0b56a4613,2dd4f01c-fa38-4999-a657-a8de40da1138,e0324bb2-2879-44bc-9481-33be452d1328,afe63c2e-07ac-4d22-b7a5-6e59ab26ad62
tch_20200514-094916_25,class_20200514-094916_25,9dug-bRFh,5917ac8e-bd6c-4481-8138-8bfc8776db53,22b66235-d5eb-482a-aaa7-8c4aa3126edf,0be9dae7-5d15-42ae-b051-92d41a0ef3df,0a69bbc0-2223-411d-a62d-4968cae5f922,14062e3f-9bdd-4129-b839-9acbb7efb8e9
tch_20200514-094916_27,class_20200514-094916_27,UwRW-7NAb,cd48d3b9-0eb2-44c1-b8ec-13611da34432,05777616-da61-4a36-933e-a4b6aaf3cad6,148e48df-901c-44de-b03a-f4c9b75f4292,3a30a528-9e91-4c87-897d-ddd8f53eee76,7241db2b-133c-4b7f-aec6-83f4e5a867cc
tch_20200514-094916_28,class_20200514-094916_28,9CHu-sxvp,b067b6b8-8b47-4597-8e38-264e8d938141,be5abd81-cd15-4339-b03b-cf32b4dda2c6,f591ed8a-5e69-4a47-9ab1-b0abf160bbc9,22d2fc8c-76a4-45a3-ae2e-e8ee2ccefa82,ca7d0e84-c7e6-458f-af2c-33d97f416312
tch_20200514-094916_30,class_20200514-094916_30,Zdz4-t2kd,9944b143-4ffd-4646-a072-3e30f9aef39a,fe045246-4fb3-41d4-bca9-97ca6c0e0737,3c242a28-cacc-4910-b233-3d37826ff2da,a6268db0-0385-4d7d-ae74-a58b17362c31,1584ea3d-b60b-48a4-b42e-780603124577
tch_20200514-094916_29,class_20200514-094916_29,7AuM-kMmz,ff26676e-b47a-4ed5-9fdd-f85496e882d2,29cd9f90-c9a4-46e7-986f-6e615d0134ad,c37ac659-c5f1-45dd-a675-e357a7b7cfd4,59176144-adbc-4964-8892-b3d4f2a96a9e,80427ef3-a9a3-4c5a-85da-4e59b1f0bc81
tch_20200514-094916_31,class_20200514-094916_31,kn96-263B,6b613df4-1236-4483-96f7-6605735859b4,10f32272-a112-461a-ad95-585fcbcc87f5,c6f16f48-fe36-4836-a1cd-9756bdf09582,0395760c-4e37-4ed8-90a1-9442db950725,eb02589b-1f3f-44d2-9916-1dfbfa1424da
tch_20200514-094916_32,class_20200514-094916_32,txwZ-9NCt,2df7e376-5b12-4f18-8cc5-ccf9779721e0,b618b797-9c81-40a9-8538-d65242517dcb,3e5ec075-9cc3-472a-bbb6-ab47b02c54fb,aed6e9b0-cc74-4458-95c5-d32a92aeea08,19fdc06f-0bfb-4d0a-bdb5-7716bb2c0272
tch_20200514-094916_33,class_20200514-094916_33,BYRy-URsQ,1f29a658-2976-4825-bbcc-8f00cb683a30,252bd5cb-45ca-45dc-86af-3f53c9f0a11c,eddbc4e4-08a8-4623-ae6d-e535f66dfecb,19140ae6-e3ce-4130-92f6-58e9c5d9495f,833395a3-9735-4c6a-a6a6-5b22960e7cbd
tch_20200514-094916_34,class_20200514-094916_34,a6BM-QGoa,5432c7d0-c385-4aac-b34f-90f39c19f7cc,a2b359ac-e5ef-4c4d-9109-f1256b744e73,30b7f8c5-f6f0-4e9f-87ba-c24525656227,5a18ed97-384a-4e0f-b697-cfd4ad5d111a,0190a004-bea9-4157-b707-6150543bf320
tch_20200514-094916_36,class_20200514-094916_36,6zC8-9E2D,1857126b-38f0-4a17-803d-f8725ed09e01,5055d49f-231d-498f-8adc-8b2421b96245,44d83e74-33c5-454d-9c8a-654ae517a363,5501b35b-85a5-4d31-b6dd-d98693c98973,89ca1b77-328d-4d07-8b8c-83c7113e8070
tch_20200514-094916_35,class_20200514-094916_35,Vj3B-W8vo,635a5a29-5185-4dde-be99-b03136f0018f,530e2ffe-58a1-4508-8643-6090b41ca261,ab674f85-0582-44ae-b033-807631c33e35,d4ce87b6-1de9-44f6-a764-23a6b42aecdf,70a461a3-9b73-4850-9529-21713f69a22b
tch_20200514-094916_37,class_20200514-094916_37,MQxi-zVLP,5fb8a291-9da5-4847-ba8b-620d86d759f8,a577b46e-fdaa-412d-b4a3-e561b835af13,aa18df0f-aacb-4bdc-a585-cd9fb81c636a,6ba3c08d-cecd-49c1-9a25-88ded33176d8,e28794d8-b4ce-4841-8c20-92ba8bcd27c5
tch_20200514-094916_38,class_20200514-094916_38,tznr-B6H6,64231f8a-9d7c-4f76-87a7-d583f87f5cd5,e7fb387d-d83a-405e-9b96-2106a2135d2f,f8d1eef2-45cc-4364-b2e8-1076c22a38f2,84e0f704-d245-4b4a-bbcb-2b8b18793e6a,f2336160-532e-404a-8d91-ddb670d7f2e3
tch_20200514-094916_39,class_20200514-094916_39,vaks-8PuJ,2933484f-a1d1-4ddf-89be-ef69691eb22d,50f76b13-84b5-4a4f-93b8-1e256213a030,c3fedb75-4bbd-4553-bdab-092e45c54b03,31cb8bd2-df58-4179-9bbd-abcf2fb79004,9b8063f2-b8db-4fc3-b7b3-282bc2571766
tch_20200514-094916_41,class_20200514-094916_41,Et92-Zqwm,2d5670c2-c4d0-41db-b9a5-9c88ede0aba1,65ff209b-391f-4bf5-9cfc-f3a0e70fa481,6f398385-f37a-49c8-9977-d23ae1a4cfee,d10681ff-fb9d-4a4e-8f12-4763452bde89,0cc58901-7028-42fd-9a4d-1db86536d449
tch_20200514-094916_40,class_20200514-094916_40,Cxgv-em4f,a31576af-cea7-4c6e-bc2d-8ecadf3e3ba0,b30cd708-329e-4188-9b19-c953e90b2d97,e99546fe-f52a-4119-b0fc-226623581f7d,f07152f8-e305-410f-8c22-78d5eac10bf9,defc7c43-4efb-4e8d-9da0-5e5434111aed
tch_20200514-094916_42,class_20200514-094916_42,ZnQ3-9D92,7181a307-f2c0-4146-883a-02dca2c0dd08,a7018e29-229d-4c98-8cc0-fdb9754b7642,d0cd1aef-19b3-4861-9b10-245ed0baf0cb,2f3677d3-7493-41a8-9cb8-4160a4fb7e23,a001d742-264a-4720-b150-74bd43ee0705
tch_20200514-094916_43,class_20200514-094916_43,x4wJ-48oX,257c99d1-9af0-4a3e-9e02-f700189009c9,cec80dd2-ecc9-47cc-8752-4ee303908a7b,7129c89f-fca3-4d09-8feb-dc83235aee15,6ee09001-3516-4779-8933-cc3e37474afc,ad054263-f359-4135-94a3-49748eb673ef
tch_20200514-094916_44,class_20200514-094916_44,FcMg-zdvn,fcf995dd-6382-4251-bc35-0eb3c7a30c52,c5a915d2-7d82-4991-bd8c-cf99cf60faa7,8e085a8b-0070-49a6-b73c-9775faa77ce3,74366b65-4831-4817-88aa-ea9bdaf7b679,70d22243-68f8-4cf1-af58-4787d7dab48a
tch_20200514-094916_45,class_20200514-094916_45,hFHh-am3i,35c22ce1-e8df-4535-ade2-110bc8023941,9d369fe8-4f1f-4758-a88b-5a6e7a137014,b404402a-58ae-4225-b81f-aabc271c914c,c74da7da-2773-4d35-b047-e87dc31e434e,13d11fcb-cb09-4635-b7a8-b4ee47a80304
tch_20200514-094916_46,class_20200514-094916_46,pqEs-gGju,95ff5504-63be-4d8f-8f71-ca686c0ba476,08851ba7-8042-4740-9677-2d6707c4a89e,b7d39743-7429-4a0d-beb0-3088d7afa22e,29aa9cc7-8c54-4170-b9b0-97e195dbd0d4,0f7ef990-d9fd-4ed8-80d6-5a19a663d13f
tch_20200514-094916_47,class_20200514-094916_47,rzob-p8zq,343ff3f2-db93-4ab2-926b-9d7126df0881,c3ee54be-55df-4b81-8ff0-887b4ba5abd5,4d7b614f-2e5f-4ab2-84e4-587b4b6aa5ed,cef53e9f-10da-44a6-90aa-16172ca10c7a,1def659f-0161-47b7-acc4-3d354cec504c
tch_20200514-094916_48,class_20200514-094916_48,zUnH-GTZQ,2af78b23-1a10-4af6-87ed-2e9176e84353,e1d59da4-d282-4c92-8311-46898dfc969b,79b02ed6-4a3d-4f0b-8bf7-eccbbbf07ac6,eb00aa71-9b2b-45c8-91e7-d6f00398e431,57fd33ea-453d-47ec-b1a7-9aaa163e4f88
tch_20200514-094916_49,class_20200514-094916_49,s767-n7Z8,eb239783-f99c-4525-acf6-b2f35f6a6b51,ad82adcd-df8e-4ecf-ba4a-7aff893c16d2,a8497df6-8a6f-4a8e-93cf-bffef6002ff6,7e97e154-fd31-48cf-b042-da44004ac7d6,47ab3a4e-e525-488f-afe8-39cb137e92e8
tch_20200514-094916_50,class_20200514-094916_50,Tmx4-AxsA,b250b1b3-49df-48db-8dcc-099ea7d479ef,83599a60-1f25-4757-9bb2-02b002022104,7f3c2f60-29dc-46ac-8d46-39419a43d56a,b3e7b26e-aa1b-463f-b591-c8cc7c3b3685,462acba1-0e49-47eb-bc53-e9829a1a1b33
tch_20200514-094916_51,class_20200514-094916_51,MDXD-ZGzA,fabfa788-395b-4480-9adc-ddacf0727bcf,4525155c-2635-4727-be79-44d92d28ff4c,a1ae05d2-8e20-42c8-8c1e-4dabf8fc7109,7c1e129b-437e-481e-a1b5-5ce11e8d2cd9,1dc2e372-04e6-42cf-88f1-2477842b5b9b
tch_20200514-094916_52,class_20200514-094916_52,6eq2-YwY2,9ebfafff-de62-4b1d-a51c-d6f62cf23224,062c928f-ed5d-404e-896e-caaa34851d14,43ffe403-b100-4bff-a0a4-5d0c43080659,f07f2df2-bddf-4fce-87e0-89bc9ff5d247,fd4a2cd1-5e8f-4c61-92d6-5f02fce2d8a6
tch_20200514-094916_53,class_20200514-094916_53,94KU-B6Zs,9255faeb-8b11-4d45-81bc-33f6785c1847,d456cd29-e06a-4318-b75c-161644370fb8,98311d28-100b-4925-977e-576831b9c24d,93c7a80d-0f83-4593-87ca-79297d732dab,59d3a11c-80b0-4d62-9431-b3495803d9fb
tch_20200514-094916_54,class_20200514-094916_54,9N42-92ys,2f864955-3551-49e5-8be5-9e9238e892e9,bffebf36-77cd-4957-9eb0-cd84381f49d8,6677e157-7450-44d7-9b72-8805b29afce9,fc9e7b35-8dcd-4b8c-bc3a-8cac0af67011,dda539d6-3a57-4522-aa0c-0cbabc477976
tch_20200514-094916_55,class_20200514-094916_55,m482-3TYD,be154916-dccc-431d-b22a-7dd1956284eb,2200f2c3-3ea2-4030-998c-40f2aafdac95,52f2edb8-7241-4a92-82e4-ec39956af42e,e4b67c38-c856-475c-8d88-384a227c5592,2c749628-6854-4803-aeba-6149fbebb841
tch_20200514-094916_56,class_20200514-094916_56,PUY3-7p2L,88791a2d-7317-4dad-9211-0cda5bef1731,d77049f6-7bf8-4f57-9962-9a8d5e606281,766650db-af20-4332-bad7-b7ab121432ad,a22e62e8-162a-4b73-87c4-14d41378edc5,a57cc84a-3bab-4c99-8747-82f169a21059
tch_20200514-094916_57,class_20200514-094916_57,uH9R-Xp69,c53fa933-4429-486e-a388-e8955fe46e93,339e2499-3b02-414a-af23-f72e15946537,01ca7a78-0022-4ca8-b6b0-511a2ea3a253,984e5bcb-2b88-4b0c-b795-95a977826c97,f733a5a7-2470-4aef-a47a-729f7c1dff7b
tch_20200514-094916_59,class_20200514-094916_59,3vTi-hWFi,933f8edb-5f47-4d37-9610-72af3b1924b9,2afdbd7c-1006-4322-af13-51d38664cc48,bbc9f2cd-6de2-4f26-9f72-3743ffd525a0,b10b6220-45ae-40b7-a4cc-68c3ecf9cddd,44b9a577-fa9a-4810-9aba-fd570faf7746
tch_20200514-094916_58,class_20200514-094916_58,pqQK-Y7Fu,a085a79c-ee13-42f3-a842-883f85e2199b,0ec1e006-da5a-42a1-a0f8-cc37ccdeafc6,c8920c65-01d1-4536-9d57-7ae272c69f6a,73e87572-cb7d-4986-b520-fdc545c71397,3f1d7397-cfa8-41bd-b554-c36a0afbf245
tch_20200514-094916_60,class_20200514-094916_60,WYBp-WjEV,c171c39f-ee0d-4bf5-be3b-4d8f62e55b6d,25e350cb-3a2b-4412-9ede-587f5b101c05,b0b913f9-9952-418c-9d63-f09497b21a79,ee5ee454-13ac-4dd3-83d3-0192ec3349f5,70d1529e-a027-49a8-b65c-fddeffdf2be7
tch_20200514-094916_61,class_20200514-094916_61,fT2J-j3kQ,f00f4be5-0dd0-4820-837b-ab6da72b855c,50f07314-227b-4322-90bb-ad7578912601,71da4813-0873-4931-be9a-1690c9e5a65c,0c5c26f4-0856-434b-b028-d29cd27dbbde,7738d04d-1be0-4cac-811c-c324e36cadd2
tch_20200514-094916_63,class_20200514-094916_63,jZ4W-KD69,499dd901-3cec-4a06-a07b-85b98acc30d9,9b391ba0-6257-4d7b-9886-cb6d6ab33aef,e18cde7d-4965-493b-9034-69871462c130,7737efba-1d4d-4a0b-9ac3-dd579666d34e,6a0d1c38-b622-4786-a6c6-797200494268
tch_20200514-094916_62,class_20200514-094916_62,4XP8-Q6gt,a8a89048-2452-4594-bb1f-66bf54e2b0ab,f9efdc1d-f3ca-4cdd-8264-5e133345da40,342b30d2-3cf7-4146-bbcf-52e7f2d4c6e1,3a64800a-3dbc-4976-8ae8-73a84c8a1321,0050730c-218e-439b-92d4-852b48c05219
tch_20200514-094916_64,class_20200514-094916_64,mMHK-ko7Y,d928fc61-93dd-4ce0-b3f5-2a35e29dcdb0,ba548b41-54ef-4000-8734-7d5ddbc82921,9ea1db91-eabd-4571-9561-08da822c8125,88cc7bbf-e50e-4140-ac7d-a640785e6eee,e5027ad8-aa60-41df-abc6-404326e80b93
tch_20200514-094916_66,class_20200514-094916_66,pzat-c2Yd,83a51507-bfd9-4c58-92a3-76617ee0492a,4638f9e4-51d6-4354-952f-1b61a7eb86da,1379f627-fdbc-42d8-b0c3-18976f0af65b,03ef4765-6b46-421b-b351-10e4d8b2e81a,39c3638c-5a7d-4659-866f-616a1a974c46
tch_20200514-094916_65,class_20200514-094916_65,GDg4-W9AU,ce18a73c-25e8-40fe-bb8d-562e86e67df9,ea9c6ec7-6887-440b-a6c5-02331186ae73,2a509383-a2d3-4369-8253-7c4340feb20a,a4bfb1e1-1338-4f9b-bf97-e5067efade50,d14b7d90-5f69-41a7-8d4c-bdf58ca974ec
tch_20200514-094916_67,class_20200514-094916_67,qsRm-Xfsm,94928e8b-d714-4ee8-8392-dd7aaaf3c63d,e540de32-ba74-4952-a1c2-829ce26a16c8,9f1ef08c-95f7-418d-aa1c-8abbfd3fbb9e,89bcacfa-a4b3-4721-9a74-a7b8a8ed9fef,f1e9be8d-e76a-4ef4-84d0-9c86f18944c9
tch_20200514-094916_68,class_20200514-094916_68,67F7-zW7Z,7de45f46-721f-47a8-acb2-bce459d42785,fd7932a1-939d-48ae-8331-addc5f6ec8ab,7d0aaa50-5e21-496b-acec-57c9301b489b,214507d0-912b-4544-b09b-5e2342feb52f,7796170a-3b04-40ba-8f61-fcd5224eb9e8
tch_20200514-094916_69,class_20200514-094916_69,ft2z-7HF3,f94601ba-9fd9-41d7-8e9c-bce57e41645d,c3c51633-f6b0-41d7-8d29-11bbfb02f62f,52bfdb13-1091-4c39-83f7-808185a64677,de0d160f-7ad4-456d-87bd-89e4b384c8bb,9e1edde5-749b-4233-83e5-52edce67d996
tch_20200514-094916_70,class_20200514-094916_70,CEC6-VgcF,7b6ce161-297f-4f5f-b3fe-e43754fb616f,f753ad3b-9438-4a41-8774-c7e8e3ed821b,30da0953-c4e8-4d9e-8cc8-744c76884e29,04f033d9-18ff-44b2-b1af-8a974d271f2a,d8efe9c8-0531-43cb-8b60-80c768ef75ee
tch_20200514-094916_71,class_20200514-094916_71,2uDf-9TxZ,db16bbae-89a4-4ad1-b2e9-9e4879f3d6dd,b66e38b8-76be-4225-8f60-7f12729fa3eb,8d03d559-848e-46b6-a02b-5a3487a0eba7,966bcef5-9e3f-4e97-ba07-33ab921bb48a,caf48b47-7573-4cb0-8cdf-d9f13c9d024e
tch_20200514-094916_72,class_20200514-094916_72,xq2m-A93w,156077cb-8f3e-473c-bf1c-c406897fcb9b,ae8bb9c1-cb1f-4b09-805d-0e0e5abc82d0,be05d84a-8598-46c5-8095-624b55b92a34,ad26c1f9-eab1-49d0-a33b-9f608b53a802,32c07cc4-abef-4e0b-99ea-4d958df67f98
tch_20200514-094916_73,class_20200514-094916_73,R7R7-3dF9,7404a150-9a08-4f08-9e57-d998d72c7c31,a95a442e-a20d-4a54-bff0-25b684f513fe,8d732747-84e3-46ce-9eb6-265dc0894bfb,8af4490b-414f-46c3-a4a9-3cbea592e76b,2934ac94-eb32-4e2e-b2bf-50c2a1d5543e
tch_20200514-094916_75,class_20200514-094916_75,FE6o-pRAi,27cb1661-3be0-460d-a0cc-1f6eb2e6f837,34aa9bda-e699-4b82-a623-8799c0dba9ba,9d5d7ae5-b4ed-421b-a006-a24db2add0df,21124db0-de3b-4492-8769-f3400e65a73e,afe852fa-25bd-497c-95ca-f4deab18cb33
tch_20200514-094916_74,class_20200514-094916_74,dsT2-HnjW,a955d40c-e5fd-4150-ba12-e0f666b1acef,e5b7539a-a755-4aa8-a616-ed687edfc6fc,8243e69b-fdf4-4dcb-a6ec-c5197c5f3cea,574031e6-f692-4d37-8f25-37e41cbd1498,3550d94c-ff34-4350-ae69-67e55da53fb5
tch_20200514-094916_76,class_20200514-094916_76,KaVC-gAQ7,749f3d25-779c-4b56-983a-58aa71409ee3,63b6c298-b971-4727-a9fd-ca8c939f5cff,1718de21-9936-4d46-8aba-3ef10f0b242b,68e75971-fad5-4a9e-b552-e2204e9ee473,ed6dd429-bcf3-4eb6-b578-0dc9eb711d6d
tch_20200514-094916_77,class_20200514-094916_77,2F76-gb6D,79998037-8dbe-4679-a9c6-435883b6b8f5,64671236-4592-4f66-b854-00ce58db14f2,07ca200d-376f-4a5d-b239-067d3d4b9eec,69b4dc31-2b0e-43a4-8559-383f5f50bd25,01ebe6ec-5a60-4cd3-a340-672ef6bc907f
tch_20200514-094916_78,class_20200514-094916_78,j2cg-JbVM,67440b03-433b-4324-afa2-87080e41018b,ace2ad87-c782-43ab-bf22-0ae1f8d610fa,771d8434-69bf-4841-a495-5eb3cdb91aa0,dab112cd-b854-4924-a463-51f9716e6a30,2aa6610f-a042-4bb5-b11b-0368dfebb3b2
tch_20200514-094916_79,class_20200514-094916_79,82h8-z2WB,12f7f0e4-131d-4493-9d7c-65ee89a2091c,4e9af6b3-76ef-456f-b3f0-271459bf008b,a13be8e4-06ef-4ad6-bd46-9002e9eadb61,579cfa46-6ba4-4092-ac53-9349bef6de0f,f6700718-b3ba-455a-9f7f-3b0bd3326efe
tch_20200514-094916_80,class_20200514-094916_80,x2Yw-v7YB,52a5f899-c04f-49a0-9663-c108d1c660b5,4316bac3-98b8-44c0-bff0-167ca72c4ce7,12d46c98-b34e-4869-affd-9f1ac06f3eff,95ab5634-7937-49e8-95aa-d60b3d842b23,d782dc58-7ded-4686-99f3-ac46c24ea188
tch_20200514-094916_81,class_20200514-094916_81,guH4-NKa7,8b92ac07-9967-453e-a3e2-165aeb99a905,45d6f4d9-0b11-4345-b56a-734e655f5f77,d662dfdb-699d-4301-b7f4-a5c649b06368,4861d415-1a06-4293-92cb-fb1ff4b05024,eac85e8a-b8c3-4613-82c6-069535aea8c9
tch_20200514-094916_82,class_20200514-094916_82,mhZs-C3nw,127fc858-dadf-48f3-ad28-a45c96fef6bb,0626d7ea-987f-47ed-bc06-6be90a77e8f4,cd26d8d9-c59c-4f6b-9f28-943deb270cb3,e4379977-b6f2-434b-937a-548c2a7187d3,b73eb7ae-34a4-45fd-a2fc-ccd4d92d46cb
