tchextid,stduserid,stdextid,grpid
tch_20200825-163721_6,568cd4f3-e6c4-11ea-af23-0242ac110002,std_1598354153394_6,b147fa06-7599-4796-842e-a73b2d1f1bb5
tch_20200825-163721_5,efa7e38d-e6c3-11ea-acee-0242ac110002,std_1598353980712_5,dc625df3-77c4-4bc3-933b-48cf850e0216
tch_20200825-163721_5,e8b26d8d-e6c3-11ea-acee-0242ac110002,std_1598353969090_5,dc625df3-77c4-4bc3-933b-48cf850e0216
tch_20200825-163721_5,e25eb4bf-e6c3-11ea-af23-0242ac110002,std_1598353958493_5,dc625df3-77c4-4bc3-933b-48cf850e0216
tch_20200825-163721_6,491199bf-e6c4-11ea-acee-0242ac110002,std_1598354130782_6,4f7e271a-dd83-4614-a97b-a6f8f07c35ac
tch_20200825-163721_5,ddc1108b-e6c3-11ea-af23-0242ac110002,std_1598353950748_5,dc625df3-77c4-4bc3-933b-48cf850e0216
tch_20200825-163721_6,44799af2-e6c4-11ea-af23-0242ac110002,std_1598354123084_6,4f7e271a-dd83-4614-a97b-a6f8f07c35ac
tch_20200825-163721_6,3f88582e-e6c4-11ea-acee-0242ac110002,std_1598354114777_6,4f7e271a-dd83-4614-a97b-a6f8f07c35ac
tch_20200825-163721_6,38a7c97b-e6c4-11ea-acee-0242ac110002,std_1598354103251_6,4f7e271a-dd83-4614-a97b-a6f8f07c35ac
tch_20200825-163721_6,2d865c65-e6c4-11ea-af23-0242ac110002,std_1598354084562_6,3c9d0383-2356-42cb-a8cc-411c6c7c542f
tch_20200825-163721_6,2836cd4a-e6c4-11ea-af23-0242ac110002,std_1598354075678_6,3c9d0383-2356-42cb-a8cc-411c6c7c542f
tch_20200825-163721_6,2167ca55-e6c4-11ea-af23-0242ac110002,std_1598354064228_6,3c9d0383-2356-42cb-a8cc-411c6c7c542f
tch_20200825-163721_6,1c4713e3-e6c4-11ea-af23-0242ac110002,std_1598354055635_6,3c9d0383-2356-42cb-a8cc-411c6c7c542f
tch_20200825-163721_7,95a4908d-e6c4-11ea-acee-0242ac110002,std_1598354259270_7,31584e9e-2e9c-473c-8e9a-c4d3455bcc9d
tch_20200825-163721_6,10a3cc9e-e6c4-11ea-af23-0242ac110002,std_1598354036104_6,fe4f2aea-382e-4f96-b79d-9ee73f86dfdd
tch_20200825-163721_7,90decb38-e6c4-11ea-af23-0242ac110002,std_1598354251213_7,31584e9e-2e9c-473c-8e9a-c4d3455bcc9d
tch_20200825-163721_6,09ea74d9-e6c4-11ea-af23-0242ac110002,std_1598354024823_6,fe4f2aea-382e-4f96-b79d-9ee73f86dfdd
tch_20200825-163721_7,8bc344a0-e6c4-11ea-af23-0242ac110002,std_1598354242693_7,31584e9e-2e9c-473c-8e9a-c4d3455bcc9d
tch_20200825-163721_6,03ef157a-e6c4-11ea-af23-0242ac110002,std_1598354014803_6,fe4f2aea-382e-4f96-b79d-9ee73f86dfdd
tch_20200825-163721_7,8512ed73-e6c4-11ea-acee-0242ac110002,std_1598354231448_7,31584e9e-2e9c-473c-8e9a-c4d3455bcc9d
tch_20200825-163721_6,fea68b6e-e6c3-11ea-acee-0242ac110002,std_1598354005934_6,fe4f2aea-382e-4f96-b79d-9ee73f86dfdd
tch_20200825-163721_7,7845cc0b-e6c4-11ea-af23-0242ac110002,std_1598354209981_7,b4351eb5-c4c4-46f3-9ca5-9c3df0cb9105
tch_20200825-163721_7,72c8c52b-e6c4-11ea-acee-0242ac110002,std_1598354200786_7,b4351eb5-c4c4-46f3-9ca5-9c3df0cb9105
tch_20200825-163721_7,6b6bb2ef-e6c4-11ea-af23-0242ac110002,std_1598354188412_7,b4351eb5-c4c4-46f3-9ca5-9c3df0cb9105
tch_20200825-163721_7,661e4680-e6c4-11ea-acee-0242ac110002,std_1598354179528_7,b4351eb5-c4c4-46f3-9ca5-9c3df0cb9105
tch_20200825-163721_7,59d65a89-e6c4-11ea-af23-0242ac110002,std_1598354158929_7,50957a0a-98d1-4b31-b2dd-ee9b053c8e72
tch_20200825-163721_8,b218ce77-e6c4-11ea-af23-0242ac110002,std_1598354307003_8,795948e9-d8b7-403b-9830-efec9566cbc3
tch_20200825-163721_7,536cf7c6-e6c4-11ea-af23-0242ac110002,std_1598354148182_7,50957a0a-98d1-4b31-b2dd-ee9b053c8e72
tch_20200825-163721_8,ac6b41a6-e6c4-11ea-acee-0242ac110002,std_1598354297488_8,795948e9-d8b7-403b-9830-efec9566cbc3
tch_20200825-163721_7,4c521f00-e6c4-11ea-acee-0242ac110002,std_1598354136268_7,50957a0a-98d1-4b31-b2dd-ee9b053c8e72
tch_20200825-163721_8,a6690494-e6c4-11ea-af23-0242ac110002,std_1598354287406_8,795948e9-d8b7-403b-9830-efec9566cbc3
tch_20200825-163721_7,45234854-e6c4-11ea-acee-0242ac110002,std_1598354124171_7,50957a0a-98d1-4b31-b2dd-ee9b053c8e72
tch_20200825-163721_8,9f142f02-e6c4-11ea-acee-0242ac110002,std_1598354275092_8,795948e9-d8b7-403b-9830-efec9566cbc3
tch_20200825-163721_7,39ec0993-e6c4-11ea-af23-0242ac110002,std_1598354105331_7,d0767dde-9b90-4d81-9faa-d4653cee8d84
tch_20200825-163721_7,32c87d86-e6c4-11ea-af23-0242ac110002,std_1598354093421_7,d0767dde-9b90-4d81-9faa-d4653cee8d84
tch_20200825-163721_8,952cc8be-e6c4-11ea-af23-0242ac110002,std_1598354258465_8,867f911d-b0f7-4961-90aa-2a2b2841d85b
tch_20200825-163721_7,2b659f76-e6c4-11ea-acee-0242ac110002,std_1598354080988_7,d0767dde-9b90-4d81-9faa-d4653cee8d84
tch_20200825-163721_8,904411aa-e6c4-11ea-af23-0242ac110002,std_1598354250245_8,867f911d-b0f7-4961-90aa-2a2b2841d85b
tch_20200825-163721_7,251960ec-e6c4-11ea-af23-0242ac110002,std_1598354070437_7,d0767dde-9b90-4d81-9faa-d4653cee8d84
tch_20200825-163721_8,895ccc8b-e6c4-11ea-af23-0242ac110002,std_1598354238656_8,867f911d-b0f7-4961-90aa-2a2b2841d85b
tch_20200825-163721_8,84b2cc6e-e6c4-11ea-acee-0242ac110002,std_1598354230818_8,867f911d-b0f7-4961-90aa-2a2b2841d85b
tch_20200825-163721_8,7904d652-e6c4-11ea-acee-0242ac110002,std_1598354211210_8,6a6a9e11-6ca6-4b11-bbde-c1d47b36a923
tch_20200825-163721_8,734213ac-e6c4-11ea-acee-0242ac110002,std_1598354201587_8,6a6a9e11-6ca6-4b11-bbde-c1d47b36a923
tch_20200825-163721_8,6c0b0018-e6c4-11ea-af23-0242ac110002,std_1598354189484_8,6a6a9e11-6ca6-4b11-bbde-c1d47b36a923
tch_20200825-163721_8,65c2e055-e6c4-11ea-acee-0242ac110002,std_1598354178876_8,6a6a9e11-6ca6-4b11-bbde-c1d47b36a923
tch_20200825-163721_9,dbce7373-e6c4-11ea-acee-0242ac110002,std_1598354376951_9,ad8f650b-297b-43c4-8b9b-9da53d8a21ae
tch_20200825-163721_9,d613782b-e6c4-11ea-af23-0242ac110002,std_1598354367368_9,ad8f650b-297b-43c4-8b9b-9da53d8a21ae
tch_20200825-163721_9,d06ca200-e6c4-11ea-af23-0242ac110002,std_1598354357846_9,ad8f650b-297b-43c4-8b9b-9da53d8a21ae
tch_20200825-163721_9,c96c2ecf-e6c4-11ea-af23-0242ac110002,std_1598354346122_9,ad8f650b-297b-43c4-8b9b-9da53d8a21ae
tch_20200825-163721_8,5c4c3c68-e6c4-11ea-af23-0242ac110002,std_1598354163055_8,ba882d31-e1df-40b5-a459-53c12236e372
tch_20200825-163721_8,553de756-e6c4-11ea-acee-0242ac110002,std_1598354151223_8,ba882d31-e1df-40b5-a459-53c12236e372
tch_20200825-163721_8,50260a0a-e6c4-11ea-af23-0242ac110002,std_1598354142654_8,ba882d31-e1df-40b5-a459-53c12236e372
tch_20200825-163721_8,4a350b3a-e6c4-11ea-acee-0242ac110002,std_1598354132634_8,ba882d31-e1df-40b5-a459-53c12236e372
tch_20200825-163721_9,be440a16-e6c4-11ea-acee-0242ac110002,std_1598354327383_9,157ba201-27e2-432b-ae73-48dc982ccddc
tch_20200825-163721_9,b95ba1a2-e6c4-11ea-acee-0242ac110002,std_1598354319180_9,157ba201-27e2-432b-ae73-48dc982ccddc
tch_20200825-163721_9,b22ccb4d-e6c4-11ea-acee-0242ac110002,std_1598354307130_9,157ba201-27e2-432b-ae73-48dc982ccddc
tch_20200825-163721_9,abb49b02-e6c4-11ea-acee-0242ac110002,std_1598354296266_9,157ba201-27e2-432b-ae73-48dc982ccddc
tch_20200825-163721_9,9fa7e3a7-e6c4-11ea-af23-0242ac110002,std_1598354276053_9,e4f3dee8-eea6-4471-bbe4-2a100d6b6b48
tch_20200825-163721_9,98b1a9b9-e6c4-11ea-acee-0242ac110002,std_1598354264382_9,e4f3dee8-eea6-4471-bbe4-2a100d6b6b48
tch_20200825-163721_9,92f80e6e-e6c4-11ea-af23-0242ac110002,std_1598354254756_9,e4f3dee8-eea6-4471-bbe4-2a100d6b6b48
tch_20200825-163721_9,8c9e150e-e6c4-11ea-af23-0242ac110002,std_1598354244116_9,e4f3dee8-eea6-4471-bbe4-2a100d6b6b48
tch_20200825-163721_10,f87ad748-e6c4-11ea-af23-0242ac110002,std_1598354425106_10,603d10bd-0caa-4699-a731-554a138baf63
tch_20200825-163721_10,f1e9eedb-e6c4-11ea-af23-0242ac110002,std_1598354414068_10,603d10bd-0caa-4699-a731-554a138baf63
tch_20200825-163721_10,ea9d7e9a-e6c4-11ea-af23-0242ac110002,std_1598354401779_10,603d10bd-0caa-4699-a731-554a138baf63
tch_20200825-163721_9,80d71880-e6c4-11ea-af23-0242ac110002,std_1598354224374_9,c03608fd-fc0c-4cbf-bbfe-8d5fb4e92439
tch_20200825-163721_10,e5314091-e6c4-11ea-acee-0242ac110002,std_1598354392727_10,603d10bd-0caa-4699-a731-554a138baf63
tch_20200825-163721_9,7b485d62-e6c4-11ea-af23-0242ac110002,std_1598354215046_9,c03608fd-fc0c-4cbf-bbfe-8d5fb4e92439
tch_20200825-163721_9,744b93c0-e6c4-11ea-acee-0242ac110002,std_1598354203294_9,c03608fd-fc0c-4cbf-bbfe-8d5fb4e92439
tch_20200825-163721_9,6d9374ce-e6c4-11ea-af23-0242ac110002,std_1598354192057_9,c03608fd-fc0c-4cbf-bbfe-8d5fb4e92439
tch_20200825-163721_10,da573c52-e6c4-11ea-af23-0242ac110002,std_1598354374541_10,a5c087ff-fb59-4791-a52c-dd8ea6d23542
tch_20200825-163721_10,d3b0cfee-e6c4-11ea-acee-0242ac110002,std_1598354363342_10,a5c087ff-fb59-4791-a52c-dd8ea6d23542
tch_20200825-163721_10,ce07886e-e6c4-11ea-acee-0242ac110002,std_1598354353857_10,a5c087ff-fb59-4791-a52c-dd8ea6d23542
tch_20200825-163721_10,c9679ae3-e6c4-11ea-acee-0242ac110002,std_1598354346107_10,a5c087ff-fb59-4791-a52c-dd8ea6d23542
tch_20200825-163721_10,bd94b832-e6c4-11ea-af23-0242ac110002,std_1598354326269_10,e11d9d56-eb24-4009-9a14-7d7c4fd1b02a
tch_20200825-163721_10,b89878a3-e6c4-11ea-af23-0242ac110002,std_1598354317926_10,e11d9d56-eb24-4009-9a14-7d7c4fd1b02a
tch_20200825-163721_10,b34da57f-e6c4-11ea-af23-0242ac110002,std_1598354309034_10,e11d9d56-eb24-4009-9a14-7d7c4fd1b02a
tch_20200825-163721_10,adce2ce2-e6c4-11ea-acee-0242ac110002,std_1598354299792_10,e11d9d56-eb24-4009-9a14-7d7c4fd1b02a
tch_20200825-163721_10,a223e098-e6c4-11ea-acee-0242ac110002,std_1598354280232_10,16c3260e-f2f4-4b1f-8516-918e515fc066
tch_20200825-163721_10,9b797c03-e6c4-11ea-acee-0242ac110002,std_1598354269033_10,16c3260e-f2f4-4b1f-8516-918e515fc066
tch_20200825-163721_10,953de004-e6c4-11ea-af23-0242ac110002,std_1598354258590_10,16c3260e-f2f4-4b1f-8516-918e515fc066
tch_20200825-163721_10,90574bcd-e6c4-11ea-af23-0242ac110002,std_1598354250372_10,16c3260e-f2f4-4b1f-8516-918e515fc066
